longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.62,33.87,24,2508,379.0,1157,428,8.0616,233172
-118.14,34.07,38,1911,378.7,1492,397,4.7539,295993
-120.61,36.54,52,1545,280.1,537,281,4.3969,213191
-118.02,33.99,8,4341,1239.6,7277,1289,2.6992,202704
-118.35,34.21,18,1107,295.4,480,284,2.2438,152629
-120.91,37.77,30,6414,888.6,2692,845,4.6999,317550
-118.09,33.81,39,1542,297.3,1156,288,3.3148,183118
-117.8,33.96,22,1984,319.0,787,274,4.1936,339557
-121.77,37.47,7,4626,606.7,1406,604,3.5803,169001
-117.92,34.16,12,1885,561.3,1289,459,1.402,52074
-121.12,37.79,38,755,192.0,417,193,2.4983,148296
-119.42,33.93,37,992,269.5,578,235,3.5404,349325
-119.5,37.76,46,3781,707.0,1189,682,3.02,162449
-118.06,33.7,52,2456,550.0,1867,590,3.5789,240593
-121.87,37.76,34,3466,711.2,1412,540,3.2108,167253
-119.09,34.01,48,3041,510.5,1826,578,4.9435,230976
-117.08,33.59,21,3544,1098.3,2033,1006,4.9262,187753
-121.44,36.72,30,1956,423.9,894,362,3.9914,245901
-117.86,33.95,37,878,183.3,964,217,3.7172,166585
-118.2,34.02,52,587,154.3,56,142,2.6013,227502
-121.37,37.36,26,2196,436.9,1106,404,5.6879,388111
-117.85,33.75,47,3071,556.7,2454,547,1.8963,161036
-119.2,37.46,16,1241,338.8,520,245,1.1633,31974
-122.12,34.99,37,324,40.9,655,75,4.5301,141298
-119.91,36.59,9,3209,826.0,1700,708,1.4308,55575
-117.65,33.68,16,1848,379.4,788,341,2.6408,201921
-122.14,38.67,26,1302,325.6,496,264,2.4213,117773
-122.7,38.66,37,839,263.0,739,245,2.2762,304634
-117.81,33.92,9,9296,2420.5,4345,1771,3.0028,92216
-121.22,37.7,6,2606,517.1,1395,430,2.2228,130102
-122.24,38.71,20,4191,711.7,1334,674,4.3474,340683
-117.84,33.84,21,2425,513.1,1087,494,3.4089,168762
-121.4,37.56,18,2612,983.5,1876,811,0.9514,71118
-122.17,37.83,34,557,140.8,461,106,2.4997,67553
-117.09,33.61,22,2119,554.3,1369,520,4.3669,196972
-122.16,37.66,52,1607,299.9,1089,347,3.2568,147814
-122.45,37.71,34,1349,413.2,982,323,4.0144,321824
-118.0,34.06,30,2670,574.2,1097,514,4.7165,224417
-118.12,34.08,52,1256,259.9,705,244,1.2926,62145
-118.27,34.1,17,1781,337.8,775,291,3.3566,219420
-117.72,33.99,31,1346,355.9,834,321,3.7163,183474
-118.3,33.9,40,1094,304.9,766,230,2.3132,152682
-118.16,34.13,20,4072,401.0,1108,338,4.919,220266
-117.9,33.77,46,1787,347.7,838,299,4.5375,345178
-118.31,33.79,39,2751,484.8,1439,401,3.1877,182837
-120.48,37.34,14,2268,409.2,1303,448,7.5982,174829
-118.67,34.06,32,2723,552.6,1475,609,5.4244,330981
-118.47,36.95,35,1473,200.9,402,177,2.6164,105206
-121.17,37.77,10,862,161.5,614,188,2.4703,110073
-122.17,37.7,41,2707,437.9,1418,368,4.1039,137697
-121.95,36.58,42,2506,438.6,1376,444,4.4913,500001
-121.98,37.74,25,1864,387.9,943,332,3.5421,262042
-117.8,33.89,16,2825,721.2,2491,736,2.2827,105115
-117.94,34.04,6,4606,1094.0,1923,819,2.5428,89997
-122.36,38.6,18,2348,414.3,1192,362,4.2247,196197
-117.9,34.28,3,4109,667.9,1068,582,7.4531,207308
-118.32,34.12,35,3137,681.0,1879,746,3.222,258205
-121.96,38.57,35,1417,161.7,547,121,4.6978,237139
-118.35,34.12,34,2314,287.6,1001,305,5.6574,340923
-119.24,37.33,52,1210,141.9,440,95,4.8996,307956
-118.0,34.01,17,6546,1584.9,3732,1436,3.3652,196897
-121.64,38.23,27,2796,498.2,1460,386,1.9912,69328
-122.3,40.44,6,3522,987.4,2268,836,1.5995,75732
-121.94,37.67,40,1521,321.3,795,275,4.7342,415793
-120.53,36.17,28,2963,480.2,1345,465,5.8927,103851
-118.21,34.11,41,1288,249.8,990,215,5.0844,500001
-118.16,34.17,8,2053,510.1,1404,460,2.8122,145402
-120.3,36.64,29,1185,273.4,1188,340,1.6766,113098
-118.02,33.9,16,1298,251.2,820,239,3.2027,91190
-118.24,34.74,14,3317,439.4,1110,430,3.973,112107
-117.17,32.94,17,3644,1250.6,2436,1158,4.3559,335557
-120.11,34.18,14,5885,1139.5,4414,1305,3.5031,123282
-118.21,33.96,36,1336,235.6,690,251,4.9442,408226
-122.25,37.69,33,8672,1835.2,2690,1528,4.5107,271278
-118.07,33.96,24,4680,622.7,1446,517,4.558,158116
-118.16,34.24,37,907,204.8,667,206,4.2064,139391
-118.36,34.09,33,1084,181.0,421,145,7.2464,500001
-119.73,36.67,9,2698,544.2,1945,559,4.098,186443
-118.29,33.89,28,5664,1356.5,3640,1298,4.6062,221259
-122.45,38.49,40,1950,481.8,1277,461,4.3237,403703
-119.09,34.08,19,2380,443.6,1939,397,3.8136,117092
-118.38,34.37,21,3103,588.6,1491,519,4.6491,218713
-117.1,33.82,30,292,24.8,325,22,3.5725,84493
-118.14,34.18,10,1794,258.1,865,202,3.9813,141239
-116.84,32.84,42,1972,452.7,1142,403,4.1792,240030
-118.25,34.0,25,9209,1597.0,6890,1513,5.2412,278056
-121.02,37.6,9,4098,938.5,2331,1007,3.2438,148448
-118.24,34.29,33,1673,284.7,989,259,2.6007,78002
-118.43,34.07,16,1928,375.4,1189,372,2.8612,161101
-118.26,34.03,18,1658,305.8,1604,304,3.8882,116585
-121.31,36.19,43,2191,434.8,1348,456,2.8146,216198
-121.84,37.95,37,2225,429.3,974,385,4.3383,160915
-118.44,33.92,38,1123,164.0,697,180,4.4997,231393
-116.37,32.67,23,3332,705.3,2590,716,4.4757,241774
-118.04,33.97,32,1783,426.4,769,397,4.5897,362745
-119.14,36.83,16,4015,604.1,1986,617,5.4215,178119
-117.95,33.14,44,2076,535.3,1465,618,2.3836,273550
-122.02,37.73,41,2491,795.6,1525,811,2.0577,134004
-122.47,38.75,23,3644,616.8,1427,584,8.1274,256612
-117.72,33.97,20,3273,623.1,3448,646,3.154,94865
-122.51,38.63,36,4485,969.2,2069,892,3.9811,215804
-118.01,34.28,17,4547,1165.6,2985,1051,2.8553,104377
-117.0,32.75,43,4134,793.2,3103,813,3.862,208442
-122.47,39.09,49,927,258.4,599,214,3.1367,310292
-121.93,37.78,12,2792,600.1,2479,724,5.6437,202302
-119.91,34.04,25,1088,259.9,562,210,3.3333,146764
-118.27,34.14,22,1541,241.6,872,246,5.2059,177498
-119.76,37.73,16,2042,476.5,1271,365,1.2095,47319
-117.83,33.98,33,2717,454.9,1526,408,5.1563,162697
-118.28,33.8,16,5798,1330.2,2077,1308,3.4811,281630
-121.24,34.61,48,4185,868.9,3492,874,3.5321,225560
-122.2,38.43,38,1614,226.0,779,182,3.2592,132854
-121.91,37.77,26,744,181.5,618,211,2.6485,131029
-122.41,40.38,45,1444,289.3,180,255,3.9403,275622
-121.03,36.19,15,4291,1167.7,3633,1133,2.646,100528
-121.82,37.79,24,6045,1564.8,2567,1102,2.3045,190578
-121.36,37.67,19,2858,629.4,2012,713,4.8315,186004
-119.34,34.08,30,2275,426.0,1034,437,6.5354,482478
-122.28,38.43,25,4713,586.4,1472,515,5.1584,294628
-123.41,40.19,44,2859,488.9,1068,468,4.5949,277996
-124.35,41.67,27,3336,451.6,958,417,4.471,332928
-120.97,38.05,15,1756,422.7,863,426,3.1517,123466
-119.43,38.44,26,2066,405.7,1372,338,2.0515,30567
-121.38,37.79,45,2172,501.2,780,403,4.5368,217218
-119.29,34.13,18,2040,356.5,1346,372,6.3045,176553
-117.29,33.75,52,1427,222.8,1013,236,1.7841,88901
-118.31,36.35,1,12593,1703.9,8814,1348,4.9746,143366
-121.08,34.64,27,1914,296.5,1176,276,6.5488,149635
-119.53,34.83,30,3586,674.9,1557,601,5.6009,190895
-122.12,35.65,52,464,37.9,112,25,9.7097,500001
-118.28,33.81,37,641,140.8,319,126,5.3005,224534
-122.19,38.14,39,3917,675.1,1171,595,3.4024,147718
-117.18,33.78,15,2526,507.3,1460,452,1.6919,56854
-121.38,37.47,15,2957,523.5,1162,422,4.9235,249892
-117.92,34.01,35,2323,330.0,957,274,7.4485,260227
-117.26,32.96,30,2580,496.4,1498,553,3.199,75058
-117.09,32.83,44,2475,496.9,1551,435,3.642,245084
-121.92,37.54,36,4102,793.4,1739,718,5.8279,266156
-120.37,34.32,29,2484,624.8,861,542,2.5802,250025
-117.28,33.91,26,3297,542.6,1523,589,3.3029,153642
-120.9,36.67,36,1674,345.5,822,268,3.5252,211859
-117.19,33.61,10,1992,460.0,1198,432,3.0011,280162
-117.04,32.75,42,2171,462.4,1019,485,5.9679,244829
-117.19,33.64,17,1470,385.0,1109,334,1.8869,83658
-121.33,37.66,33,1369,184.3,325,181,3.7283,178543
-122.55,39.28,52,368,116.8,347,139,2.2306,157941
-118.34,34.46,15,2840,671.4,2248,688,1.8191,54757
-118.21,33.9,43,1539,409.7,1835,430,2.2882,209848
-117.63,34.09,24,1469,312.7,716,285,2.0673,120056
-118.0,33.98,28,1944,526.8,1764,525,1.6224,61710
-118.28,34.01,37,1570,392.2,1064,413,1.3061,89752
-116.45,32.54,45,2372,673.8,1640,716,5.128,500001
-122.21,38.61,15,2363,560.2,1777,527,3.1305,72526
-121.22,37.97,43,2254,444.6,1443,434,2.8863,125230
-121.92,37.95,14,4084,621.1,1401,423,4.1667,157966
-117.9,34.11,7,5569,914.2,2297,807,3.4967,86438
-118.28,34.49,10,2773,479.0,1776,493,6.4644,127865
-117.69,33.85,16,3310,976.8,3670,1069,1.6148,99203
-118.25,35.65,21,2237,396.4,1325,379,3.6688,106328
-118.44,34.03,35,1489,364.7,1569,418,1.9379,109306
-122.47,38.66,9,1565,393.2,1201,329,2.1941,120612
-118.22,33.8,37,1469,406.8,980,395,2.9492,292846
-121.91,37.93,44,4440,1352.0,2181,1220,3.1756,256282
-117.96,34.0,18,2714,660.3,1831,551,1.9185,78266
-119.69,36.61,15,4114,516.7,1802,541,7.5907,89582
-122.32,38.11,35,1920,321.6,1297,351,3.6142,121685
-118.42,37.36,25,2094,429.7,1146,393,2.0516,154773
-118.05,36.58,28,1695,289.9,760,237,6.4011,190306
-117.93,34.07,39,8528,1544.1,3262,1369,4.4958,229524
-120.1,34.22,20,2909,464.3,832,409,8.7214,500001
-118.54,35.68,8,2111,597.0,1897,532,4.0229,135879
-121.96,38.54,43,1089,235.4,531,230,4.5854,241483
-119.18,34.04,44,780,176.1,739,214,4.7615,374887
-118.36,34.24,29,2706,613.7,1580,596,2.3841,119432
-118.31,37.51,30,1762,347.7,1126,335,3.3136,140382
-122.26,38.52,36,2879,472.4,1702,465,7.5949,500001
-121.62,34.31,43,1131,315.6,935,271,3.3185,236423
-118.21,36.44,20,3295,576.3,1339,502,3.0099,143854
-122.31,38.73,17,2990,444.8,1423,477,4.7429,316157
-119.31,36.81,15,3271,564.0,1276,591,3.1153,148863
-117.99,33.99,6,4551,642.9,1657,571,2.1138,80323
-118.02,33.94,32,9096,2486.8,4762,2928,2.7284,235511
-122.45,38.83,29,2183,463.0,1247,400,2.5338,126603
-122.37,38.89,52,1609,296.6,318,211,3.9154,338891
-119.77,34.06,21,1900,255.2,776,273,4.1074,180190
-122.71,38.73,33,3685,779.8,1358,690,3.6956,257023
-119.65,36.88,31,3255,662.0,2797,726,5.1703,290633
-121.76,38.11,42,2,1.0,142,1,1.4266,82720
-117.04,33.55,7,2003,450.4,1131,453,4.3396,370171
-117.71,33.92,20,5428,1038.1,1884,880,3.8027,132760
-117.9,33.88,34,1300,272.8,956,263,2.8162,291131
-118.26,34.26,36,1931,446.4,877,447,4.6052,273833
-118.49,34.02,47,1490,362.0,628,343,3.3352,275656
-122.36,38.77,19,2283,526.2,1245,587,2.2393,141763
-118.2,33.9,33,1921,418.5,1282,460,4.1355,321899
-117.13,32.73,28,2396,360.6,1189,282,6.933,189366
-122.26,38.54,9,13680,2325.8,4391,2420,4.3857,224540
-119.4,34.2,36,2600,404.1,944,352,5.1327,291646
-116.53,32.78,21,1574,422.3,1084,399,2.5238,165001
-118.16,34.09,27,2263,498.1,775,418,4.8225,225752
-122.74,38.56,37,1358,285.7,760,264,2.7511,200640
-118.42,34.17,41,1986,360.7,932,340,4.1164,350531
-117.05,32.85,15,2087,472.3,1588,437,2.3048,133962
-118.06,34.14,16,2967,418.1,1220,421,8.4234,311292
-119.89,34.08,37,2859,715.2,1855,615,3.78,500001
-120.05,34.19,28,2266,411.7,1409,427,3.8909,201462
-122.43,38.73,13,2384,419.9,1279,391,3.9646,265121
-122.45,38.67,43,1191,252.6,373,171,4.0896,197592
-122.29,37.98,41,2444,609.4,1262,519,3.2306,312763
-120.92,37.69,21,8555,913.6,4373,801,7.1319,215495
-121.16,34.49,18,3789,821.7,1899,755,2.9778,174954
-117.85,33.72,37,1515,232.9,1005,209,3.8912,247184
-121.93,38.08,20,2190,648.8,1925,623,1.4554,77715
-117.07,33.94,13,6135,775.3,2703,770,6.2955,124189
-118.36,33.86,26,2443,511.9,3185,547,3.597,130125
-122.62,40.22,41,564,51.2,137,77,2.7493,163759
-118.37,34.11,20,2790,515.5,1282,464,6.1206,329225
-118.42,37.44,19,5280,837.1,2556,768,3.6995,100871
-120.33,34.26,37,1229,295.5,1482,276,1.0187,47541
-117.97,33.82,38,3212,620.3,2136,489,4.6029,290054
-119.1,37.45,45,4499,1581.9,2932,1327,1.8275,51664
-118.0,36.75,28,692,107.4,213,122,3.9851,175177
-118.24,33.9,18,3890,779.7,1227,708,8.1819,500001
-120.53,37.79,21,1567,229.4,589,259,6.9291,261634
-118.51,37.27,27,964,225.6,638,213,3.0055,96606
-118.36,33.9,20,2297,525.7,1291,509,5.592,500001
-120.3,34.3,32,2342,527.0,1668,506,4.0168,230868
-117.29,33.67,30,2460,651.2,1590,538,1.3783,131336
-118.04,34.49,23,2212,470.0,1039,392,3.2243,190353
-118.07,33.91,35,2187,402.2,829,331,6.3962,373069
-121.62,37.57,38,1371,243.9,326,237,5.4538,395641
-118.11,33.62,36,2704,559.6,830,463,4.6475,500001
-119.13,34.17,23,3518,820.2,1850,714,1.4818,52884
-121.98,37.69,18,1032,219.1,598,244,3.2964,159664
-121.84,39.04,31,1107,113.3,191,73,2.4307,69749
-122.11,36.88,44,564,23.2,364,74,6.7625,463290
-118.02,36.88,9,2097,383.7,1048,346,3.0264,90356
-116.92,32.86,36,2658,607.2,1488,593,1.6355,176428
-118.02,33.98,27,2437,593.6,1662,639,5.2638,420838
-122.41,38.25,46,5902,918.9,2829,1073,4.765,188227
-116.94,32.69,17,3043,634.9,1375,658,5.4413,475027
-118.64,34.35,47,1186,239.1,777,259,4.525,172770
-122.16,37.64,45,2783,591.5,1604,484,3.6419,127642
-117.9,33.85,32,1846,380.5,785,334,3.7363,227714
-118.12,34.09,31,1422,224.4,478,172,5.715,346640
-121.94,36.75,14,2150,461.1,910,454,5.1119,500001
-121.94,37.97,14,3918,1068.1,3572,972,1.6526,73601
-117.1,32.74,12,920,221.2,311,216,8.0052,476839
-116.17,32.7,17,1903,542.4,1669,423,1.0185,41030
-121.57,34.35,23,1595,258.0,1407,328,9.631,500001
-118.9,35.03,16,2821,450.3,848,366,6.8094,310702
-118.08,34.0,15,3483,706.1,2763,818,3.3294,163908
-122.03,37.45,25,3096,535.0,2264,587,4.0202,283375
-121.87,37.34,52,539,123.3,307,99,4.4951,359984
-118.01,33.97,36,337,76.1,277,60,3.3144,359384
-118.39,34.46,31,992,128.0,185,108,2.3862,149384
-119.67,37.16,11,7921,1369.2,1774,1241,3.2222,113297
-122.23,37.94,40,2466,874.0,1468,717,1.1806,70921
-117.41,33.68,35,2042,339.3,833,260,4.1589,204869
-120.41,37.65,10,2878,453.5,1422,400,5.4827,220544
-118.25,34.13,32,2410,545.3,1274,446,2.8776,178571
-118.14,36.34,16,1057,196.7,477,146,2.1257,68591
-118.88,34.07,16,3333,728.3,1489,633,4.8919,317079
-117.1,32.75,11,4746,1042.9,2230,1054,3.848,290071
-119.54,34.16,26,4487,801.5,3441,840,3.9275,140252
-118.01,34.0,26,2315,464.2,919,432,7.4487,500001
-118.39,34.13,31,1494,332.5,989,286,2.6303,185349
-117.84,33.61,46,1475,317.3,870,247,3.865,133876
-117.9,33.65,46,1983,475.3,1025,367,2.2055,184157
-118.18,33.91,49,1606,241.4,841,225,6.3615,344005
-118.36,34.11,44,935,238.6,649,197,2.6291,106426
-116.86,33.04,6,2474,577.5,2056,598,5.3827,198156
-117.24,32.91,42,1632,340.5,1432,394,3.3778,500001
-117.27,33.6,4,4407,786.2,1794,653,5.323,363028
-122.09,37.83,28,1390,303.5,1299,340,3.0309,124859
-118.44,33.92,34,1974,448.4,1538,481,3.5209,200376
-121.68,36.72,24,2255,346.8,1169,346,3.9247,151858
-117.89,34.05,52,1757,325.9,763,312,4.3897,363448
-122.01,37.8,15,3280,506.3,2111,482,5.3972,201927
-118.44,33.91,34,1279,241.3,841,319,10.473,500001
-118.22,34.02,16,3390,610.1,2837,798,9.5838,318343
-121.32,34.25,42,1122,206.1,432,171,7.6468,189194
-118.13,33.89,52,2066,350.2,885,315,6.3008,500001
-118.36,34.13,43,1733,404.6,1103,359,4.4228,194511
-116.95,33.61,24,1022,340.9,918,344,3.0977,96261
-118.23,34.02,34,2557,368.6,1065,361,3.6475,136799
-118.38,35.46,24,1502,253.4,671,215,4.8161,199900
-121.72,37.66,52,1917,420.8,1302,464,1.574,92749
-121.65,36.93,52,1761,468.0,1229,587,1.288,107247
-121.12,36.71,43,1823,434.2,1455,441,3.5546,176634
-121.71,36.59,34,1215,191.7,753,171,5.2475,220927
-121.53,37.85,40,1908,519.3,769,481,1.8063,120723
-118.24,33.97,31,1725,342.2,1689,308,2.9384,149673
-122.19,37.94,36,2361,554.5,1810,539,2.7912,91852
-118.72,34.01,34,3327,729.5,1904,768,5.7207,295403
-117.33,33.32,23,3592,760.5,1967,722,6.1374,348963
-117.97,34.05,52,2918,702.1,2062,691,2.2104,128405
-118.47,34.13,24,2260,429.2,1116,398,5.5458,368011
-117.71,34.03,14,2558,550.2,1599,544,4.7794,152315
-118.31,33.93,38,617,179.1,785,212,2.0741,99669
-118.06,33.97,5,10086,1789.9,2529,1439,11.1559,477339
-119.44,34.18,40,2141,512.8,1058,497,2.1145,192477
-121.93,37.71,10,3087,591.4,1013,595,5.8396,218033
-122.11,37.79,23,2246,281.4,1418,283,8.3079,256179
-116.11,32.76,37,3403,730.1,1989,662,3.3477,159887
-118.23,33.95,25,3188,639.9,1936,658,5.4287,357850
-119.83,34.16,48,1090,245.1,1054,240,2.6303,157272
-122.56,38.38,52,2018,480.1,1262,390,1.8936,63265
-118.04,37.43,5,5970,1512.7,3178,1052,1.5825,33676
-119.23,36.29,40,1589,279.2,660,254,4.4539,356377
-116.85,32.78,13,6142,2683.7,3512,2009,2.1266,145326
-121.77,34.6,43,1716,452.7,1304,484,3.0654,306747
-121.86,37.82,42,3437,638.4,1925,720,2.0872,99484
-118.09,33.95,19,3163,569.4,1606,460,3.5155,173792
-119.03,34.53,34,3615,680.2,1763,641,3.3237,136827
-117.87,33.67,40,1720,340.3,1074,355,2.8377,176785
-121.1,35.07,7,5889,1366.2,2067,1101,2.7336,154015
-121.69,38.12,9,994,189.6,471,226,2.8165,186499
-118.14,36.06,26,632,100.5,464,83,6.5832,99312
-121.68,37.73,29,1614,451.7,1075,457,2.016,179324
-118.31,33.87,17,5729,1061.5,4022,1178,3.2677,131491
-119.12,35.5,18,3254,610.6,1328,559,3.3903,98461
-117.1,32.66,12,5444,1146.9,2463,1290,4.8025,339856
-118.48,36.48,36,3894,686.5,1770,619,2.3083,99204
-118.25,34.1,47,1756,300.2,772,260,3.2067,158228
-117.95,34.07,14,3288,646.3,1535,543,2.7432,91264
-117.67,33.98,36,137,114.1,347,121,1.7019,97322
-117.21,33.87,13,1735,401.5,1106,340,2.6175,78042
-118.09,37.12,10,3289,712.4,1623,599,2.3407,53374
-122.67,38.66,27,3477,517.6,1276,546,7.9646,500001
-117.47,34.31,16,3071,600.9,1473,484,4.7908,153097
-117.11,33.66,14,2665,632.2,1691,480,2.805,100573
-121.06,34.15,52,2402,418.1,1116,456,2.7937,380590
-118.23,34.15,24,2822,891.4,1949,740,1.6485,148538
-118.28,34.14,19,5735,1118.8,2058,777,2.3835,141238
-122.02,34.29,25,2330,521.0,685,433,6.4863,408801
-121.52,37.59,16,1584,313.5,908,316,3.7264,168594
-118.3,33.99,7,2102,377.1,880,305,6.9419,233723
-120.89,37.54,34,1280,217.7,625,185,3.5308,105646
-118.2,33.83,31,2643,572.1,3125,605,3.5521,185622
-116.96,33.53,49,996,250.1,701,200,2.5211,81314
-117.65,33.78,9,2247,461.8,2027,509,3.7104,211504
-118.35,34.01,37,3128,1380.1,2799,1146,2.4395,263658
-117.09,33.72,6,3082,841.0,3351,749,2.1061,100735
-121.04,36.74,43,3018,781.9,2057,662,2.3515,103442
-121.32,37.67,31,8362,1605.7,3977,1467,4.436,384675
-118.35,37.38,21,3956,754.8,1821,555,1.5276,59949
-117.96,33.93,16,1545,380.9,755,364,4.1411,390237
-116.07,32.63,24,5564,1096.4,1767,811,4.7966,171054
-116.89,33.57,10,1710,373.6,918,329,3.8161,132209
-117.17,33.81,38,802,106.8,416,149,6.0742,327057
-117.27,32.95,13,7026,1127.5,2335,1058,5.4563,287633
-118.25,34.11,8,2364,545.4,1157,464,3.0102,59667
-118.4,34.08,38,2186,378.2,1242,361,3.3068,99325
-118.19,34.03,21,941,280.8,660,264,2.9744,100417
-118.01,33.92,26,562,221.1,577,197,1.8001,104233
-118.05,33.96,35,1011,114.2,312,96,3.5903,156944
-120.1,34.02,45,1609,266.1,486,303,5.3962,206578
-122.39,38.56,20,2131,413.8,1062,390,3.5391,298005
-120.86,37.73,29,3354,753.1,2518,993,2.8508,165101
-116.97,32.9,2,3087,568.3,1661,489,10.0902,500001
-122.48,38.17,48,976,187.8,375,217,4.1309,461105
-121.53,37.8,23,2455,446.3,1110,411,4.0849,227533
-122.07,37.14,52,5155,1298.7,4432,1262,3.7402,322489
-118.35,34.02,11,6808,1612.2,2821,1405,3.6167,309649
-118.13,35.17,24,2005,416.8,2338,471,2.4784,117511
-119.84,37.13,42,2,1.0,3,1,3.4523,186247
-118.02,34.21,17,1872,347.2,760,313,2.2799,144308
-118.29,34.58,48,2,22.5,11,20,3.5413,201524
-118.37,34.13,42,1780,529.0,1080,569,1.5411,149794
-118.41,34.07,14,5036,948.5,3299,1168,5.6406,421706
-120.93,37.86,45,2077,405.4,1061,390,3.3806,152953
-120.22,36.28,31,4207,657.0,1074,479,5.4878,312620
-117.33,34.18,16,4062,697.8,2583,699,1.9894,67296
-118.13,34.08,22,5587,1484.5,3910,1219,2.2655,160134
-117.05,33.72,19,2499,679.3,1148,486,3.4596,171836
-122.05,37.75,26,2981,560.8,1648,638,4.3888,227335
-121.31,36.77,30,3817,902.0,1412,931,3.2661,203769
-119.47,37.92,32,2101,373.8,1049,438,4.4879,149988
-120.75,37.53,41,760,205.3,698,240,1.6175,210443
-121.03,36.3,24,3237,516.2,2427,524,4.5493,128346
-121.36,34.09,36,2041,285.0,875,296,12.1714,464810
-122.58,38.88,52,1130,212.0,827,219,2.7523,117342
-118.39,34.17,32,2191,319.2,1170,281,4.1389,245142
-118.08,34.43,16,1763,467.1,1172,514,1.658,107726
-118.05,34.17,33,2758,582.5,1938,542,3.689,280065
-121.8,37.88,34,1104,247.0,851,265,2.0431,107555
-118.16,34.19,26,1562,418.6,768,339,3.1494,178180
-118.36,34.03,43,2404,764.2,2049,626,2.1045,151531
-119.4,34.51,32,1372,190.9,725,228,5.7945,282371
-121.91,38.01,6,15969,1943.6,6315,1697,4.7424,148129
