longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.42,38.77,36,2313,548.5,1063,428,1.6998,78505
-120.65,37.34,18,5581,1051.8,2082,1046,3.7338,156477
-117.2,33.7,52,455,62.9,324,101,3.0918,165703
-121.47,37.11,38,1108,136.0,562,135,6.3729,392852
-122.16,37.87,38,2906,799.9,2118,830,3.4184,420646
-123.41,41.48,28,34,28.7,26,30,4.8906,115935
-118.04,34.02,22,1226,279.3,434,223,2.4523,140552
-122.12,37.8,35,11216,1197.6,4214,1325,6.4909,221662
-117.25,33.7,32,1235,278.7,995,290,2.5835,175103
-118.2,33.94,13,7466,1634.4,8015,2256,3.6063,212534
-118.8,34.04,52,2007,506.8,929,447,1.6926,160235
-120.49,34.18,25,5345,1246.6,2878,1002,4.1026,142512
-122.36,39.42,47,13,33.8,422,43,1.9734,62219
-118.11,33.83,36,6822,1376.0,2905,1067,4.3262,195307
-122.29,37.65,14,2553,698.6,2182,750,2.3495,172260
-120.53,38.08,10,1055,134.7,539,109,2.9497,46158
-121.92,38.0,6,2364,463.4,1431,417,3.1025,169257
-120.8,37.76,52,1294,213.3,747,249,2.4928,159379
-122.69,40.59,17,770,128.8,635,137,2.9847,146249
-118.21,33.97,30,7214,1364.4,3536,1645,2.6714,230113
-118.26,34.05,43,836,179.0,296,139,2.6891,223514
-118.27,33.94,33,2,1.0,3,1,2.8316,415291
-122.55,39.47,52,1039,232.6,545,232,2.6847,120451
-118.44,38.33,35,861,229.7,142,150,1.9019,91904
-118.5,34.14,32,2487,655.7,1721,587,1.8533,97351
-122.3,38.16,22,2865,448.5,2225,463,8.6135,225013
-118.34,34.06,43,1960,303.0,1030,325,3.6802,186707
-117.27,33.58,34,526,298.9,743,253,1.1024,41227
-118.16,34.18,52,1417,321.4,896,287,1.9956,91070
-122.04,37.87,42,430,108.4,459,121,3.3009,208951
-118.18,33.78,42,1366,281.5,908,278,2.6869,248500
-122.06,37.72,43,1009,317.4,585,271,2.3579,97825
-122.42,40.37,26,3240,747.7,1744,669,1.6865,124902
-121.23,36.45,4,10763,1708.2,3180,1854,3.0677,106575
-122.34,38.61,31,2240,549.7,1348,517,1.2047,83520
-122.14,38.05,36,2827,1060.1,3411,1199,1.2644,221270
-118.22,37.55,31,2,67.6,231,48,1.8845,67828
-118.18,33.98,29,1654,311.0,929,319,2.6955,129620
-119.55,37.6,30,981,236.8,708,246,2.0961,106691
-118.35,34.18,29,8140,2815.6,7777,2778,2.5243,152490
-118.94,34.17,10,587,109.7,266,77,6.2222,199043
-122.27,38.78,24,1497,292.1,980,286,2.9891,110671
-118.31,34.02,9,3410,564.0,1743,471,6.4247,201415
-120.55,34.18,46,2148,348.3,1912,356,2.9626,165400
-117.27,33.73,31,2261,425.6,1255,445,6.6479,391255
-117.57,33.91,19,3933,591.2,1611,654,4.711,206748
-121.86,36.61,37,2175,589.9,928,533,3.7457,257936
-117.92,33.61,15,1043,200.4,695,208,3.7663,358438
-118.37,33.85,52,3569,922.0,2453,911,2.2012,226787
-118.43,34.42,20,758,235.9,554,205,2.93,216612
-121.89,37.91,36,2385,519.9,1512,499,3.7605,182398
-117.1,33.82,39,170,43.1,533,32,4.7377,163271
-118.69,34.12,32,2080,354.4,735,282,7.235,474208
-118.2,33.89,37,5247,940.1,2347,926,2.8416,325767
-117.85,34.0,26,1033,267.1,654,269,2.4631,285593
-121.84,37.33,20,12646,1553.6,6996,1137,4.8016,144285
-118.29,37.07,14,2444,494.0,1425,426,2.8626,69914
-117.77,33.89,20,1637,341.6,906,356,3.1312,110743
-119.36,34.01,46,3796,1208.5,1375,892,4.225,476769
-121.98,37.85,37,1682,302.4,637,298,5.8809,500001
-118.29,34.04,14,2449,504.9,1437,455,6.6326,500001
-117.21,33.5,32,1600,327.0,1326,308,3.1656,136806
-121.0,37.69,25,2209,552.8,1377,602,1.6245,161499
-117.92,34.03,15,3429,500.9,1701,448,6.3603,130054
-121.18,36.17,34,1756,396.3,832,413,4.6333,222016
-117.18,33.62,36,1830,418.2,2227,476,5.0594,292824
-120.57,36.47,34,840,185.2,782,232,2.2953,186345
-120.94,33.94,30,3916,665.1,2022,621,5.3514,500001
-116.66,32.7,16,3374,719.0,2438,830,5.828,256285
-118.17,34.04,30,3025,534.0,3428,595,3.6881,157280
-117.26,33.01,31,917,180.4,704,167,3.8287,160574
-117.71,33.27,18,1688,400.5,967,373,5.6504,304867
-117.13,32.67,16,2486,382.8,1510,408,7.9505,247075
-119.56,35.5,19,1987,358.9,909,387,2.8436,88756
-116.29,33.22,35,853,148.8,344,123,3.6435,76924
-120.81,36.13,26,2293,477.0,2293,463,3.3726,118284
-116.79,32.73,15,1696,345.0,1304,324,3.9752,194769
-118.18,33.83,38,1900,528.9,1386,500,3.7956,236470
-115.76,32.56,23,1347,189.8,616,175,4.3546,108386
-117.21,33.0,19,3161,638.5,1394,580,4.8312,188059
-118.02,33.87,48,3100,749.3,2077,663,1.6074,64777
-122.28,38.79,36,1801,366.3,966,341,3.8872,224655
-118.16,33.93,21,2603,431.0,1038,362,4.0574,123674
-121.26,37.17,30,1368,372.9,1099,345,2.8968,186748
-118.22,34.16,24,2018,284.8,1075,301,6.9604,156204
-117.23,33.96,31,2301,483.5,1029,429,3.4048,206516
-117.14,33.52,31,2219,690.8,1463,509,1.7595,151711
-122.52,38.78,14,3296,993.7,1377,829,4.0869,500001
-116.98,32.94,39,3216,714.9,1389,672,5.6922,205868
-118.14,33.97,34,1579,366.8,1223,343,2.5041,119416
-117.24,33.97,5,3528,697.0,1552,645,3.7197,230580
-118.22,33.94,30,1561,460.5,1221,469,1.5379,114501
-121.38,34.49,33,2001,336.8,1026,356,6.8887,319752
-118.37,34.0,14,2520,442.8,785,406,5.4919,363842
-118.13,36.98,25,1907,365.9,1079,304,1.5212,61500
-119.32,35.34,15,6585,751.3,2452,665,4.5278,428232
-121.25,37.42,41,3107,870.9,1602,898,2.1098,167895
-118.52,35.01,16,2789,622.5,1340,518,3.2207,147744
-117.26,33.77,37,2022,472.6,2056,516,1.9716,65932
-122.24,37.69,33,3608,639.3,2322,558,4.0186,216795
-118.4,35.6,36,2323,411.8,1405,379,2.869,147827
-121.44,34.61,36,1552,309.1,957,340,4.5544,246597
-118.26,34.2,47,1517,266.9,340,237,4.1156,224266
-122.75,40.74,17,2993,829.0,1279,765,2.2412,146105
-118.11,33.86,35,2142,421.9,1129,388,2.5141,202002
-122.0,37.99,7,4195,528.8,2110,490,7.0979,264607
-121.03,37.8,13,1799,232.1,531,218,5.6157,196465
-118.41,34.39,27,2414,367.3,871,312,5.0823,269419
-119.72,34.19,24,2634,537.7,2245,609,2.1018,89051
-121.12,37.86,24,3742,871.2,2006,707,4.1314,92464
-120.92,34.28,18,3216,678.4,1547,654,5.9121,500001
-122.61,40.76,40,1716,248.8,941,269,5.3612,246257
-121.42,37.94,38,1751,332.6,834,370,4.6257,190097
-119.0,34.24,23,1599,267.1,651,250,5.966,225600
-121.38,35.3,16,2514,687.2,884,574,2.7147,225175
-122.04,38.53,30,1168,319.9,613,283,1.9542,151092
-118.48,37.75,35,959,376.3,767,317,1.3176,59394
-117.04,33.61,36,2058,461.8,1696,410,2.6373,123438
-118.42,37.85,17,1631,451.8,1718,460,1.8609,140085
-117.86,33.77,28,2855,382.4,2783,421,4.1326,160894
-122.73,40.17,52,2435,519.2,909,411,2.3745,167431
-118.23,33.96,15,843,118.1,764,156,7.2611,223726
-118.07,34.03,17,2993,941.8,2493,899,3.3413,126813
-118.22,34.02,10,1278,219.8,627,172,4.4067,212488
-121.84,38.41,38,791,120.9,673,129,3.5903,191808
-121.49,36.78,43,3053,855.3,2406,778,2.5805,157896
-118.38,37.53,20,3131,639.3,1395,534,4.0121,232277
-122.26,37.99,50,1739,330.7,1121,332,3.1259,93145
-122.12,38.44,37,1058,220.5,557,230,2.4612,123473
-118.02,33.98,4,9967,1913.9,5371,1154,3.3946,231793
-119.52,34.4,31,7335,1213.0,4754,1151,3.4472,164574
-122.11,37.61,33,1789,335.0,901,282,3.0359,196396
-121.94,37.69,15,9842,1777.3,4345,1526,2.4146,139404
-118.5,37.87,7,3404,514.7,1954,560,5.8276,130583
-118.7,36.47,31,2542,479.1,1032,416,6.4656,472294
-117.97,34.1,16,5941,814.1,2261,768,2.7651,86102
-118.28,33.66,18,2718,511.9,1084,502,11.5554,500001
-121.19,34.09,22,695,70.8,388,82,6.1829,391078
-117.78,33.62,20,5255,1214.8,3906,1139,3.9829,213729
-118.07,33.92,40,1338,282.1,459,199,4.4566,208704
-118.11,33.85,29,2797,578.7,1452,545,5.3873,307403
-118.33,34.26,24,874,177.6,216,108,3.0842,236086
-118.34,34.03,26,2282,397.9,2212,436,4.3773,224699
-122.45,38.8,37,1752,466.9,1030,422,2.6228,154353
-118.29,34.08,21,1192,247.1,732,193,3.7755,201085
-117.22,33.81,27,1302,309.3,715,257,2.5316,101424
-117.15,32.88,41,1464,396.8,1009,472,6.6641,432906
-122.33,40.18,27,1071,166.0,467,192,3.5624,146535
-120.52,37.39,30,2518,447.6,1269,343,5.1718,147613
-121.18,37.61,42,1911,328.1,974,364,2.6187,105548
-121.55,38.15,32,2635,622.6,1747,678,2.7795,115139
-118.0,33.91,8,2399,490.0,2028,511,3.9482,256963
-118.39,34.08,45,1429,428.2,855,382,2.2327,153676
-121.15,34.52,52,2040,487.8,2522,568,2.2402,166211
-117.51,32.75,48,7017,967.1,2166,819,6.6018,500001
-118.56,37.59,36,2756,549.3,1063,471,6.0705,95618
-117.89,33.88,52,1279,411.1,985,328,2.4004,218059
-122.01,37.67,10,5727,1164.0,3129,1182,3.2863,148441
-117.69,33.84,47,1117,221.2,811,268,4.6103,500001
-117.8,33.78,23,2394,477.1,1410,472,4.6243,500001
-117.17,33.77,31,1361,268.4,596,207,2.3184,261463
-117.33,33.8,43,2396,391.2,650,285,3.5626,122955
-118.37,34.57,13,8994,1207.9,3590,1060,6.2127,256096
-117.99,34.05,17,2767,500.3,977,453,3.0787,143642
-117.68,33.95,45,2129,495.2,1350,608,1.5778,62167
-122.3,37.87,11,5434,894.7,2332,944,3.4529,97192
-118.18,34.1,31,2340,355.9,1267,415,6.2786,133312
-117.81,33.81,25,2084,388.7,1089,314,1.8453,136330
-117.2,32.99,52,370,80.3,217,32,3.4274,205552
-117.12,33.7,37,1308,276.7,975,259,4.3573,170709
-122.18,38.62,52,785,156.5,292,144,4.6981,214485
-122.02,37.56,16,1519,229.5,533,200,4.9088,300432
-120.88,37.49,16,3598,966.1,1528,657,3.1258,160750
-117.67,33.89,31,424,92.2,200,71,5.0322,294365
-120.59,34.38,20,4618,1314.2,4896,1483,2.1239,90462
-118.52,37.28,4,8359,1834.7,3497,1106,4.0991,235663
-122.41,39.64,20,1572,426.9,530,339,2.3785,101216
-118.47,34.53,16,1732,323.3,841,305,3.0362,153161
-117.34,32.95,44,1142,154.1,599,143,5.1721,139979
-121.76,38.53,8,7214,745.0,1961,628,4.6961,123992
-117.42,32.93,52,419,130.0,249,129,1.9522,204997
-118.33,34.13,20,1102,208.4,785,197,4.0371,180466
-118.25,33.98,41,2169,789.0,2161,951,2.1412,333141
-122.42,38.88,29,1178,232.8,615,255,4.591,137867
-116.03,32.84,19,3185,684.6,1939,641,2.704,86221
-118.36,37.27,16,3204,571.6,1024,600,3.7602,172838
-121.84,37.41,52,311,159.3,341,157,1.3937,135487
-117.65,34.08,16,1297,245.1,611,255,3.9093,159096
-118.0,33.9,11,3155,722.3,1323,610,5.0481,129254
-117.12,33.01,11,5183,1279.1,3238,1188,1.832,152175
-121.62,36.89,49,733,256.2,718,278,1.565,181657
-118.2,34.04,16,2457,339.0,818,309,5.2185,285069
-118.41,35.28,45,3531,884.8,1820,943,0.5684,54484
-117.18,32.85,49,1586,298.1,1079,341,5.4896,341787
-123.16,39.64,52,910,268.9,350,268,1.2953,96549
-121.64,34.17,39,1716,321.4,569,266,2.8161,328589
-122.41,38.7,40,330,76.7,105,51,2.1037,204169
-122.8,39.47,40,4972,780.6,2739,823,8.3087,386493
-117.99,34.06,31,1108,177.1,439,170,3.4722,90693
-118.3,34.08,10,2557,465.4,1527,383,4.0818,169319
-122.27,38.75,32,1363,262.9,593,240,5.1447,121907
-120.51,34.16,37,2168,602.3,1416,623,3.5827,262553
-118.21,33.89,42,1557,300.3,787,300,3.4633,159766
-121.81,34.24,27,1430,326.4,791,308,1.5634,117950
-119.66,37.43,39,304,236.6,441,198,0.7521,89045
-121.86,38.52,20,2001,621.8,1298,494,1.5801,95633
-118.94,34.18,52,1312,309.4,500,284,2.0851,243546
-118.42,33.9,31,12470,2913.3,6934,2603,4.5636,385118
-119.73,34.06,35,1544,354.4,787,335,8.3859,500001
-118.21,36.74,16,1394,380.9,719,370,1.3323,82957
-122.16,37.71,47,3512,607.6,2248,597,4.1602,183774
-121.5,36.59,14,1983,338.3,1647,397,3.8601,156531
-118.28,34.09,18,3783,674.6,2191,743,4.8018,195353
-117.83,34.05,46,3452,652.5,1066,539,2.9061,175185
-119.26,34.02,49,1167,255.8,1016,259,2.9003,246305
-117.95,33.6,37,2592,411.9,1799,455,8.3332,500001
-119.33,35.45,17,3282,454.5,1370,390,7.8797,111356
-122.1,37.73,27,2685,494.2,1094,468,5.646,500001
-121.28,37.28,34,1151,177.9,698,217,4.0447,227764
-120.76,37.61,20,5828,1237.1,2090,979,3.1726,148894
-118.29,34.07,10,2895,489.6,1473,470,3.0717,75634
-118.98,35.1,20,2781,608.9,1830,527,3.9782,139921
-121.91,37.98,28,1677,257.1,941,230,1.7163,52734
-118.06,33.94,22,1288,275.4,773,220,1.5583,126091
-116.94,33.05,23,1641,345.3,1136,342,6.5581,325387
-118.03,34.09,30,1821,349.0,1058,370,3.7416,114310
-122.01,37.88,34,939,118.9,337,91,4.7738,239158
-118.33,34.12,24,2955,469.7,2527,442,4.303,233793
-122.22,38.13,52,777,149.7,476,123,3.6689,121710
-117.81,33.64,35,3007,550.7,1575,561,3.2117,166006
-122.38,38.76,24,3002,843.4,1312,630,1.7886,168788
-119.77,37.62,52,212,49.1,321,45,1.4784,52011
-121.98,35.14,28,3518,543.9,1754,514,7.0247,216832
-120.84,37.67,43,1809,354.4,957,335,4.3673,158151
-122.37,38.66,29,1837,541.3,936,388,2.4574,108423
-118.6,37.75,4,2217,543.7,1855,474,2.253,79399
-118.28,33.98,31,1553,360.8,664,296,2.4689,177800
-118.14,34.04,47,1445,256.1,602,216,3.4108,96922
-118.4,34.44,30,4417,1393.7,2721,1419,1.4194,197870
-118.36,34.3,16,3908,814.5,2743,756,3.0351,111631
-117.43,32.92,44,3290,1058.4,2884,896,3.1685,477006
-118.29,34.05,52,268,66.6,523,57,4.238,99051
-117.89,34.05,10,2812,421.3,945,374,10.2296,500001
-122.36,38.77,12,6432,857.0,3152,799,2.4087,82083
-121.53,37.81,15,5160,1709.3,2400,1296,4.8229,306750
-121.59,37.68,20,2133,414.6,1145,419,5.568,294883
-121.63,38.16,41,977,234.6,577,208,2.7476,239375
-118.38,34.01,25,1371,279.8,974,256,2.2616,58063
-122.37,39.49,47,1206,329.4,796,294,3.7623,173036
-117.89,33.85,7,3051,626.1,1203,533,3.4107,268524
-121.81,37.51,26,2086,315.8,928,356,5.3372,384541
-122.62,37.85,52,1565,334.7,891,358,2.9169,281279
-118.09,33.89,22,1186,196.1,257,178,2.16,74047
-118.35,34.08,24,3111,558.0,1575,543,4.5444,187939
-118.38,37.47,23,1350,347.4,1435,321,2.5051,62014
-117.29,33.71,52,1485,449.3,940,349,2.0566,247064
-119.27,37.89,26,9117,1626.6,5013,1703,2.8575,148676
-118.48,37.46,31,1203,252.6,568,219,2.2088,64140
-121.15,38.04,16,4166,1121.2,2367,1111,1.4695,51450
-117.24,33.73,48,302,174.9,477,146,2.5732,84980
-122.31,38.62,4,4118,1162.8,2823,1013,2.7416,73748
-122.47,38.63,14,1700,258.4,1030,272,7.5865,117732
-120.67,37.82,46,655,133.1,285,101,3.3899,83797
-117.77,32.94,35,6397,1424.3,4656,1189,4.0018,221324
-118.25,33.95,49,1901,445.2,1315,435,3.8747,147613
-117.23,33.87,14,1657,316.5,960,257,2.4111,55466
-117.05,33.56,21,1555,274.5,1132,257,5.2687,51521
-117.86,33.99,25,2839,494.5,1843,569,2.9401,187739
-118.41,33.93,47,1204,269.0,960,306,2.1834,167436
-122.23,37.75,45,4238,635.2,1204,521,4.4675,209111
-117.21,33.86,52,1285,331.4,600,275,1.7002,119214
-118.38,33.84,44,2439,629.6,1452,604,4.1175,500001
-122.56,40.21,37,2181,426.0,1156,411,3.2992,109774
-121.28,37.48,12,3716,698.6,1426,602,5.4071,253796
-118.15,34.04,36,3269,483.1,1150,445,4.9168,182401
-123.32,41.21,15,4117,592.4,1996,491,3.3272,64788
-116.96,32.75,18,1348,330.5,1009,350,3.9467,188247
-122.5,38.38,37,4637,1428.8,2012,1170,3.0491,276705
-118.34,34.01,31,1688,363.0,1433,374,2.4966,241332
-118.41,34.18,32,2428,821.3,3714,901,2.1965,119561
-122.16,38.71,5,3090,761.5,1984,774,2.2419,88221
-118.0,33.95,17,4493,991.3,1771,735,3.7529,163105
-119.51,34.1,43,3310,524.8,1100,547,8.1905,402332
-118.16,34.03,17,3678,705.2,2011,743,2.8388,256348
-118.45,36.49,11,3687,520.0,1647,499,3.7228,144554
-122.02,37.43,36,1363,404.5,892,364,3.0744,175032
-119.43,36.23,52,1493,406.5,1371,339,1.0024,74266
-121.13,37.5,17,11825,2132.3,6908,2333,5.7185,338081
-121.92,38.46,45,1742,407.9,715,385,4.3355,272019
-121.26,34.18,27,1177,400.1,995,403,1.0371,89812
-122.2,38.66,36,2,33.1,229,28,1.7127,74318
-118.98,34.42,37,2087,509.5,1762,537,2.8227,81316
-118.49,34.28,52,1690,298.3,1178,339,2.9406,128485
-121.81,34.22,52,1570,328.8,1346,343,2.3461,260705
-118.39,34.11,27,1828,394.4,822,334,6.4778,349623
-118.42,33.93,23,3213,740.1,1738,747,4.9713,410352
