longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.3,34.04,23,2682,398.7,831,331,5.4259,289152
-117.16,33.79,21,2244,376.7,1099,345,4.4752,121991
-118.14,35.15,21,2710,642.8,1376,574,2.6495,122205
-121.91,37.72,37,4231,1051.2,4815,1018,3.3538,179032
-116.59,32.64,16,1944,267.4,794,233,6.6392,304704
-117.01,33.55,15,1538,362.8,681,372,4.7703,194773
-122.53,40.21,25,4167,543.3,1286,497,5.1716,163219
-118.06,33.8,30,2382,545.8,1712,473,1.8658,182032
-118.25,33.97,52,1627,450.7,1128,516,5.0103,353399
-117.76,33.96,43,843,249.0,866,201,1.2183,39354
-120.07,37.53,47,1576,471.1,746,338,1.8928,146684
-118.57,33.9,35,1027,272.1,813,242,2.7544,140180
-118.83,37.37,14,3399,598.9,1288,521,2.9735,97516
-122.25,39.45,25,1396,300.0,731,268,3.1803,158065
-121.36,36.65,28,347,28.0,404,73,4.3265,232638
-118.26,37.9,34,1544,269.0,396,230,2.3918,52623
-121.74,35.59,52,2355,481.5,1896,507,2.4499,282302
-118.12,33.84,29,1405,219.6,909,277,3.35,215197
-121.74,37.32,23,1490,312.0,665,289,3.8886,200457
-122.04,37.62,42,2318,380.5,1111,402,2.6583,191277
-121.76,37.81,17,801,82.6,351,87,3.4816,160208
-122.51,38.7,15,1859,368.7,776,320,5.4558,220318
-117.88,33.69,38,4371,498.2,1325,498,7.5019,449258
-121.6,37.6,27,4175,855.7,2264,763,2.9281,130039
-118.21,34.0,34,7215,1746.1,3381,1813,3.1098,102093
-122.12,36.2,32,2280,661.5,1637,607,3.9211,146098
-118.31,34.64,8,6071,1232.7,2466,1132,8.1721,358991
-118.3,34.05,17,4136,665.4,1878,595,5.7878,293524
-117.67,33.72,25,1367,269.6,868,279,2.9037,202083
-117.21,33.76,52,849,126.8,169,137,5.3706,284068
-118.28,33.93,52,1366,306.9,1010,322,3.3565,184733
-118.17,36.83,40,3806,683.4,1340,586,3.438,213262
-122.52,40.37,24,1654,272.5,394,254,4.4577,114766
-122.31,38.06,52,1264,172.0,490,164,1.7321,98643
-119.78,37.46,52,2591,498.3,967,577,3.9206,246642
-118.54,34.79,26,1598,299.7,838,268,2.9487,141576
-119.96,37.8,2,8078,2018.3,1985,1386,2.9422,75874
-121.92,36.74,52,2382,649.2,1821,565,2.0214,190938
-122.26,38.59,25,1755,415.8,1139,381,3.9434,120573
-118.07,34.07,21,2739,427.3,1572,414,3.6682,189843
-121.83,34.75,15,4198,595.8,2925,513,10.641,396786
-119.08,34.16,36,1908,496.0,1268,470,2.4025,161995
-118.26,33.82,16,4447,900.8,2183,817,5.3988,280031
-121.92,37.78,16,3199,435.1,1677,457,5.9381,304372
-117.09,33.73,5,1625,302.5,886,291,3.0919,109333
-121.89,37.41,14,1709,264.2,590,266,4.4841,500001
-118.15,34.06,16,3809,665.6,1855,800,4.7042,341469
-121.83,37.64,52,935,322.0,908,296,2.163,209757
-118.06,33.7,23,2220,451.1,1472,448,2.7118,190838
-118.07,34.07,41,2666,609.2,1473,470,3.0835,164518
-118.29,33.91,17,5139,958.1,3084,952,4.6181,354158
-121.32,37.5,23,1822,345.6,1009,318,5.5442,178294
-119.55,34.26,50,1715,453.1,746,402,3.9338,307907
-117.61,33.71,47,6285,1135.6,2479,1213,7.6825,407471
-121.04,36.72,14,1703,284.8,670,258,5.4793,423598
-122.11,38.49,24,2114,483.3,871,433,3.1776,193548
-118.28,37.7,14,1809,323.9,773,272,4.743,226051
-121.48,36.26,39,1411,334.7,924,281,4.8342,500001
-121.64,37.33,35,2361,546.4,2380,566,2.0491,66864
-121.87,37.67,52,1014,244.4,627,263,6.7563,344082
-121.25,37.84,36,5311,1182.0,2266,1103,4.422,302904
-118.14,34.21,41,3496,837.9,1860,754,4.0359,155241
-118.23,34.02,31,4397,905.3,2275,719,4.5843,295829
-116.67,32.71,30,2434,732.5,1679,671,3.0639,207686
-121.13,37.46,43,842,207.1,395,219,1.8022,94303
-118.22,36.67,22,1590,493.7,762,328,2.0782,82223
-122.12,38.39,32,1447,225.0,848,247,3.9719,291675
-122.16,37.26,26,2361,491.7,1219,477,2.8329,333493
-118.99,37.51,31,2498,572.5,1549,573,4.2457,204267
-117.99,33.94,47,1059,350.8,842,285,1.86,96450
-117.88,33.78,23,687,136.8,86,66,5.4171,377538
-118.2,33.9,32,2174,347.2,1565,404,4.5153,222100
-118.32,33.8,32,1564,271.8,775,309,7.4252,404102
-118.1,34.29,36,1796,328.9,1109,336,4.2714,199517
-117.65,33.71,46,1817,612.3,1159,633,2.4097,173585
-121.23,36.91,36,2538,455.1,1247,535,8.1881,500001
-118.45,34.27,37,1012,214.8,273,190,4.6223,219642
-117.12,32.77,13,3401,891.7,3803,841,4.5111,230603
-119.49,37.49,35,555,234.1,831,218,1.8996,107390
-118.29,34.03,20,2434,643.3,1777,582,3.7288,72452
-117.39,32.87,28,1311,207.6,950,212,5.5763,268699
-118.16,34.05,12,5236,866.6,1465,687,8.3467,500001
-120.78,35.96,26,8493,1709.1,4404,1874,4.3222,229688
-119.59,35.4,30,3151,642.6,1999,611,3.6463,86015
-117.82,33.93,40,2,77.4,167,86,1.0257,96301
-122.14,37.72,52,1252,280.7,924,295,3.1012,232609
-116.26,32.67,28,3842,1077.3,3710,1110,1.7086,183297
-122.22,38.3,18,2343,492.6,1354,484,5.6908,314798
-119.88,37.61,42,652,199.1,644,188,3.4823,152721
-118.38,34.13,30,1171,159.0,895,160,2.9347,53912
-121.72,34.53,52,2545,451.7,2355,552,3.6727,90211
-116.4,32.54,9,6300,2588.3,8660,2617,3.1606,283067
-117.95,33.98,29,2043,358.8,959,286,3.7243,104537
-122.18,38.1,48,2509,359.5,816,370,3.8215,191071
-118.12,33.85,33,946,180.1,638,131,4.3796,211835
-118.12,34.04,45,1704,330.3,957,337,3.5489,186237
-121.83,37.25,14,9297,1133.4,2413,911,8.9538,355131
-117.27,33.18,33,1327,452.0,780,398,2.8223,255464
-119.54,35.13,31,1934,486.1,2182,480,1.3697,71600
-115.86,32.54,49,4042,752.1,2525,866,3.8057,224312
-121.52,35.26,24,1261,266.5,565,249,2.3668,173540
-117.88,32.99,39,4010,615.0,3047,686,4.3946,251957
-118.11,34.02,35,1162,265.0,411,225,2.371,106645
-117.29,33.93,32,987,212.7,865,220,5.9104,243742
-118.33,34.09,32,1909,461.2,1494,418,1.639,52612
-118.14,33.84,6,4378,1684.7,3189,1612,2.854,197449
-117.81,33.82,33,2432,440.6,1615,431,3.0489,174120
-122.03,37.81,31,3779,824.6,1931,814,5.523,374473
-118.48,34.0,18,2280,405.9,1107,388,6.0884,323656
-118.16,34.04,6,1980,388.3,784,359,7.4048,500001
-119.68,37.77,26,1683,307.8,786,272,3.5934,143550
-118.49,35.55,43,2740,407.9,576,374,3.5788,187773
-122.23,37.19,43,2798,490.4,674,397,6.4681,313888
-118.34,34.14,36,2009,335.4,1358,343,3.9095,120442
-121.12,34.48,31,6201,806.4,1439,808,6.546,328774
-117.67,33.7,52,2132,409.9,2076,417,4.0972,227476
-117.24,33.98,21,1437,335.4,741,363,2.958,118242
-118.33,33.93,18,5601,874.7,1760,808,9.7406,500001
-117.74,33.69,12,8054,1354.8,3142,1472,6.4384,409118
-116.65,32.67,40,1886,437.9,1803,463,3.6327,283310
-120.86,34.26,17,783,304.1,471,257,2.1724,180397
-117.9,34.04,16,2232,484.6,1186,509,3.9691,235879
-118.03,34.15,26,942,243.8,479,200,3.1554,211727
-118.47,34.81,52,1664,618.9,1499,479,1.7723,144514
-117.25,33.83,22,1156,242.5,490,197,4.0121,305229
-118.21,33.87,38,3767,668.4,1759,626,3.7738,288983
-119.24,36.71,16,2020,475.8,1071,503,2.8426,168303
-117.8,33.18,10,1403,385.5,866,441,3.04,239606
-117.13,33.96,47,2683,710.6,1940,711,1.4997,58522
-118.5,34.2,23,3383,849.7,2027,917,2.1754,133067
-121.85,34.19,35,2009,564.1,1576,493,5.2384,500001
-118.09,33.96,16,2171,557.1,2338,659,2.3014,80930
-118.37,33.88,38,1845,346.8,653,328,4.3719,222546
-124.15,41.1,52,3301,581.9,1246,571,2.9168,217931
-117.94,34.11,22,1970,334.9,783,296,4.4208,230888
-121.94,38.51,21,2172,365.9,460,328,5.5932,225525
-118.42,35.29,8,2231,525.7,932,457,2.0527,128876
-118.58,33.97,50,1089,194.1,649,231,3.2613,233445
-118.19,34.16,29,1677,299.1,877,256,1.2185,64258
-117.83,32.85,21,3869,1338.2,2852,1095,2.868,400635
-121.74,36.74,26,1396,299.0,1255,319,3.1009,148231
-122.46,39.26,27,1874,753.2,1530,615,1.1013,116558
-118.39,33.95,45,1236,394.6,1270,376,3.321,254310
-117.87,33.98,15,1821,472.7,1071,405,1.8773,109797
-116.91,32.64,30,5109,1005.7,3083,834,4.6437,234368
-117.75,34.04,52,1681,393.7,1059,360,2.5227,116874
-118.35,37.16,13,5281,1429.8,2770,918,1.8805,129198
-118.54,34.06,25,3776,852.6,1943,743,3.3385,155265
-117.1,32.94,44,3931,1065.1,2121,982,2.9142,151582
-118.25,33.91,48,1309,295.8,874,280,3.9962,221384
-117.85,33.59,34,6977,1013.5,2283,999,6.4091,456427
-118.16,34.12,41,2111,419.6,1345,485,3.2013,112840
-117.49,33.77,5,6157,991.1,2608,934,5.4513,287916
-121.09,37.61,24,3282,752.7,1380,721,2.8499,219374
-118.23,37.24,18,1838,377.3,912,370,1.6347,51268
-122.15,38.54,52,1356,277.0,740,292,2.1346,128445
-117.76,33.93,29,3579,406.3,1574,385,3.3069,133832
-117.2,33.61,40,4410,1281.7,5014,1453,2.4521,84421
-119.89,34.17,52,1216,273.5,854,271,5.2981,276564
-118.33,34.03,14,2046,414.4,1004,355,2.5216,133751
-122.43,39.04,31,780,149.3,290,137,5.3135,123842
-118.39,34.14,38,2076,361.7,952,318,5.7331,280540
-117.0,32.85,16,1127,134.6,248,112,6.6919,162244
-117.83,33.79,32,5556,1366.7,2805,1078,1.4144,75753
-119.67,34.13,31,2278,443.4,1011,412,5.1499,212583
-117.19,33.58,27,3198,695.1,2372,694,2.6402,157234
-122.21,38.12,31,1854,361.7,550,295,4.0876,238915
-122.13,38.62,15,4328,898.6,1703,961,2.3353,164993
-117.73,33.71,48,1412,325.3,954,312,3.9791,322957
-122.55,40.25,7,5603,1327.4,1903,1023,2.0516,89672
-120.47,37.6,44,3341,598.3,1468,466,2.5548,169578
-117.1,32.76,22,2476,547.9,1210,508,3.6171,232365
-118.12,34.01,21,2227,449.1,1094,401,6.3028,356435
-120.3,37.55,22,4399,920.7,2101,864,1.9307,65929
-122.24,38.25,52,5038,1165.1,2913,865,2.1906,97225
-121.66,37.49,24,582,187.2,277,161,5.9844,241075
-123.67,40.46,48,4741,669.8,2028,631,4.6973,500001
-122.43,38.67,37,3304,669.4,1760,606,3.7292,169022
-118.06,33.93,35,1963,516.6,1272,404,3.8844,159552
-121.75,37.18,52,83,212.3,619,216,1.1661,120066
-118.14,34.11,34,1999,398.9,1028,365,4.7932,265561
-124.17,41.4,34,1871,333.8,1182,377,2.652,148581
-122.09,37.11,26,3875,935.1,2565,1001,4.3647,240725
-118.19,34.18,36,3430,830.2,2127,848,2.7456,105705
-119.45,34.15,22,2271,386.8,1022,303,4.9185,227905
-121.95,37.99,41,459,74.2,155,49,4.4177,180951
-120.02,34.0,44,836,201.3,637,241,2.5013,67446
-118.34,37.54,39,1802,337.7,1146,302,3.1625,133740
-117.63,34.88,23,1495,316.4,451,245,2.2334,65169
-118.36,34.03,46,1670,351.1,889,339,4.76,225877
-121.75,37.46,14,1783,325.1,1166,334,4.4464,256719
-119.33,36.74,26,2485,445.5,614,362,7.4471,500001
-117.77,34.05,24,2356,429.0,1082,412,5.4784,203922
-121.14,37.34,37,661,42.9,178,26,4.4033,167347
-121.14,37.96,30,2288,522.7,931,495,2.7972,182592
-122.16,37.22,46,2152,356.8,829,380,3.7624,500001
-122.03,38.09,23,3083,532.4,1357,496,2.8869,170091
-121.32,37.24,16,355,78.7,765,121,3.0964,111535
-118.47,36.2,13,5486,1233.2,3541,1200,3.2361,186991
-118.09,33.94,20,2574,739.3,1229,534,2.8621,182517
-118.34,34.2,25,5495,693.9,1570,616,3.3882,146046
-117.09,33.02,30,999,197.2,519,169,5.5684,302876
-122.19,38.16,37,3413,987.7,1534,755,1.5283,100933
-118.17,34.21,24,1817,391.2,828,422,1.9287,109625
-116.94,32.8,23,1909,393.2,1589,318,5.0307,108369
-120.04,34.57,38,562,167.7,892,154,2.4741,93302
-118.2,34.05,18,3198,986.8,2004,941,1.5522,75117
-118.17,35.35,28,1657,345.6,652,318,4.235,161012
-121.19,37.54,22,2223,703.8,1419,598,1.6224,144003
-119.52,34.18,49,3410,611.6,995,584,4.0074,383993
-122.67,40.37,14,3964,736.6,1367,610,4.9287,222620
-118.09,36.53,6,8979,1630.2,2681,1097,3.2504,153660
-119.28,37.71,7,2860,430.4,1344,441,3.9906,52133
-118.33,34.24,33,3858,602.6,2024,666,2.4349,130129
-121.29,37.37,35,1492,274.3,787,236,2.5603,161268
-122.22,38.5,35,485,81.5,494,73,2.4969,113714
-117.93,33.88,19,5920,1826.6,5259,1714,1.8929,86277
-118.13,34.08,45,2255,338.2,1361,318,3.5193,154624
-116.96,33.97,24,1731,420.1,1332,379,3.4664,103642
-118.15,34.13,32,3076,543.4,1283,442,4.4043,247181
-118.18,36.52,22,3058,483.7,1228,468,5.4537,175172
-118.89,34.0,30,3761,856.9,2458,815,3.8867,204255
-118.0,34.02,34,1458,180.0,875,186,3.5729,158269
-120.96,37.77,35,2647,398.6,1554,416,3.5938,139563
-122.57,39.29,16,1233,149.2,738,147,7.4535,195154
-122.53,38.2,52,1447,270.1,787,279,6.013,500001
-120.83,34.13,28,2662,437.1,974,413,5.6571,348168
-121.89,37.62,17,4255,1063.0,1382,749,2.0756,107184
-118.99,34.02,20,1511,326.6,922,293,4.1144,195474
-120.08,37.88,42,551,191.2,623,152,2.3165,167444
-122.2,37.68,47,1929,446.5,1235,447,1.9878,217816
-117.36,33.71,27,854,238.1,767,229,4.0608,178866
-118.11,33.84,32,1980,435.0,1051,397,4.9725,256496
-122.49,40.38,44,505,161.8,289,147,2.3143,101996
-121.92,37.41,19,1614,324.4,740,318,6.9456,318359
-118.3,34.23,34,2008,484.3,1373,408,3.3275,215581
-121.9,37.71,39,1600,420.1,1913,411,1.1933,75034
-117.98,33.91,48,532,187.9,371,216,5.3821,273471
-121.41,37.82,21,2216,447.6,685,373,2.9459,125266
-117.17,32.82,42,1587,324.5,1179,339,4.5801,376805
-120.66,34.5,16,1699,662.3,1932,548,0.9585,82397
-118.12,34.09,22,2126,466.3,1246,350,2.5429,78922
-118.34,37.98,24,1629,415.3,1107,395,2.2774,166110
-122.2,38.4,16,3369,533.8,1307,475,6.4865,359260
-122.28,38.29,20,1228,240.1,581,284,4.7481,157123
-121.46,37.89,52,222,2.7,373,28,2.4685,108482
-123.79,40.87,37,3063,471.3,1298,418,4.9289,169654
-121.01,34.24,42,2922,557.7,1492,461,3.5917,205721
-115.68,32.54,48,2841,657.0,2976,701,3.5929,213926
-117.29,33.94,15,1230,254.1,530,220,5.0107,164166
-118.61,34.49,40,153,31.5,188,53,2.8642,72721
-118.06,33.88,15,1994,394.2,936,289,5.3328,374092
-118.04,33.78,29,2256,526.4,1631,474,3.3587,232716
-117.17,33.77,35,1930,553.9,1466,467,3.2652,207864
-121.12,36.43,35,2528,530.2,1481,605,5.3589,347056
-117.79,33.65,36,5935,1094.9,2122,866,3.1849,159678
-120.88,34.12,35,3414,560.5,2474,621,6.9598,294364
-117.87,33.69,43,1975,470.1,901,383,4.1322,208885
-118.18,33.82,44,796,229.2,755,212,3.5519,247562
-121.38,34.79,8,3957,528.6,1615,497,8.5372,322753
-120.65,37.6,32,2313,514.5,853,468,4.0524,160639
-119.88,36.36,28,2595,713.7,2198,604,2.8303,236116
-118.22,34.54,52,2402,524.2,1747,526,2.4439,103909
-117.12,32.85,50,2091,330.6,1148,271,5.3042,343291
-121.56,37.6,52,971,152.1,808,235,3.6956,264675
-117.22,33.02,22,5048,1609.6,4033,1303,5.179,251215
-120.69,37.39,49,2386,531.7,1488,514,3.3545,73780
-120.31,37.18,14,3299,623.9,2737,751,3.3146,135984
-118.92,34.17,34,1358,222.5,814,243,3.4405,228714
-121.7,37.69,40,1709,391.4,867,352,2.7238,121232
-119.5,34.04,28,2034,393.9,1030,373,5.3913,453973
-121.74,35.18,18,2026,376.6,864,305,3.9995,234977
-118.08,33.9,24,1432,303.5,664,288,2.121,112574
-118.27,34.12,52,1446,257.5,729,203,3.2476,121154
-117.82,33.77,28,1573,484.7,1064,520,3.4708,290820
-118.23,34.13,6,2788,668.7,1575,514,2.9472,227361
-117.28,33.71,40,1461,218.0,503,240,4.8957,228282
-120.36,38.0,45,5305,957.7,2490,751,4.5075,110022
-118.32,33.96,24,1546,288.4,730,255,6.0942,219030
-118.32,36.71,17,1600,316.8,1191,319,2.4689,104710
-122.18,38.47,34,1592,278.2,582,265,6.1887,227402
-118.18,33.67,27,2418,409.3,953,355,6.449,380874
-123.0,38.4,32,2965,318.2,920,299,15.0001,500001
-118.22,34.09,5,5681,1122.5,3122,1686,2.2684,227908
-120.22,37.22,28,1680,310.6,947,260,4.531,159502
-122.2,37.84,49,1184,274.5,547,269,4.0804,500001
-119.5,37.36,29,4297,700.3,2306,669,3.8894,164199
-118.3,34.09,32,5129,1291.2,3782,1153,2.0472,170692
-117.85,34.11,15,2170,314.2,863,318,4.1359,173978
-119.57,36.83,14,2834,298.6,949,247,12.2421,400483
-118.17,35.54,12,8160,1914.7,3627,1919,2.0417,69705
-121.62,37.1,17,5652,951.1,2711,838,2.3829,140623
-122.64,39.16,15,10903,2351.8,4629,2410,2.888,210777
-118.33,34.19,44,2405,525.2,866,410,3.0816,192022
-122.2,39.77,43,2045,421.5,966,350,2.3917,100179
-122.28,38.46,28,523,77.7,222,111,5.0612,152172
-118.16,33.77,47,1337,286.5,1152,262,1.9947,100561
-117.67,32.99,3,3153,710.3,2689,662,3.573,261900
-122.62,38.78,36,2483,440.6,1187,332,3.0879,178485
-122.1,37.9,36,1558,331.5,666,294,4.1381,245301
-121.54,37.64,38,276,130.0,271,123,3.3933,122124
-121.84,37.54,19,7472,1063.4,2283,982,3.7637,167644
-118.26,34.04,29,1632,252.6,854,293,5.3621,270925
-118.0,33.73,52,1667,508.2,1004,550,3.5696,416581
-118.31,34.08,45,1766,250.5,553,225,6.1848,295160
-117.3,32.79,36,588,205.6,548,208,2.3914,295025
-117.67,33.92,23,3052,529.9,1877,612,5.7961,186565
-118.23,33.87,40,2424,334.1,795,304,5.8885,223066
-118.22,34.1,25,1482,389.4,1500,376,1.7515,100315
-120.83,36.71,40,344,164.7,406,139,2.0244,127000
-122.54,40.4,27,2544,610.7,1043,548,2.4051,172373
-122.81,39.59,24,2909,617.5,1231,512,3.4514,143624
-117.88,33.84,2,3288,516.0,985,394,6.2782,395307
-118.26,34.0,37,1517,281.8,570,209,3.6953,205335
-119.08,34.19,17,3619,530.7,1926,479,4.0325,93619
-121.29,37.82,34,3166,707.1,1256,588,2.2733,198096
-122.25,38.64,40,4744,822.6,2511,1063,3.1465,90745
-122.62,39.83,7,2478,516.2,1333,499,3.7374,244635
-122.08,37.62,21,3915,929.2,2459,1036,2.3324,279251
-117.14,33.74,48,297,64.8,155,68,2.085,147844
-117.2,33.81,29,1212,216.3,923,243,3.4093,108870
-122.72,38.63,52,393,106.1,492,93,2.8726,257740
-118.48,38.15,4,5926,1016.6,3056,998,2.42,70160
-122.61,39.67,34,2680,664.0,1621,623,1.851,82704
-117.33,34.0,18,2338,398.3,1537,419,6.7179,158944
-120.9,37.38,37,1617,285.6,1018,304,2.819,213731
-117.36,33.79,28,2894,491.3,1422,379,5.2973,118942
-117.14,33.03,24,1631,327.8,1391,266,4.7643,204550
-122.25,37.7,52,701,97.3,593,125,2.9743,188809
-122.13,38.56,41,2191,476.0,1882,485,1.5035,85155
-116.88,32.64,24,3026,628.4,1330,614,11.0077,500001
-122.04,36.46,38,3606,799.7,1947,705,2.6208,265473
-117.82,33.11,52,2124,611.1,1028,459,2.5955,283378
-117.04,33.47,19,1345,374.5,735,380,2.317,234775
-118.02,33.94,20,2009,455.5,1224,401,3.0166,157836
-122.81,40.31,17,1345,162.7,209,96,4.3077,339250
-121.35,37.56,35,2071,415.4,798,419,7.1667,227244
-122.13,37.81,17,3332,553.4,2849,671,4.762,285148
-117.49,33.67,17,2717,674.5,1727,525,2.2552,119510
-118.94,37.82,7,3749,1062.6,4731,1013,2.247,89628
-118.33,34.12,35,89,70.6,241,64,4.868,195664
-121.0,38.24,13,1847,358.2,1189,355,1.7863,53465
-121.62,37.52,36,2392,329.0,1340,354,8.1174,372433
-117.51,33.88,43,2164,448.3,2230,516,3.4138,93972
-122.31,38.48,32,1433,305.0,1216,334,1.9354,90505
-121.94,37.6,26,1747,278.7,800,253,1.7445,185604
-117.54,33.73,29,1144,356.9,1460,374,2.8287,166443
-122.34,38.07,35,1560,307.4,815,290,3.8837,149147
-121.85,35.44,47,189,111.3,574,117,0.7773,60219
-118.84,34.07,25,6093,1370.1,2292,960,3.462,204306
-118.15,33.95,37,6146,1502.0,3202,1312,2.9198,287548
-121.69,37.6,31,1568,245.4,806,241,5.3975,187231
-117.3,33.08,52,270,100.8,414,87,2.907,281232
-122.94,40.52,4,2045,549.7,1045,426,2.422,243394
-122.6,38.46,52,4150,781.6,1374,866,8.245,500001
-121.95,37.72,28,2576,702.5,2025,604,3.7956,223905
-118.01,34.2,10,2665,477.2,859,414,10.612,179956
-118.57,36.74,29,1935,304.7,950,272,1.9347,121395
-117.78,33.86,31,3714,798.9,2657,745,5.0199,263166
-118.33,33.94,37,1301,241.9,537,195,9.5145,500001
-116.99,32.67,32,1052,202.1,448,217,4.1973,374341
-118.07,37.08,6,6582,1686.8,2424,1510,3.1323,112348
-121.96,37.44,52,1353,334.7,689,288,3.9699,183047
-121.04,37.28,32,1858,417.9,1287,432,2.1654,106704
-117.32,33.91,8,3524,461.3,1439,522,4.523,112330
-117.95,33.62,24,3422,607.0,1602,612,6.2887,420836
-120.71,37.41,26,2767,492.9,1278,418,3.8293,125517
-122.19,38.17,33,3009,536.9,1554,551,4.5658,165497
-118.36,34.26,28,423,112.9,807,124,1.8272,85831
-118.26,35.84,9,4274,942.2,2103,849,4.4935,247215
-122.21,38.56,27,2174,441.4,1067,453,3.3228,106344
-120.96,37.37,45,2235,381.9,2102,432,5.254,204125
-118.13,34.14,42,2917,726.3,1547,608,2.7655,208963
-119.73,37.63,45,815,134.8,397,134,2.7007,195127
-118.2,34.06,10,1436,316.8,402,289,3.8648,500001
-116.38,32.68,24,4027,1297.4,1704,799,2.0574,169980
-118.15,34.22,10,573,195.6,332,102,2.4223,128921
-119.25,34.19,29,1784,282.5,702,274,5.9636,314696
-122.11,37.82,6,3669,986.1,1418,744,3.7941,336112
-121.13,35.29,8,3373,1114.0,2463,992,3.0559,186365
-121.95,38.07,31,1999,325.9,1310,361,3.1438,175841
-121.27,35.38,21,838,221.4,241,139,1.6378,106299
-119.39,34.27,16,1409,321.3,741,300,2.5353,156268
-117.24,33.81,18,2745,530.0,1441,472,3.3979,156134
-122.11,37.51,15,1185,165.3,589,140,6.0882,267553
-122.67,40.02,41,896,224.6,368,203,1.7348,56291
-120.92,36.83,24,1220,233.6,719,225,3.9668,147688
-117.36,33.0,37,3775,868.7,2058,750,5.1594,202216
-122.09,37.73,48,1960,324.7,862,295,3.3905,264862
-122.35,39.51,37,3078,542.9,1328,437,2.5923,124837
-117.24,32.93,25,2196,337.7,1268,318,4.9063,189859
-121.93,37.72,27,1772,312.6,956,359,4.6044,322023
-122.37,38.52,16,1170,194.0,820,232,4.368,97787
-119.59,36.81,31,507,79.1,291,87,1.7087,78324
-118.37,36.28,36,2497,432.4,719,353,5.8234,449372
-117.99,34.02,32,1469,306.8,1320,287,4.7647,164894
-117.23,32.85,39,1319,205.2,737,235,4.0208,139696
-119.05,34.41,37,3141,627.1,2803,666,2.9045,78610
-120.01,35.02,43,2210,349.1,1079,372,7.8564,500001
-117.95,33.94,33,3989,591.7,1537,506,5.5425,373206
-121.58,34.05,32,3839,856.9,2425,799,2.7648,266877
-121.97,38.87,32,1341,244.5,629,220,4.2933,155974
-121.87,38.59,24,3104,529.5,1509,516,1.7079,141051
-117.25,33.57,14,3326,693.7,2027,659,4.657,366721
-118.11,33.83,50,4005,1934.0,2313,1603,0.8313,144352
-121.4,38.44,14,886,162.9,140,133,1.6772,70818
-122.75,39.26,52,1719,295.6,812,289,4.7633,170902
-118.09,32.95,29,1916,459.1,1257,385,2.808,233199
-118.97,34.15,24,3406,610.1,1597,713,3.1471,94376
-117.93,33.81,25,1523,307.6,1346,345,4.8923,144365
-122.22,34.21,30,4319,927.4,2135,865,3.9668,366534
-117.94,33.58,37,3353,635.2,2130,839,4.9604,401667
-121.88,37.74,36,2107,339.0,1026,387,5.2483,351941
-119.82,37.5,31,1185,272.7,480,223,3.0679,167735
-122.24,38.7,35,1252,161.5,476,142,4.2899,143394
-122.71,39.08,30,3053,500.9,2134,440,6.0326,226868
-117.86,33.91,43,1382,236.3,1044,246,3.9345,253309
