fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
10.3,0.49,0.47,2.1,0.08,14.0,16.0,0.996,3.27,0.65,12.1
7.9,0.58,0.14,1.9,0.079,6.0,25.0,0.99495,3.35,0.64,12.3
10.1,0.77,0.42,1.6,0.069,6.0,25.0,0.99719,3.2,0.58,9.5
7.1,0.33,0.14,1.6,0.054,25.0,26.0,0.99703,3.57,0.62,9.4
9.3,0.39,0.46,13.9,0.078,35.0,62.0,0.99805,3.41,0.58,13.0
9.3,0.39,0.49,3.2,0.093,5.0,14.0,0.99704,3.22,0.77,11.0
6.4,0.64,0.09,2.5,0.103,29.0,93.0,0.99596,3.24,0.69,9.5
8.4,0.31,0.26,2.8,0.073,25.0,49.0,0.99695,3.38,0.58,10.8
7.3,0.45,0.18,2.3,0.071,32.0,43.0,0.99595,3.35,0.8,10.9
10.2,0.27,0.54,3.0,0.08,29.0,50.0,0.99983,3.47,0.67,10.2
11.3,0.72,0.26,2.1,0.076,4.0,11.0,0.99701,3.12,0.57,10.6
11.5,0.31,0.64,2.2,0.082,18.0,26.0,0.99801,3.19,0.8,10.9
13.3,0.32,0.56,2.0,0.072,6.0,34.0,1.00121,3.04,0.58,9.4
7.2,0.65,0.13,1.6,0.121,34.0,58.0,0.9959,3.35,0.73,10.5
12.6,0.39,0.49,1.7,0.068,9.0,60.0,0.99785,3.11,0.61,10.9
14.0,0.33,0.57,3.4,0.091,36.0,99.0,1.00007,3.05,0.96,10.9
8.9,0.67,0.43,5.3,0.102,14.0,57.0,1.00002,3.19,0.7,9.3
7.9,0.74,0.17,2.3,0.06,21.0,84.0,0.99987,3.38,0.58,9.3
11.5,0.42,0.52,2.8,0.084,10.0,33.0,1.00007,3.07,0.69,9.3
10.5,0.26,0.49,2.5,0.111,13.0,22.0,1.00009,3.08,0.54,9.1
7.3,0.37,0.38,2.4,0.072,6.0,38.0,0.99607,3.36,0.9,9.8
6.2,0.46,0.07,2.2,0.073,21.0,25.0,0.99601,3.56,0.75,10.2
8.8,0.59,0.34,2.7,0.12,16.0,69.0,0.99795,3.35,0.6,11.4
7.8,0.3,0.41,1.9,0.091,9.0,19.0,0.99392,3.19,0.46,10.1
9.5,0.62,0.37,1.9,0.081,10.0,19.0,0.99873,3.4,0.6,9.7
8.3,0.24,0.47,1.9,0.058,10.0,68.0,0.9961,3.23,0.71,10.9
10.0,0.49,0.3,2.7,0.082,24.0,75.0,0.99994,3.18,0.88,9.5
12.8,0.33,0.73,2.6,0.078,9.0,27.0,0.99907,3.16,0.62,10.6
12.9,0.72,0.49,2.5,0.088,16.0,28.0,0.99986,2.93,0.68,9.8
7.3,0.87,0.01,1.5,0.078,21.0,106.0,0.99597,3.42,0.57,9.7
9.9,0.59,0.09,4.1,0.099,10.0,31.0,0.99996,3.24,0.58,9.3
7.9,0.72,0.24,2.1,0.097,2.0,20.0,0.99582,3.18,0.51,9.7
10.4,0.38,0.5,2.3,0.089,13.0,19.0,0.99885,3.19,0.55,9.4
11.3,0.59,0.37,2.1,0.076,37.0,96.0,0.99905,3.29,0.65,9.6
7.7,0.51,0.24,2.7,0.079,25.0,59.0,0.99687,3.14,0.74,9.7
10.1,0.14,0.78,2.3,0.118,6.0,35.0,0.99596,3.01,1.99,11.9
8.3,0.65,0.28,2.4,0.088,53.0,113.0,0.99719,3.38,0.81,11.0
9.2,0.32,0.62,1.8,0.09,6.0,25.0,0.99619,3.25,0.79,12.0
8.8,0.44,0.49,3.9,0.066,23.0,93.0,0.99697,3.39,0.59,11.6
7.7,0.53,0.07,1.6,0.105,6.0,11.0,0.99387,3.19,0.53,12.4
10.1,0.35,0.69,3.9,0.084,3.0,60.0,0.99612,2.91,0.82,13.0
11.1,0.55,0.49,3.1,0.1,16.0,52.0,0.999,3.06,0.64,9.2
7.8,0.35,0.16,2.2,0.096,26.0,21.0,0.99589,3.38,0.58,11.0
9.0,0.34,0.48,1.6,0.071,13.0,14.0,0.99606,3.32,0.71,10.9
11.0,0.47,0.4,2.4,0.087,12.0,33.0,0.99723,3.07,0.54,10.9
6.5,0.44,0.04,2.6,0.07,35.0,53.0,0.99595,3.39,0.91,9.7
8.5,0.61,0.31,2.2,0.079,13.0,37.0,0.99799,3.55,0.57,9.6
7.8,1.21,0.01,5.3,0.132,11.0,49.0,1.00093,3.31,0.58,8.9
6.8,0.43,0.02,2.1,0.058,17.0,16.0,0.99586,3.59,0.4,10.9
10.6,0.29,0.69,2.7,0.076,13.0,61.0,0.99787,3.22,0.58,10.9
6.3,0.57,0.01,1.8,0.093,28.0,76.0,0.99395,3.35,0.8,10.5
13.2,0.47,0.55,2.2,0.084,9.0,43.0,1.00079,3.0,0.55,8.9
8.9,0.33,0.11,2.3,0.182,14.0,41.0,0.9979,3.19,0.91,9.5
8.4,0.56,0.16,2.8,0.075,9.0,36.0,0.9961,3.27,0.58,11.7
8.8,0.49,0.48,4.6,0.093,16.0,25.0,0.99611,3.2,0.59,10.9
8.0,0.6,0.22,2.5,0.08,3.0,10.0,0.99618,3.22,0.65,11.4
10.5,0.41,0.6,2.5,0.081,9.0,27.0,0.99705,3.19,0.68,11.0
8.7,0.69,0.36,1.7,0.046,18.0,26.0,0.99597,3.25,0.39,10.5
9.5,0.38,0.05,1.9,0.074,4.0,12.0,0.99696,3.32,0.61,9.7
10.5,0.42,0.48,1.9,0.074,6.0,18.0,0.99913,3.14,0.5,9.5
7.7,0.41,0.47,2.0,0.236,21.0,43.0,0.9981,3.29,0.94,9.3
10.8,0.73,0.32,2.0,0.09,6.0,69.0,0.99892,3.11,0.64,9.0
6.8,0.78,0.01,1.7,0.083,26.0,85.0,0.99684,3.36,0.48,9.4
7.5,0.49,0.44,2.7,0.092,55.0,95.0,0.99711,3.36,0.74,10.8
8.9,0.59,0.48,2.1,0.073,6.0,10.0,0.99896,3.3,0.58,9.4
8.5,0.64,0.36,2.0,0.081,15.0,41.0,0.99813,3.39,0.72,9.8
10.4,0.5,0.24,2.4,0.066,9.0,31.0,0.99997,3.27,0.61,10.3
8.3,1.12,0.13,1.6,0.102,12.0,84.0,0.99797,3.26,0.52,9.0
6.9,0.44,0.26,5.3,0.085,9.0,40.0,0.99719,3.35,0.61,9.5
7.0,0.66,0.06,2.4,0.066,11.0,52.0,0.99595,3.57,0.53,11.5
10.0,0.28,0.27,1.5,0.089,6.0,62.0,0.9961,3.13,1.05,11.6
12.7,0.63,0.56,2.9,0.112,8.0,21.0,1.00002,3.08,0.62,10.2
10.0,0.49,0.56,1.9,0.082,6.0,11.0,0.99615,3.23,0.9,12.0
6.8,0.98,0.1,2.7,0.081,9.0,30.0,0.99704,3.72,0.75,10.3
6.6,0.59,0.0,2.2,0.069,11.0,12.0,0.99598,3.46,0.46,9.0
7.9,0.89,0.33,2.1,0.079,17.0,36.0,0.99692,3.42,0.74,10.6
7.7,0.38,0.18,2.1,0.079,25.0,31.0,0.99716,3.37,0.65,9.4
4.9,0.81,0.01,2.0,0.08,24.0,28.0,0.99293,3.7,0.47,11.4
6.4,0.65,0.03,1.5,0.097,7.0,16.0,0.995,3.57,0.55,10.2
8.7,0.62,0.29,2.1,0.07,12.0,22.0,0.99389,3.27,0.65,11.7
6.8,0.66,0.35,2.3,0.076,13.0,105.0,0.99515,3.29,0.55,9.6
8.1,0.84,0.17,2.1,0.078,4.0,31.0,0.99694,3.29,1.29,10.6
7.0,0.48,0.35,2.3,0.06,28.0,53.0,0.99702,3.59,0.56,10.9
8.0,0.66,0.26,1.9,0.073,23.0,51.0,0.996,3.23,0.62,11.8
6.7,0.57,0.29,2.2,0.091,7.0,39.0,0.99586,3.47,0.81,13.8
9.0,0.55,0.35,2.1,0.085,10.0,33.0,0.99881,3.19,0.83,9.7
7.7,0.24,0.33,3.2,0.074,9.0,18.0,0.99698,3.41,0.62,10.4
7.4,0.38,0.5,2.1,0.119,35.0,135.0,0.99595,3.29,0.75,9.7
8.5,0.32,0.54,2.1,0.085,16.0,40.0,0.99692,3.23,0.87,9.5
8.1,0.92,0.02,1.9,0.084,12.0,41.0,0.99789,3.38,0.71,9.7
7.6,0.64,0.47,2.3,0.073,28.0,84.0,0.99399,3.35,0.55,12.7
8.5,0.53,0.4,2.1,0.091,10.0,51.0,0.99775,3.17,0.84,9.4
9.6,0.54,0.56,2.3,0.082,12.0,40.0,0.99802,3.1,0.56,9.2
10.0,0.78,0.24,2.2,0.082,25.0,38.0,0.99806,3.35,0.66,10.2
10.1,0.16,0.66,2.0,0.05,17.0,85.0,0.99603,3.29,0.94,13.3
11.7,0.57,0.48,1.6,0.078,5.0,60.0,0.99797,3.12,0.69,9.7
11.8,0.35,0.55,2.0,0.06,6.0,22.0,0.99698,3.1,0.5,10.3
6.2,0.72,0.02,1.6,0.074,7.0,30.0,0.99597,3.35,0.58,9.2
9.2,0.52,0.24,2.1,0.066,24.0,52.0,0.99985,3.34,0.55,9.0
5.8,0.34,0.15,2.4,0.049,31.0,56.0,0.99402,3.98,0.66,12.4
6.9,0.25,0.22,2.0,0.054,14.0,32.0,0.99415,3.36,0.61,11.3
6.7,0.88,0.01,2.2,0.09,17.0,81.0,0.99608,3.35,0.62,9.2
8.1,0.51,0.25,2.2,0.048,9.0,29.0,0.99607,3.27,0.67,9.8
10.0,0.55,0.27,6.2,0.059,27.0,102.0,0.99795,3.35,0.56,11.3
8.4,0.48,0.45,2.8,0.054,33.0,36.0,0.99787,3.51,0.5,10.5
6.6,0.53,0.06,2.6,0.1,37.0,63.0,0.99596,3.23,0.57,9.8
11.6,0.28,0.5,2.2,0.08,6.0,24.0,0.99716,3.12,0.77,10.7
7.3,0.52,0.19,2.0,0.074,34.0,99.0,0.99595,3.4,0.58,11.2
8.6,0.48,0.4,1.6,0.064,5.0,20.0,0.99789,3.58,0.67,10.9
5.9,0.51,0.01,1.8,0.071,11.0,10.0,0.99491,3.49,0.59,11.8
6.9,0.23,0.3,2.8,0.12,9.0,29.0,0.99585,3.3,2.0,10.2
8.4,0.59,0.43,2.4,0.089,10.0,44.0,0.99684,3.31,0.6,10.8
7.8,0.71,0.13,1.5,0.108,6.0,13.0,0.99594,3.42,0.45,12.9
10.2,0.51,0.4,2.5,0.088,19.0,66.0,0.99805,3.16,0.64,9.6
10.3,0.57,0.01,2.5,0.073,12.0,20.0,1.00004,3.38,0.53,9.6
6.8,0.34,0.12,2.6,0.087,25.0,74.0,0.99606,3.32,0.73,10.0
9.4,0.68,0.38,2.6,0.115,13.0,26.0,0.99795,3.15,0.59,9.6
7.0,0.51,0.01,2.2,0.071,9.0,29.0,0.99687,3.29,0.52,9.1
6.9,0.7,0.03,2.1,0.046,20.0,27.0,0.99584,3.55,0.63,10.4
4.7,0.68,0.05,3.2,0.085,17.0,90.0,0.99142,3.59,0.62,12.6
15.7,0.44,0.53,2.4,0.052,6.0,17.0,0.99895,3.11,0.52,11.9
7.9,0.51,0.22,2.3,0.091,7.0,17.0,0.99607,3.18,0.56,9.5
9.8,0.52,0.41,2.9,0.079,18.0,47.0,0.99805,3.18,0.43,9.5
11.2,0.61,0.5,4.6,0.088,16.0,38.0,0.99883,3.22,0.83,10.9
7.3,0.54,0.27,1.6,0.046,8.0,14.0,0.99404,3.41,0.5,13.0
8.5,0.55,0.38,1.8,0.105,10.0,49.0,0.99595,3.03,0.8,10.1
6.9,0.41,0.36,1.7,0.165,7.0,36.0,0.99499,3.37,0.65,10.3
8.0,0.35,0.48,2.0,0.077,6.0,7.0,0.9959,3.59,0.76,13.6
7.6,0.53,0.29,1.7,0.105,19.0,73.0,0.99612,3.3,0.8,9.8
7.5,0.42,0.27,4.3,0.058,6.0,25.0,0.99609,3.4,0.59,10.9
11.3,0.25,0.5,2.2,0.048,10.0,62.0,0.99721,3.19,0.51,9.8
7.4,0.48,0.43,2.6,0.068,18.0,75.0,0.99705,3.55,0.53,9.8
6.5,0.54,0.14,2.8,0.078,15.0,48.0,0.99496,3.61,0.47,12.1
12.6,0.41,0.51,2.1,0.078,26.0,17.0,1.00012,3.08,0.63,9.3
9.1,0.27,0.52,7.3,0.057,20.0,37.0,0.99788,3.31,0.57,11.3
12.0,0.4,0.6,1.8,0.071,13.0,84.0,0.99805,3.09,0.64,9.4
9.1,0.64,0.22,2.0,0.082,9.0,25.0,1.00003,3.31,0.58,9.0
9.4,0.43,0.29,3.7,0.108,10.0,11.0,0.99912,3.22,0.82,9.2
9.9,0.3,0.56,2.3,0.069,10.0,45.0,0.99698,3.28,1.04,10.2
11.6,0.44,0.37,1.7,0.075,17.0,34.0,0.99996,3.08,0.64,8.9
8.6,0.65,0.16,1.3,0.081,11.0,37.0,0.99713,3.22,0.7,9.5
5.9,0.65,0.01,2.1,0.079,11.0,22.0,0.99495,3.4,0.49,10.0
6.6,0.68,0.08,1.5,0.071,26.0,38.0,0.99399,3.5,0.64,10.9
7.2,0.83,0.29,3.3,0.089,10.0,27.0,0.99701,3.43,0.79,11.0
6.2,0.78,0.0,1.9,0.077,41.0,286.0,0.99606,3.4,0.62,9.4
7.5,0.91,0.08,2.6,0.094,19.0,88.0,0.99621,3.24,0.51,9.6
9.6,0.56,0.53,2.4,0.106,6.0,23.0,0.99806,3.31,0.65,10.0
6.2,0.52,0.18,2.5,0.087,18.0,56.0,0.99481,3.49,0.67,11.9
7.2,0.25,0.5,2.0,0.068,24.0,46.0,0.99599,3.46,0.77,10.0
10.5,0.51,0.37,2.4,0.05,16.0,24.0,0.99603,3.08,0.66,10.9
11.4,0.36,0.29,1.7,0.093,9.0,14.0,0.99797,3.21,0.9,11.1
7.5,0.33,0.26,2.3,0.059,8.0,26.0,0.99595,3.37,0.54,10.6
6.9,0.71,0.19,1.5,0.07,4.0,13.0,0.99485,3.31,0.48,9.5
8.3,0.52,0.17,2.3,0.069,11.0,73.0,0.99812,3.2,0.68,9.4
6.6,0.71,0.24,1.8,0.072,26.0,87.0,0.99592,3.49,0.61,9.5
10.2,0.66,0.28,2.3,0.056,16.0,62.0,0.99793,3.36,0.54,10.9
6.8,0.56,0.07,2.3,0.072,14.0,61.0,0.99583,3.24,0.8,11.0
6.4,0.69,0.01,2.3,0.08,13.0,24.0,0.99498,3.36,0.51,10.1
7.1,0.66,0.3,2.0,0.089,19.0,80.0,0.99599,3.42,0.69,9.6
9.8,0.63,0.21,2.3,0.088,10.0,53.0,1.00255,3.2,0.53,8.9
9.3,0.43,0.55,1.8,0.101,7.0,68.0,0.99921,3.15,0.65,9.3
7.4,0.52,0.22,1.4,0.078,6.0,17.0,0.99614,3.3,0.72,9.4
7.6,0.66,0.2,2.6,0.1,12.0,27.0,0.99596,3.22,1.59,12.2
6.4,0.35,0.25,2.5,0.085,15.0,39.0,0.99589,3.43,0.46,9.8
6.9,0.59,0.51,2.6,0.086,30.0,120.0,0.99605,3.42,1.08,10.1
8.8,0.35,0.49,1.9,0.074,10.0,50.0,0.99706,3.15,0.66,9.3
6.5,0.54,0.05,7.8,0.082,9.0,21.0,0.99703,3.92,0.47,9.5
12.2,0.5,0.39,2.6,0.04,11.0,37.0,1.0,3.14,0.55,9.4
8.4,0.35,0.32,1.8,0.085,21.0,39.0,0.99605,3.13,0.64,9.5
15.3,0.27,0.77,4.2,0.094,36.0,110.0,1.00063,2.98,1.21,10.9
7.1,0.34,0.25,1.8,0.074,30.0,46.0,0.99519,3.38,0.77,9.5
7.2,0.58,0.32,2.0,0.052,20.0,44.0,0.994,3.33,0.55,11.0
5.2,0.79,0.03,2.6,0.067,16.0,59.0,0.9958,3.69,0.48,10.4
8.8,0.76,0.3,2.9,0.085,33.0,108.0,0.99699,3.36,0.69,10.7
7.3,0.59,0.24,2.4,0.084,38.0,141.0,0.99682,3.41,0.55,9.9
12.1,0.4,0.46,2.0,0.06,6.0,14.0,0.99608,3.14,0.69,11.1
11.3,0.54,0.54,2.1,0.109,5.0,34.0,0.99815,3.16,0.57,9.4
9.1,0.34,0.49,1.7,0.095,5.0,23.0,0.99698,3.16,0.81,9.7
7.2,0.37,0.02,2.2,0.045,16.0,26.0,0.99604,3.43,0.53,10.6
8.5,0.56,0.35,1.6,0.095,16.0,25.0,0.99602,3.26,0.65,10.4
11.2,0.63,0.19,2.6,0.103,16.0,66.0,1.00332,3.3,0.71,9.4
8.1,0.51,0.24,4.5,0.067,37.0,110.0,0.996,3.3,0.41,11.4
9.9,0.37,0.48,7.3,0.073,8.0,63.0,1.0014,3.27,0.78,10.0
7.0,0.46,0.37,5.8,0.093,11.0,107.0,0.99603,3.25,0.69,11.6
9.7,0.55,0.44,2.4,0.092,2.0,11.0,0.99795,3.12,0.68,9.6
11.9,0.7,0.32,2.2,0.08,7.0,28.0,0.99803,3.02,0.66,10.1
7.0,0.7,0.02,2.3,0.089,14.0,50.0,0.99597,3.34,0.58,9.5
7.7,0.3,0.29,2.0,0.072,11.0,27.0,0.99603,3.43,0.58,9.8
6.7,0.48,0.08,1.8,0.053,10.0,31.0,0.99587,3.42,0.54,9.5
7.8,0.37,0.43,1.5,0.075,13.0,40.0,0.99803,3.42,0.57,9.3
5.9,0.59,0.01,2.6,0.065,17.0,29.0,0.99616,3.57,0.78,10.2
8.8,0.56,0.35,1.5,0.077,17.0,44.0,0.99503,3.22,0.88,12.7
7.8,0.68,0.1,1.5,0.064,28.0,54.0,0.99595,3.33,0.81,11.8
13.0,0.39,0.59,1.7,0.147,4.0,17.0,0.99708,2.91,0.63,9.7
7.2,0.43,0.34,1.8,0.083,28.0,52.0,0.99489,3.31,0.85,11.2
7.2,0.62,0.02,2.5,0.08,12.0,20.0,0.99592,3.41,0.73,10.9
8.8,0.23,0.45,2.2,0.059,7.0,13.0,0.99606,3.3,0.44,9.5
7.1,0.62,0.0,1.8,0.056,30.0,39.0,0.99604,3.47,0.39,9.7
8.3,0.59,0.7,1.6,0.611,9.0,54.0,0.99604,3.14,0.72,9.8
6.2,0.72,0.01,1.6,0.071,29.0,49.0,0.99505,3.44,0.62,10.1
12.1,0.4,0.59,2.5,0.123,7.0,38.0,0.99895,3.03,0.77,10.0
7.8,0.56,0.48,3.3,0.11,12.0,28.0,0.99798,3.41,0.97,10.1
7.6,0.29,0.31,2.8,0.069,26.0,48.0,0.9961,3.24,0.63,9.1
7.7,0.29,0.52,2.8,0.089,38.0,61.0,0.998,3.45,0.71,10.7
6.6,0.41,0.07,1.9,0.055,31.0,54.0,0.99525,3.41,0.43,9.9
5.7,0.59,0.0,5.2,0.083,23.0,92.0,0.99508,3.5,0.6,10.8
10.7,0.58,0.45,1.6,0.07,9.0,29.0,0.99601,3.4,0.79,13.3
8.0,0.47,0.13,2.2,0.078,6.0,22.0,0.9961,3.12,0.54,9.4
12.3,0.52,0.31,2.6,0.051,23.0,37.0,0.99889,3.32,0.47,9.7
7.2,0.72,0.0,1.2,0.067,13.0,55.0,0.99494,3.34,0.66,9.3
7.4,0.57,0.25,2.0,0.08,2.0,9.0,0.99604,3.3,0.6,10.2
7.5,0.57,0.05,2.1,0.082,15.0,25.0,0.99609,3.43,0.45,10.5
7.5,0.6,0.34,1.7,0.074,10.0,23.0,0.997,3.35,0.56,9.5
6.5,0.51,0.14,2.0,0.076,10.0,14.0,0.99524,3.7,0.6,12.0
9.3,0.3,0.64,2.5,0.243,9.0,85.0,0.99807,3.2,0.88,9.6
10.5,0.49,0.13,1.7,0.071,11.0,24.0,0.99895,3.08,0.61,8.7
9.5,0.45,0.48,1.9,0.114,23.0,75.0,0.99702,3.23,0.63,10.2
11.7,0.62,0.31,2.5,0.059,16.0,56.0,0.99688,3.0,0.54,10.4
6.5,0.64,0.07,2.1,0.069,28.0,139.0,0.99506,3.34,0.61,9.7
7.7,0.65,0.01,3.1,0.073,11.0,26.0,0.99703,3.2,0.73,9.6
8.8,0.65,0.08,2.5,0.073,23.0,17.0,0.997,3.29,0.61,10.6
7.1,0.42,0.2,1.8,0.089,10.0,7.0,0.99482,3.32,0.51,9.7
8.1,0.75,0.21,2.0,0.089,9.0,21.0,0.99595,3.11,0.57,10.0
7.8,0.43,0.12,2.5,0.052,25.0,30.0,0.99592,3.23,0.53,11.3
8.9,0.66,0.32,1.8,0.078,6.0,50.0,0.99597,3.3,0.69,12.9
7.4,0.65,0.48,2.1,0.067,3.0,32.0,0.99389,3.26,0.59,12.6
8.7,0.54,0.49,1.9,0.075,6.0,43.0,0.99713,3.33,0.79,9.5
11.7,0.7,0.49,7.4,0.062,10.0,26.0,1.00014,3.13,0.62,10.7
9.3,0.53,0.2,1.8,0.097,18.0,39.0,0.99692,2.99,0.56,9.9
6.5,0.61,0.19,1.7,0.083,25.0,66.0,0.99787,3.36,0.8,9.0
9.5,0.56,0.24,2.4,0.048,18.0,53.0,0.99801,3.41,0.58,10.5
6.9,0.42,0.36,4.2,0.078,19.0,36.0,0.99695,3.52,1.01,10.2
7.4,0.58,0.27,2.1,0.07,25.0,91.0,0.99583,3.45,0.73,12.1
8.0,0.61,0.09,2.2,0.045,23.0,22.0,0.99792,3.43,0.52,9.5
7.6,0.8,0.0,2.9,0.075,6.0,11.0,0.99911,3.37,0.45,9.4
8.5,0.35,0.45,1.8,0.099,24.0,69.0,0.99691,3.4,0.74,9.6
8.8,0.93,0.02,2.1,0.083,10.0,19.0,0.99895,3.58,0.6,9.5
6.2,0.63,0.14,2.5,0.081,11.0,23.0,0.99598,3.6,0.47,11.6
9.0,0.74,0.04,1.6,0.074,13.0,84.0,0.99801,3.25,0.5,9.5
6.8,0.91,0.01,4.3,0.089,16.0,37.0,0.9961,3.45,0.58,9.9
7.7,0.54,0.01,2.3,0.052,6.0,8.0,0.9941,3.24,0.47,13.2
7.2,0.57,0.23,2.3,0.078,6.0,54.0,0.99802,3.23,0.53,9.0
6.9,0.65,0.02,6.6,0.096,23.0,92.0,0.99806,3.35,0.56,9.2
