X2,X3,X4,X5,X6,X7,X8,X9
0.316,0.235,0.087,0.1057,0.0727,0.0241,0.014,6
0.6,0.471,0.156,1.1458,0.4388,0.2717,0.332,11
0.574,0.449,0.176,0.9164,0.4913,0.2306,0.164,9
0.6,0.458,0.17,1.0969,0.4278,0.2699,0.327,11
0.493,0.363,0.127,0.5446,0.2537,0.0788,0.193,9
0.6,0.456,0.091,1.1034,0.4984,0.2297,0.28,8
0.39,0.283,0.097,0.2357,0.0898,0.0529,0.095,10
0.434,0.353,0.12,0.2247,0.0824,0.0553,0.136,10
0.653,0.538,0.173,1.5833,0.7204,0.373,0.443,9
0.518,0.411,0.088,0.6847,0.2624,0.1679,0.218,9
0.343,0.269,0.088,0.1258,0.1101,0.0101,0.046,7
0.589,0.476,0.176,1.158,0.5375,0.2647,0.304,11
0.345,0.272,0.083,0.1351,0.0659,0.0339,0.042,9
0.764,0.595,0.229,2.3602,1.0325,0.4823,0.667,26
0.514,0.391,0.111,0.701,0.3022,0.1408,0.182,9
0.495,0.356,0.13,0.6738,0.2157,0.2357,0.185,9
0.444,0.343,0.082,0.2005,0.0747,0.0315,0.1,8
0.338,0.251,0.068,0.2428,0.143,0.0519,0.081,8
0.507,0.398,0.164,0.5277,0.1635,0.0828,0.226,14
0.255,0.185,0.108,0.0758,0.0198,0.0338,0.028,8
0.613,0.473,0.132,1.187,0.5253,0.2393,0.354,10
0.741,0.587,0.237,2.1219,0.9688,0.4526,0.508,11
0.58,0.46,0.159,1.1929,0.5268,0.2397,0.335,11
0.615,0.483,0.154,1.2509,0.59,0.242,0.323,7
0.699,0.539,0.189,1.5045,0.6856,0.2818,0.425,16
0.493,0.37,0.068,0.5474,0.3241,0.0864,0.149,8
0.659,0.511,0.189,1.8211,0.8976,0.4021,0.424,9
0.715,0.557,0.216,1.9677,0.9325,0.3741,0.537,11
0.581,0.474,0.141,0.9814,0.3741,0.1957,0.291,8
0.642,0.507,0.157,1.5454,0.6921,0.3404,0.422,11
0.448,0.34,0.137,0.6202,0.3601,0.1382,0.116,6
0.482,0.351,0.126,0.4583,0.2115,0.1175,0.09,8
0.27,0.209,0.041,0.0723,0.0355,0.0044,0.034,9
0.592,0.473,0.139,1.0974,0.4857,0.2253,0.336,9
0.524,0.426,0.148,0.3937,0.2523,0.0939,0.063,5
0.507,0.402,0.155,0.6194,0.2383,0.1935,0.157,8
0.407,0.303,0.128,0.5972,0.2899,0.1478,0.136,8
0.346,0.276,0.064,0.1944,0.0631,0.0722,0.055,6
0.504,0.382,0.134,0.8204,0.4135,0.1742,0.211,6
0.363,0.254,0.095,0.4578,0.284,0.1068,0.07,6
0.556,0.431,0.137,0.8841,0.3649,0.23,0.224,11
0.515,0.415,0.165,0.9554,0.4691,0.1791,0.257,11
0.657,0.528,0.149,1.2357,0.4544,0.2339,0.41,12
0.51,0.419,0.126,0.5562,0.1737,0.1297,0.208,9
0.451,0.355,0.159,0.3862,0.1755,0.0893,0.127,8
0.465,0.371,0.097,0.6483,0.2578,0.1716,0.18,11
0.567,0.44,0.175,1.2517,0.5767,0.2303,0.364,10
0.396,0.279,0.093,0.1573,0.1274,0.0256,0.042,5
0.371,0.263,0.134,0.4053,0.1597,0.1024,0.154,10
0.5,0.389,0.115,0.7147,0.3058,0.1507,0.191,9
0.337,0.231,0.092,0.2365,0.1883,0.0242,0.06,6
0.495,0.371,0.12,0.3747,0.1907,0.0396,0.153,7
0.643,0.502,0.161,1.1447,0.4548,0.1914,0.369,17
0.397,0.3,0.136,0.5273,0.2043,0.0843,0.195,9
0.299,0.236,0.079,0.1516,0.0711,0.0367,0.05,6
0.361,0.273,0.073,0.1508,0.0666,0.0367,0.057,11
0.559,0.442,0.187,0.8459,0.2888,0.1677,0.288,19
0.558,0.421,0.153,0.9212,0.314,0.1918,0.342,9
0.309,0.263,0.05,0.0652,0.0277,0.0197,0.023,7
0.632,0.503,0.147,0.928,0.2921,0.1723,0.335,15
0.603,0.465,0.157,0.9899,0.497,0.2186,0.207,6
0.397,0.311,0.119,0.3173,0.1396,0.0578,0.068,9
0.6,0.464,0.185,1.02,0.4761,0.2571,0.223,8
0.72,0.573,0.177,1.7359,0.7814,0.3787,0.444,12
0.485,0.393,0.143,0.8321,0.3401,0.1779,0.223,8
0.606,0.48,0.192,1.2332,0.486,0.2397,0.374,13
0.608,0.47,0.152,0.8092,0.3855,0.1848,0.166,8
0.444,0.347,0.121,0.4197,0.1594,0.1225,0.136,9
0.601,0.486,0.17,1.3039,0.4429,0.3191,0.462,21
0.639,0.493,0.145,1.2938,0.5755,0.2844,0.363,16
0.598,0.474,0.159,1.123,0.4947,0.219,0.313,14
0.453,0.34,0.088,0.6386,0.319,0.1315,0.127,7
0.395,0.306,0.111,0.3214,0.2035,0.0808,0.069,8
0.524,0.398,0.127,0.5538,0.3033,0.0985,0.114,11
0.447,0.35,0.137,0.5288,0.2413,0.1309,0.178,8
0.618,0.467,0.168,1.4067,0.712,0.3679,0.306,6
0.576,0.449,0.169,1.3016,0.6297,0.336,0.319,9
0.617,0.487,0.148,1.2992,0.5618,0.308,0.396,9
0.649,0.521,0.198,1.0555,0.3531,0.2835,0.315,11
0.652,0.502,0.186,0.963,0.5154,0.1925,0.22,7
0.449,0.369,0.101,0.7459,0.367,0.175,0.16,7
0.524,0.415,0.132,0.4613,0.2445,0.0914,0.094,7
0.436,0.337,0.077,0.6325,0.238,0.1403,0.206,9
0.605,0.499,0.158,1.0634,0.4219,0.224,0.271,13
0.375,0.278,0.097,0.2478,0.0981,0.0847,0.071,9
0.57,0.454,0.106,0.8235,0.3936,0.1148,0.224,13
0.429,0.33,0.149,0.4942,0.1978,0.1196,0.175,6
0.602,0.475,0.139,1.1454,0.4766,0.2122,0.367,8
0.35,0.261,0.056,0.2742,0.1337,0.0697,0.079,7
0.295,0.209,0.106,0.1094,0.0478,0.0209,0.037,5
0.692,0.558,0.207,1.7374,0.6125,0.3905,0.519,14
0.555,0.442,0.149,0.7436,0.2692,0.174,0.261,14
0.251,0.164,0.084,0.1104,0.0492,0.027,0.038,8
0.513,0.395,0.12,0.8265,0.3444,0.1882,0.248,8
0.444,0.376,0.116,0.6699,0.325,0.105,0.187,10
0.535,0.404,0.134,0.7921,0.2785,0.1477,0.281,9
0.486,0.343,0.14,0.494,0.23,0.1385,0.088,8
0.534,0.449,0.155,0.8793,0.391,0.1831,0.279,11
0.251,0.155,0.064,0.065,0.0361,0.023,0.021,4
0.575,0.451,0.135,0.7572,0.2712,0.2097,0.246,10
0.554,0.433,0.116,0.7274,0.2767,0.1461,0.247,10
0.563,0.452,0.18,0.9479,0.2754,0.1685,0.349,11
0.335,0.277,0.13,0.2914,0.0935,0.0974,0.083,9
0.676,0.542,0.198,1.9557,0.8357,0.4131,0.567,20
0.235,0.168,0.07,0.104,0.0267,0.0511,0.038,6
0.503,0.374,0.1,0.8854,0.3739,0.2243,0.253,9
0.639,0.502,0.186,1.5067,0.629,0.2639,0.508,13
0.515,0.393,0.152,0.9344,0.3528,0.2118,0.251,15
0.394,0.282,0.105,0.6405,0.2286,0.1586,0.199,8
0.429,0.33,0.143,0.4257,0.1034,0.0608,0.261,16
0.698,0.559,0.189,1.7424,0.7584,0.3999,0.439,11
0.308,0.241,0.072,0.1519,0.0641,0.0391,0.041,10
0.437,0.361,0.154,0.2903,0.098,0.0875,0.137,8
0.694,0.56,0.177,1.5825,0.8025,0.3141,0.384,9
0.513,0.41,0.138,0.9539,0.4366,0.1798,0.235,11
0.512,0.402,0.076,0.6329,0.2695,0.0879,0.211,8
0.496,0.385,0.139,0.5165,0.286,0.0937,0.131,9
0.606,0.486,0.15,1.0224,0.356,0.2189,0.335,12
0.617,0.487,0.146,1.1818,0.5116,0.3061,0.3,10
0.597,0.463,0.18,0.7671,0.267,0.1741,0.237,11
0.597,0.473,0.159,0.7803,0.2866,0.1439,0.281,10
0.563,0.431,0.188,1.2128,0.5654,0.2313,0.332,12
0.751,0.589,0.192,2.1886,0.8263,0.4578,0.611,22
0.643,0.495,0.22,1.2823,0.5484,0.2612,0.359,12
0.425,0.34,0.141,0.5081,0.1887,0.1048,0.164,8
0.401,0.267,0.12,0.4681,0.2817,0.0955,0.099,10
0.395,0.251,0.067,0.32,0.1438,0.0518,0.096,8
0.513,0.382,0.136,0.7826,0.189,0.1864,0.34,14
0.361,0.281,0.115,0.1745,0.0858,0.0388,0.052,11
0.651,0.522,0.198,1.2606,0.4848,0.2693,0.416,9
0.439,0.361,0.158,0.4871,0.1646,0.1118,0.158,7
0.325,0.219,0.072,0.1661,0.0996,0.0249,0.053,11
0.625,0.478,0.122,1.1069,0.4615,0.2324,0.321,12
0.462,0.345,0.104,0.2174,0.0536,0.096,0.088,8
0.61,0.492,0.174,1.2557,0.6136,0.2577,0.316,11
0.539,0.43,0.116,1.062,0.4452,0.2823,0.289,6
0.612,0.477,0.124,1.0374,0.5061,0.2005,0.266,9
0.499,0.434,0.137,0.9121,0.2937,0.1946,0.324,11
0.671,0.531,0.174,1.3194,0.5374,0.2545,0.427,16
0.468,0.351,0.104,0.368,0.1067,0.0751,0.155,8
0.389,0.284,0.087,0.0613,0.023,0.0148,0.037,10
0.73,0.585,0.213,2.0706,0.9689,0.4229,0.498,13
0.613,0.481,0.182,1.0541,0.448,0.2397,0.309,10
0.598,0.467,0.157,1.1838,0.4783,0.2636,0.364,15
0.532,0.404,0.151,0.8827,0.3281,0.2239,0.247,11
0.647,0.506,0.181,1.324,0.7211,0.2711,0.337,9
0.605,0.491,0.14,1.0965,0.4153,0.201,0.354,22
0.634,0.493,0.162,1.6054,0.8462,0.3234,0.403,9
0.465,0.358,0.098,0.4033,0.1555,0.0916,0.142,6
0.647,0.503,0.187,1.2299,0.4792,0.3241,0.345,10
0.659,0.508,0.17,1.2773,0.6038,0.2695,0.333,10
0.625,0.478,0.159,1.0928,0.4852,0.2457,0.285,9
0.355,0.251,0.086,0.3332,0.1426,0.0886,0.102,7
0.354,0.268,0.094,0.3856,0.1748,0.0685,0.096,8
0.75,0.587,0.219,2.3129,1.1386,0.4663,0.622,19
0.465,0.351,0.176,0.5041,0.2288,0.0961,0.15,13
0.677,0.545,0.188,1.9015,0.8118,0.4161,0.497,11
0.677,0.557,0.207,1.7481,0.7618,0.4167,0.473,12
0.394,0.299,0.117,0.3019,0.1784,0.0302,0.117,15
0.593,0.473,0.156,1.4464,0.5855,0.3361,0.454,6
0.369,0.252,0.088,0.3785,0.1944,0.0782,0.085,7
0.724,0.576,0.201,2.2813,1.1321,0.4965,0.496,11
0.581,0.475,0.186,1.4431,0.6302,0.362,0.355,11
0.336,0.236,0.083,0.0357,0.0106,0.0134,0.014,10
0.489,0.391,0.127,0.5046,0.1743,0.1369,0.163,8
0.582,0.461,0.175,1.048,0.3947,0.2174,0.363,9
0.597,0.467,0.186,0.9925,0.3757,0.2179,0.306,9
0.382,0.291,0.069,0.1826,0.0745,0.058,0.069,9
0.486,0.37,0.142,0.5779,0.1954,0.1287,0.206,12
0.184,0.145,0.064,0.002,0.0025,0.0085,0.006,7
0.289,0.202,0.101,0.1822,0.0699,0.0439,0.085,8
0.57,0.454,0.183,0.8392,0.335,0.1474,0.249,11
0.598,0.468,0.15,0.9903,0.469,0.202,0.254,8
0.379,0.259,0.11,0.3823,0.1793,0.0782,0.105,6
0.612,0.485,0.105,1.3567,0.6241,0.3069,0.346,10
0.495,0.369,0.125,0.8142,0.4026,0.2068,0.2,5
0.548,0.419,0.137,0.6943,0.3908,0.1305,0.123,8
0.613,0.486,0.121,0.9478,0.2749,0.2583,0.359,13
0.456,0.348,0.117,0.5415,0.2389,0.1302,0.13,8
0.646,0.489,0.149,1.1562,0.5422,0.2821,0.29,10
0.383,0.28,0.139,0.1734,0.0734,0.0689,0.059,8
0.255,0.214,0.058,0.1657,0.0424,0.0452,0.06,5
0.545,0.439,0.134,0.8385,0.2877,0.1268,0.32,10
0.606,0.501,0.152,1.1686,0.5244,0.2611,0.306,11
0.54,0.428,0.123,0.8115,0.267,0.1898,0.251,11
0.665,0.529,0.178,1.3121,0.5648,0.252,0.419,15
0.635,0.501,0.157,0.9944,0.3925,0.2215,0.302,8
0.553,0.446,0.12,0.8667,0.315,0.1777,0.283,10
0.629,0.476,0.159,1.1752,0.4685,0.2557,0.396,9
0.348,0.253,0.124,0.2232,0.0799,0.0861,0.079,5
0.518,0.409,0.152,0.6413,0.2291,0.1724,0.219,15
0.617,0.482,0.174,0.825,0.34,0.1573,0.28,16
0.709,0.562,0.206,1.7945,0.7218,0.3578,0.533,17
0.612,0.47,0.16,1.0257,0.448,0.2112,0.283,10
0.711,0.562,0.192,1.4736,0.6544,0.363,0.376,10
0.496,0.408,0.152,0.7903,0.3212,0.1699,0.225,7
0.633,0.479,0.16,1.272,0.5627,0.2577,0.417,9
0.619,0.507,0.185,1.6066,0.566,0.3409,0.535,15
0.762,0.608,0.249,2.3803,1.0646,0.4375,0.855,16
0.617,0.479,0.133,1.1946,0.4656,0.3098,0.359,11
0.636,0.495,0.187,1.0697,0.4574,0.2414,0.292,6
0.357,0.273,0.126,0.1422,0.1195,0.031,0.034,6
0.593,0.459,0.131,1.0454,0.5181,0.1734,0.309,11
0.306,0.241,0.116,0.1635,0.0723,0.0265,0.073,10
0.556,0.428,0.138,0.381,0.1318,0.0681,0.163,13
0.553,0.417,0.104,0.8398,0.4798,0.1409,0.2,8
0.513,0.411,0.114,0.671,0.2935,0.1128,0.246,11
0.366,0.249,0.127,0.136,0.0488,0.0311,0.058,12
0.342,0.233,0.061,0.2104,0.2226,0.0618,0.017,6
0.585,0.443,0.156,0.8746,0.4497,0.1736,0.185,6
0.519,0.409,0.14,0.6745,0.2751,0.1266,0.242,8
0.495,0.38,0.141,0.7528,0.2954,0.121,0.269,10
0.537,0.41,0.123,0.7678,0.4546,0.123,0.148,9
0.61,0.466,0.185,1.3927,0.6195,0.3141,0.448,11
0.529,0.408,0.153,0.9055,0.4339,0.1579,0.283,8
0.643,0.511,0.158,1.359,0.5507,0.3333,0.375,16
0.442,0.354,0.124,0.5173,0.1829,0.1295,0.149,9
0.617,0.479,0.131,1.0872,0.5818,0.1932,0.267,4
0.401,0.345,0.081,0.4411,0.2333,0.1007,0.09,6
0.505,0.404,0.17,0.826,0.311,0.2031,0.244,13
0.539,0.46,0.14,1.0952,0.3369,0.2357,0.408,11
0.513,0.382,0.081,0.5356,0.3656,0.0504,0.155,6
0.62,0.484,0.157,1.0286,0.5236,0.2027,0.231,10
0.521,0.417,0.145,0.7388,0.3012,0.1392,0.225,9
0.54,0.43,0.089,0.8351,0.4557,0.1957,0.15,9
0.521,0.402,0.171,0.7891,0.392,0.1643,0.204,7
0.607,0.451,0.176,1.4793,0.7269,0.3444,0.336,9
0.514,0.401,0.091,0.5205,0.2975,0.1196,0.101,7
0.529,0.408,0.122,1.2655,0.5705,0.2691,0.344,11
0.571,0.452,0.181,1.0025,0.4626,0.2066,0.281,10
0.447,0.342,0.111,0.4235,0.1432,0.1026,0.134,9
0.485,0.392,0.156,0.7422,0.2763,0.1629,0.241,11
0.577,0.471,0.147,1.0832,0.3204,0.2196,0.379,12
0.353,0.257,0.116,0.302,0.1081,0.0783,0.105,7
0.368,0.285,0.126,0.1239,0.0314,0.0304,0.048,8
0.629,0.506,0.187,1.509,0.6612,0.3167,0.458,11
0.504,0.417,0.1,0.5272,0.143,0.1601,0.161,9
0.62,0.498,0.199,1.4613,0.4791,0.298,0.515,24
0.601,0.477,0.197,1.2288,0.5862,0.2586,0.308,11
0.535,0.426,0.066,0.3382,0.113,0.099,0.088,8
0.601,0.476,0.175,0.952,0.3998,0.1503,0.328,9
0.64,0.494,0.171,1.6216,0.7092,0.3319,0.465,16
0.483,0.376,0.099,0.5357,0.2148,0.1278,0.123,10
0.489,0.363,0.127,0.5044,0.2395,0.1178,0.146,11
0.47,0.416,0.136,0.6442,0.181,0.0925,0.275,15
0.452,0.364,0.12,0.6222,0.2193,0.1042,0.244,12
0.6,0.462,0.155,0.8528,0.3344,0.1708,0.269,14
0.628,0.49,0.166,1.0404,0.4077,0.2329,0.323,11
0.271,0.209,0.1,0.1143,0.0655,0.0304,0.021,5
0.611,0.48,0.157,1.2179,0.5268,0.2818,0.356,9
0.647,0.513,0.185,1.2502,0.5193,0.2875,0.339,11
0.507,0.385,0.155,0.2662,0.0778,0.0734,0.111,8
0.641,0.502,0.18,1.0187,0.3693,0.1648,0.377,17
0.402,0.271,0.121,0.3497,0.2128,0.0946,0.081,7
0.649,0.497,0.162,1.3927,0.8001,0.2752,0.32,12
0.579,0.452,0.135,1.3307,0.519,0.3305,0.382,12
0.529,0.424,0.142,0.5978,0.2715,0.1742,0.152,7
0.602,0.467,0.173,1.0032,0.4137,0.2116,0.285,16
0.316,0.248,0.115,0.0863,0.0219,0.0305,0.034,9
0.437,0.362,0.111,0.3672,0.0901,0.0496,0.202,11
0.683,0.528,0.211,1.687,0.7856,0.3642,0.47,11
0.466,0.372,0.111,0.3285,0.1413,0.0844,0.129,11
0.691,0.545,0.177,1.5252,0.6411,0.3213,0.43,10
0.208,0.137,0.066,0.0751,0.0311,0.0223,0.026,6
0.401,0.323,0.124,0.3212,0.1667,0.052,0.117,9
0.426,0.313,0.06,0.1967,0.1336,0.1014,0.036,6
0.651,0.507,0.158,1.2531,0.6782,0.2583,0.255,7
0.656,0.525,0.155,1.2999,0.5235,0.3208,0.388,10
0.481,0.374,0.137,0.3354,0.0967,0.0879,0.114,11
0.558,0.437,0.124,0.9202,0.3767,0.2124,0.253,9
0.409,0.333,0.087,0.5188,0.2887,0.0614,0.112,8
0.698,0.536,0.196,1.3324,0.6609,0.2818,0.349,10
0.3,0.206,0.082,0.0727,0.0312,0.011,0.035,7
0.406,0.28,0.076,0.2375,0.1809,0.0673,0.046,5
0.47,0.411,0.146,0.6991,0.2216,0.126,0.281,12
0.632,0.477,0.189,1.2077,0.4993,0.2453,0.354,12
0.352,0.254,0.069,0.383,0.1308,0.0911,0.135,8
0.515,0.409,0.124,0.7299,0.3517,0.1599,0.188,9
0.44,0.361,0.079,0.344,0.1275,0.0824,0.108,9
0.654,0.522,0.17,1.2331,0.4383,0.2405,0.43,11
0.699,0.577,0.182,1.7423,0.6238,0.3383,0.568,19
0.587,0.477,0.104,0.8506,0.3899,0.1356,0.23,10
0.733,0.585,0.207,1.9154,0.7914,0.3853,0.55,19
0.627,0.487,0.174,1.2296,0.5318,0.2826,0.301,11
0.553,0.418,0.151,1.2357,0.5683,0.2467,0.329,11
0.632,0.499,0.17,1.1473,0.532,0.2527,0.291,14
0.637,0.504,0.176,1.4144,0.5211,0.3542,0.428,11
0.498,0.359,0.096,0.3874,0.2234,0.0765,0.069,9
0.282,0.211,0.071,0.0944,0.0483,0.0269,0.02,4
0.376,0.259,0.096,0.485,0.1434,0.1706,0.144,10
0.507,0.386,0.092,0.3887,0.1735,0.0976,0.102,4
0.26,0.165,0.066,0.037,0.0096,0.0128,0.013,9
0.579,0.443,0.114,0.896,0.3193,0.1723,0.317,10
0.553,0.438,0.191,0.7742,0.3257,0.1578,0.226,9
0.544,0.421,0.138,0.2834,0.0984,0.044,0.162,8
0.605,0.476,0.169,1.4645,0.6761,0.3291,0.397,8
0.611,0.493,0.152,1.3415,0.585,0.2848,0.427,9
0.557,0.437,0.158,0.9323,0.3466,0.212,0.273,10
0.382,0.302,0.054,0.2814,0.1991,0.0508,0.054,8
0.701,0.555,0.195,1.3686,0.6026,0.2729,0.445,14
0.514,0.403,0.138,0.8843,0.4172,0.1667,0.263,8
0.461,0.373,0.132,0.7813,0.283,0.1368,0.238,11
0.585,0.467,0.164,1.3199,0.5398,0.3021,0.379,10
0.436,0.316,0.123,0.2748,0.1108,0.044,0.104,9
0.465,0.335,0.136,0.3488,0.1742,0.0607,0.112,6
0.138,0.104,0.056,0.0333,0.001,0.021,0.018,6
0.491,0.373,0.127,0.5924,0.227,0.1307,0.165,9
0.519,0.4,0.139,0.5409,0.1742,0.1748,0.152,10
0.592,0.467,0.162,0.847,0.4579,0.1323,0.203,9
0.271,0.218,0.103,0.1111,0.0447,0.0233,0.048,7
0.391,0.294,0.055,0.3283,0.2012,0.0423,0.093,8
0.622,0.483,0.227,1.3828,0.6776,0.2812,0.368,15
0.716,0.546,0.195,1.7455,0.7438,0.3958,0.449,20
0.382,0.262,0.089,0.1982,0.115,0.0489,0.067,6
0.602,0.442,0.157,0.97,0.4496,0.2403,0.262,8
0.717,0.556,0.192,2.1054,0.8047,0.4366,0.582,14
0.423,0.334,0.117,0.3942,0.175,0.0883,0.094,7
0.579,0.467,0.102,0.8848,0.4171,0.2241,0.217,7
0.354,0.28,0.104,0.1477,0.0491,0.037,0.066,10
0.575,0.446,0.174,0.89,0.3461,0.1562,0.341,9
0.362,0.272,0.116,0.2463,0.0957,0.0776,0.084,10
0.602,0.475,0.157,0.7887,0.3128,0.1553,0.235,8
0.587,0.464,0.187,1.0924,0.4759,0.2658,0.281,9
0.504,0.375,0.165,0.5878,0.2878,0.175,0.133,6
0.384,0.298,0.099,0.4741,0.1745,0.1174,0.154,9
0.444,0.327,0.135,0.6489,0.3634,0.1574,0.155,6
0.37,0.284,0.127,0.5028,0.2083,0.1202,0.136,8
0.606,0.474,0.144,0.9652,0.3297,0.1571,0.351,15
0.493,0.406,0.125,0.5584,0.1616,0.1138,0.207,8
0.659,0.531,0.177,1.8181,0.7475,0.3737,0.505,12
0.487,0.383,0.134,0.7399,0.2938,0.1806,0.21,10
0.66,0.521,0.179,1.3595,0.4621,0.3712,0.422,13
0.632,0.489,0.173,1.0833,0.4914,0.1835,0.342,21
0.376,0.307,0.115,0.3831,0.2145,0.0887,0.099,6
0.5,0.364,0.103,0.3496,0.1177,0.0811,0.114,9
0.586,0.456,0.189,1.0762,0.4068,0.266,0.317,9
0.572,0.45,0.171,0.7644,0.3821,0.204,0.165,9
0.504,0.384,0.144,0.5153,0.1781,0.0722,0.181,17
0.658,0.52,0.19,1.3452,0.7237,0.2803,0.323,8
0.656,0.519,0.152,1.3979,0.7369,0.2579,0.337,10
0.571,0.476,0.159,1.0632,0.3429,0.244,0.346,11
0.674,0.549,0.188,1.304,0.3932,0.2804,0.469,24
0.595,0.473,0.154,1.1785,0.3427,0.3133,0.399,16
0.353,0.218,0.104,0.2101,0.0896,0.0602,0.085,11
0.658,0.519,0.169,1.275,0.558,0.3001,0.34,11
0.467,0.362,0.103,0.4661,0.2158,0.1098,0.116,7
0.466,0.353,0.118,0.6049,0.2589,0.0919,0.203,10
0.372,0.333,0.12,0.483,0.2454,0.0726,0.156,7
0.579,0.455,0.158,0.9953,0.3936,0.2104,0.32,10
0.656,0.517,0.182,1.3291,0.4534,0.3063,0.477,19
0.272,0.221,0.07,0.2847,0.118,0.0374,0.123,11
0.54,0.42,0.171,0.9841,0.3749,0.1679,0.34,9
0.513,0.366,0.119,0.527,0.2452,0.1144,0.134,11
0.483,0.354,0.155,0.6884,0.3399,0.1472,0.175,9
0.431,0.327,0.089,0.3525,0.2291,0.0619,0.061,6
0.564,0.454,0.126,0.8682,0.3458,0.1852,0.256,16
0.596,0.481,0.161,0.9538,0.3884,0.2409,0.258,10
0.455,0.349,0.159,0.956,0.3576,0.1945,0.298,10
0.627,0.477,0.17,1.0376,0.4344,0.2345,0.29,13
0.719,0.567,0.215,1.8408,0.9157,0.4408,0.428,11
0.485,0.365,0.124,1.0761,0.5194,0.2088,0.26,9
