X2,X3,X4,X5,X6,X7,X8,X9
0.714,0.566,0.196,2.0027,0.8081,0.4731,0.54,19
0.537,0.425,0.123,0.8873,0.4144,0.1616,0.221,10
0.537,0.41,0.144,0.6812,0.3267,0.1391,0.181,7
0.444,0.337,0.115,0.2887,0.1471,0.0477,0.093,8
0.534,0.392,0.141,0.48,0.1933,0.0874,0.156,10
0.241,0.152,0.03,0.1074,0.0983,0.016,0.008,3
0.554,0.424,0.146,0.5193,0.2629,0.0928,0.135,7
0.185,0.132,0.064,0.0911,0.0611,0.0258,0.004,7
0.59,0.483,0.149,1.0394,0.3978,0.2191,0.283,10
0.484,0.355,0.11,0.1997,0.0966,0.0407,0.056,8
0.628,0.494,0.16,0.9976,0.282,0.183,0.365,16
0.391,0.294,0.131,0.1829,0.0503,0.0287,0.107,6
0.536,0.438,0.157,0.5885,0.2742,0.1651,0.16,7
0.617,0.477,0.18,1.2297,0.5945,0.2965,0.279,14
0.418,0.313,0.082,0.2621,0.0975,0.0498,0.111,6
0.542,0.419,0.153,0.7022,0.3234,0.1192,0.18,11
0.36,0.258,0.068,0.2767,0.1225,0.1019,0.044,6
0.561,0.436,0.149,0.8622,0.3867,0.2257,0.192,9
0.534,0.408,0.152,0.4896,0.3045,0.1468,0.085,3
0.514,0.39,0.165,0.8066,0.2697,0.2151,0.255,8
0.533,0.422,0.119,0.8294,0.3563,0.1354,0.274,11
0.555,0.407,0.126,0.9907,0.4806,0.1996,0.254,10
0.558,0.427,0.171,0.7065,0.3388,0.1077,0.214,11
0.563,0.457,0.138,0.9862,0.3974,0.1892,0.342,9
0.631,0.502,0.163,0.9964,0.4763,0.1766,0.26,11
0.456,0.349,0.092,0.2727,0.1375,0.0474,0.086,6
0.417,0.321,0.1,0.2585,0.1159,0.0538,0.07,4
0.416,0.325,0.1,0.2712,0.1053,0.0486,0.106,11
0.541,0.412,0.138,0.7956,0.4702,0.1281,0.213,9
0.465,0.389,0.145,0.342,0.1596,0.0397,0.152,6
0.491,0.375,0.161,0.5878,0.1916,0.122,0.215,9
0.645,0.492,0.174,1.2591,0.5108,0.3038,0.335,9
0.623,0.481,0.139,0.9277,0.3765,0.2367,0.278,8
0.66,0.523,0.161,1.5071,0.6741,0.3367,0.374,11
0.652,0.517,0.188,1.4285,0.6139,0.2869,0.405,11
0.534,0.413,0.135,0.8688,0.4048,0.1421,0.269,8
0.543,0.434,0.15,0.9025,0.3659,0.1591,0.283,12
0.505,0.371,0.188,0.9219,0.4101,0.2034,0.246,11
0.569,0.446,0.122,1.1331,0.5139,0.1742,0.356,10
0.173,0.107,0.058,0.0149,0.0245,0.0052,0.002,4
0.539,0.415,0.135,0.759,0.3747,0.166,0.167,6
0.554,0.412,0.131,0.6127,0.2762,0.1226,0.199,8
0.579,0.448,0.133,0.877,0.3431,0.2121,0.258,11
0.411,0.284,0.118,0.3452,0.1659,0.0826,0.104,7
0.5,0.379,0.119,0.7135,0.369,0.1519,0.168,7
0.653,0.505,0.191,1.4599,0.6864,0.3066,0.381,12
0.655,0.517,0.165,1.2675,0.5606,0.2697,0.347,12
0.497,0.378,0.108,0.3539,0.1074,0.0487,0.185,10
0.564,0.424,0.111,0.6944,0.3253,0.123,0.233,10
0.31,0.248,0.115,0.1137,0.0286,0.0419,0.026,10
0.385,0.292,0.091,0.2082,0.0968,0.0445,0.053,7
0.422,0.362,0.092,0.2717,0.0836,0.0329,0.131,9
0.497,0.374,0.102,0.5939,0.3458,0.1334,0.116,7
0.6,0.476,0.15,0.8364,0.382,0.1377,0.255,10
0.597,0.465,0.148,1.3871,0.5937,0.292,0.401,10
0.345,0.262,0.066,0.1328,0.0431,0.0268,0.046,8
0.28,0.217,0.105,0.1572,0.0521,0.045,0.057,7
0.575,0.457,0.155,0.8861,0.3911,0.1809,0.207,8
0.703,0.548,0.187,1.5869,0.6781,0.3347,0.435,7
0.459,0.362,0.141,0.4291,0.1857,0.1131,0.109,7
0.663,0.525,0.2,1.5559,0.6895,0.3032,0.383,14
0.563,0.44,0.161,1.0982,0.479,0.2408,0.302,7
0.566,0.432,0.163,0.7549,0.3584,0.175,0.222,11
0.503,0.366,0.136,0.5444,0.2894,0.096,0.127,9
0.539,0.4,0.109,0.9718,0.5202,0.1788,0.269,9
0.644,0.503,0.164,1.4777,0.5912,0.3053,0.433,14
0.338,0.273,0.104,0.2056,0.0886,0.0849,0.046,8
0.542,0.417,0.155,0.838,0.308,0.1857,0.26,10
0.501,0.369,0.138,0.3599,0.1213,0.0706,0.151,13
0.617,0.473,0.121,1.0428,0.4492,0.1927,0.264,11
0.303,0.208,0.049,0.1267,0.0507,0.0117,0.037,9
0.661,0.535,0.176,1.3077,0.4515,0.2703,0.451,17
0.674,0.539,0.191,1.6226,0.7397,0.3659,0.425,9
0.718,0.552,0.182,1.7467,0.9336,0.3639,0.389,11
0.666,0.516,0.193,1.5433,0.809,0.3624,0.315,10
0.63,0.509,0.185,1.2,0.3458,0.3037,0.42,13
0.526,0.412,0.118,0.6905,0.2904,0.1844,0.192,7
0.355,0.249,0.097,0.195,0.0938,0.0373,0.087,8
0.615,0.481,0.171,0.9075,0.3721,0.1335,0.322,10
0.397,0.329,0.086,0.2559,0.0781,0.041,0.145,10
0.554,0.442,0.16,1.3087,0.5745,0.3104,0.298,17
0.695,0.555,0.224,1.5001,0.6405,0.3291,0.43,11
0.591,0.477,0.171,1.2101,0.4487,0.2435,0.408,11
0.326,0.234,0.11,0.1285,0.035,0.0361,0.038,11
0.616,0.502,0.148,0.9906,0.4239,0.2018,0.283,11
0.566,0.45,0.139,0.7394,0.2896,0.1928,0.237,11
0.576,0.475,0.16,1.003,0.344,0.1704,0.314,15
0.555,0.454,0.157,0.9154,0.4015,0.1984,0.244,10
0.671,0.539,0.213,1.5084,0.6026,0.3722,0.437,16
0.618,0.457,0.151,1.0998,0.3975,0.2774,0.308,9
0.676,0.53,0.187,1.935,0.9615,0.3988,0.515,11
0.397,0.315,0.107,0.3478,0.1053,0.0646,0.128,11
0.436,0.337,0.086,0.3742,0.2868,0.0404,0.058,6
0.635,0.496,0.162,1.5739,0.6988,0.3276,0.424,9
0.559,0.432,0.129,1.0478,0.3979,0.169,0.37,12
0.54,0.405,0.101,0.7067,0.4219,0.1742,0.116,8
0.394,0.337,0.11,0.3516,0.1637,0.0717,0.097,8
0.161,0.086,0.039,0.002,0.001,0.0065,0.002,7
0.489,0.37,0.102,0.5489,0.257,0.1483,0.142,6
0.649,0.517,0.187,1.1884,0.5389,0.2649,0.336,11
0.446,0.358,0.113,0.4707,0.2346,0.0578,0.161,10
0.668,0.532,0.189,1.5237,0.6343,0.3841,0.397,10
0.503,0.372,0.152,0.5936,0.3143,0.1108,0.128,11
0.495,0.414,0.143,0.5307,0.1237,0.1398,0.196,16
0.614,0.486,0.125,0.9944,0.4577,0.2001,0.293,10
0.454,0.34,0.129,0.4863,0.1735,0.1145,0.145,10
0.467,0.351,0.129,0.622,0.2331,0.1455,0.193,10
0.483,0.384,0.139,0.8929,0.3778,0.2692,0.222,6
0.6,0.471,0.16,1.3287,0.5908,0.2794,0.407,10
0.696,0.538,0.188,1.8758,0.9385,0.415,0.457,11
0.437,0.309,0.103,0.299,0.1538,0.0607,0.088,8
0.412,0.324,0.152,0.3854,0.1315,0.0868,0.152,11
0.462,0.366,0.072,0.3522,0.1446,0.0637,0.12,9
0.452,0.36,0.074,0.3955,0.1206,0.1156,0.132,9
0.626,0.472,0.152,1.2078,0.6605,0.2007,0.27,9
0.715,0.56,0.162,1.6394,0.7965,0.3525,0.416,8
0.648,0.517,0.161,1.2729,0.5772,0.2654,0.321,12
0.587,0.479,0.152,1.2709,0.5112,0.3141,0.353,9
0.645,0.516,0.184,1.378,0.6055,0.2945,0.421,9
0.349,0.281,0.061,0.3719,0.142,0.0678,0.129,9
0.335,0.237,0.078,0.1495,0.0917,0.0566,0.021,6
0.434,0.341,0.152,0.2707,0.0483,0.0515,0.187,15
0.646,0.491,0.187,1.3672,0.561,0.2886,0.408,11
0.294,0.224,0.079,0.098,0.0308,0.0204,0.033,8
0.59,0.474,0.127,0.5313,0.1904,0.1418,0.18,9
0.539,0.422,0.158,0.7819,0.3253,0.2148,0.201,12
0.626,0.475,0.149,1.1892,0.6601,0.2343,0.245,3
0.541,0.43,0.13,0.5589,0.2076,0.0902,0.231,8
0.642,0.507,0.144,1.6552,0.6576,0.3948,0.429,12
0.193,0.141,0.067,0.1547,0.1294,0.0263,0.025,4
0.687,0.536,0.188,1.9844,0.9331,0.394,0.621,16
0.587,0.45,0.158,1.0405,0.5167,0.2075,0.275,10
0.588,0.447,0.112,0.6421,0.3519,0.1457,0.122,10
0.552,0.425,0.139,0.6741,0.2373,0.1664,0.198,10
0.294,0.185,0.078,0.0615,0.0262,0.0135,0.023,7
0.492,0.419,0.149,0.7248,0.2522,0.1765,0.188,8
0.566,0.46,0.159,0.8694,0.3834,0.1629,0.272,11
0.656,0.523,0.173,1.2971,0.6279,0.2581,0.35,10
0.471,0.368,0.13,0.698,0.2843,0.1661,0.188,11
0.694,0.549,0.216,1.6498,0.6517,0.3745,0.505,16
0.546,0.434,0.151,0.9492,0.3682,0.2101,0.285,10
0.562,0.441,0.121,0.862,0.369,0.1932,0.24,9
0.308,0.211,0.073,0.132,0.049,0.0322,0.039,7
0.685,0.538,0.177,1.5411,0.6953,0.3733,0.425,11
0.169,0.112,0.042,0.002,0.009,0.0043,0.002,8
0.53,0.425,0.12,0.5441,0.2135,0.1422,0.171,7
0.719,0.578,0.181,1.7545,0.6812,0.365,0.497,16
0.619,0.471,0.147,1.2628,0.43,0.311,0.378,16
0.399,0.323,0.089,0.3074,0.0772,0.104,0.149,9
0.635,0.501,0.173,1.3026,0.5612,0.3128,0.35,10
0.47,0.348,0.117,0.5893,0.2644,0.1433,0.162,9
0.643,0.505,0.21,1.7278,0.9368,0.4001,0.385,11
0.419,0.307,0.133,0.5523,0.2555,0.1488,0.114,6
0.616,0.471,0.153,1.2843,0.594,0.2618,0.356,8
0.517,0.397,0.134,0.3445,0.143,0.0714,0.076,9
0.358,0.285,0.087,0.2453,0.1,0.0275,0.119,10
0.566,0.443,0.14,0.7328,0.2792,0.2313,0.171,11
0.468,0.359,0.151,0.5383,0.2732,0.078,0.147,11
0.598,0.48,0.164,1.2919,0.576,0.2645,0.337,11
0.618,0.491,0.182,1.3961,0.5014,0.3301,0.49,16
0.48,0.371,0.106,0.4638,0.2516,0.1323,0.073,6
0.617,0.498,0.158,1.3139,0.4843,0.3322,0.374,10
0.5,0.385,0.139,0.6695,0.2918,0.1584,0.178,10
0.592,0.457,0.133,1.1309,0.4958,0.1936,0.342,7
0.484,0.363,0.135,0.5751,0.215,0.1403,0.142,8
0.516,0.39,0.079,0.2042,0.0579,0.034,0.14,10
0.527,0.422,0.171,0.9315,0.3705,0.2536,0.256,8
0.547,0.443,0.168,0.7756,0.37,0.1209,0.237,8
0.63,0.48,0.171,0.9453,0.381,0.1855,0.311,15
0.504,0.407,0.129,0.8151,0.2979,0.2033,0.283,8
0.532,0.422,0.154,0.8117,0.2913,0.187,0.255,10
0.659,0.541,0.188,1.5153,0.5831,0.362,0.482,11
0.621,0.484,0.192,1.3594,0.5957,0.2968,0.383,11
0.537,0.401,0.16,0.4516,0.1742,0.1037,0.159,8
0.605,0.483,0.127,1.0785,0.363,0.2111,0.343,14
0.547,0.408,0.152,0.8109,0.2968,0.1698,0.232,9
0.526,0.424,0.15,0.6883,0.3304,0.1295,0.212,10
0.39,0.319,0.091,0.2625,0.1115,0.0442,0.093,7
0.583,0.466,0.149,0.8121,0.3015,0.1323,0.312,11
0.64,0.495,0.136,1.2034,0.6029,0.2429,0.27,9
0.741,0.578,0.198,1.795,0.8963,0.3954,0.436,14
0.56,0.442,0.152,0.5681,0.2603,0.1059,0.165,14
0.657,0.518,0.199,1.1435,0.4619,0.2496,0.36,16
0.575,0.454,0.133,1.2266,0.5161,0.2808,0.321,12
0.63,0.479,0.202,1.2067,0.3724,0.3011,0.381,11
0.673,0.545,0.168,1.7096,0.6594,0.3593,0.53,15
0.734,0.572,0.228,2.3433,1.0877,0.4944,0.677,13
0.539,0.414,0.132,0.4645,0.1422,0.1346,0.131,10
0.603,0.456,0.152,0.9548,0.4758,0.2654,0.206,9
0.437,0.34,0.115,0.3506,0.2069,0.0506,0.112,6
0.457,0.353,0.096,0.7284,0.294,0.1387,0.217,9
0.544,0.455,0.174,0.9425,0.3018,0.1986,0.348,10
0.549,0.438,0.17,1.0965,0.528,0.229,0.262,9
0.653,0.512,0.188,1.327,0.5842,0.2486,0.4,17
0.5,0.397,0.14,0.4856,0.232,0.1132,0.142,8
0.697,0.538,0.206,1.826,0.8083,0.4496,0.492,13
0.7,0.551,0.207,1.8902,0.7357,0.3876,0.639,18
0.617,0.49,0.176,1.212,0.4993,0.1679,0.411,21
0.506,0.389,0.161,0.7972,0.4212,0.12,0.188,9
0.332,0.239,0.126,0.1542,0.0361,0.0389,0.079,11
0.501,0.404,0.116,0.5681,0.1556,0.1616,0.229,7
0.377,0.275,0.131,0.4803,0.2453,0.0961,0.14,9
0.44,0.348,0.087,0.2434,0.1167,0.0349,0.071,13
0.6,0.472,0.159,1.2112,0.599,0.2462,0.251,11
0.331,0.241,0.146,0.4751,0.1516,0.0782,0.16,10
0.512,0.408,0.141,0.8542,0.4197,0.1587,0.203,11
0.65,0.513,0.193,1.3889,0.6486,0.3309,0.352,11
0.646,0.502,0.159,1.2705,0.5996,0.2853,0.335,10
0.681,0.527,0.2,1.6796,0.623,0.323,0.598,23
0.572,0.452,0.153,0.9224,0.3308,0.2017,0.281,9
0.688,0.548,0.219,1.6355,0.5886,0.3954,0.512,16
0.655,0.526,0.205,1.5079,0.6271,0.269,0.484,15
0.495,0.396,0.177,0.8816,0.3646,0.192,0.287,11
0.577,0.451,0.161,1.0862,0.44,0.2317,0.301,16
0.594,0.456,0.151,0.6803,0.2994,0.1281,0.241,9
0.551,0.439,0.152,0.7859,0.3755,0.191,0.179,8
0.611,0.477,0.163,1.2546,0.6143,0.2436,0.339,10
0.573,0.45,0.144,0.9206,0.3461,0.1402,0.318,13
0.271,0.211,0.093,0.1393,0.0514,0.0298,0.044,6
0.35,0.258,0.087,0.1887,0.0843,0.0302,0.08,6
0.413,0.31,0.074,0.2175,0.0828,0.0459,0.071,9
0.369,0.302,0.095,0.189,0.1092,0.0431,0.054,6
0.475,0.357,0.155,0.3924,0.0711,0.059,0.251,16
0.149,0.072,0.064,0.0347,0.0078,0.0066,0.018,7
0.591,0.466,0.157,0.7648,0.4315,0.1638,0.182,6
0.638,0.508,0.176,1.3206,0.5679,0.2428,0.421,15
0.662,0.518,0.193,1.3594,0.5579,0.2812,0.462,16
0.681,0.529,0.189,1.4412,0.6552,0.3219,0.368,9
0.615,0.481,0.174,1.5526,0.7249,0.3084,0.401,8
0.561,0.431,0.154,0.4988,0.2751,0.1114,0.094,8
0.204,0.133,0.003,0.0275,0.029,0.014,0.002,3
0.472,0.336,0.122,0.387,0.2299,0.0636,0.097,6
0.694,0.551,0.187,1.8139,0.852,0.3918,0.495,11
0.779,0.615,0.209,2.5337,1.2066,0.5797,0.833,14
0.427,0.305,0.121,0.4441,0.1735,0.1006,0.119,9
0.513,0.397,0.154,1.0147,0.48,0.1975,0.282,8
0.561,0.448,0.152,0.6666,0.2684,0.1668,0.164,11
0.588,0.471,0.131,0.9099,0.3284,0.1664,0.31,9
0.553,0.419,0.13,0.6305,0.22,0.1253,0.269,13
0.251,0.171,0.063,0.2143,0.1567,0.048,0.037,4
0.512,0.407,0.149,1.229,0.505,0.2776,0.367,13
0.447,0.343,0.102,0.3254,0.1206,0.0985,0.1,8
0.391,0.334,0.109,0.3659,0.1066,0.0733,0.142,8
0.598,0.457,0.145,1.3243,0.6669,0.3041,0.32,9
0.365,0.298,0.061,0.2077,0.1573,0.0404,0.043,5
0.578,0.45,0.16,0.5721,0.2695,0.102,0.199,13
0.455,0.334,0.111,0.4466,0.1684,0.0827,0.132,6
0.491,0.353,0.164,0.6926,0.3386,0.1428,0.194,11
0.463,0.32,0.126,0.3763,0.1726,0.1013,0.112,7
0.614,0.473,0.164,1.2201,0.4883,0.2572,0.358,11
0.492,0.373,0.102,0.4453,0.1248,0.0838,0.196,10
0.558,0.41,0.127,1.1952,0.7413,0.1986,0.259,7
0.511,0.381,0.14,0.3704,0.1329,0.0325,0.209,9
0.672,0.54,0.169,1.3437,0.5464,0.313,0.426,15
0.609,0.487,0.17,0.9369,0.3708,0.1362,0.341,13
0.316,0.264,0.064,0.4476,0.2215,0.0977,0.099,6
0.63,0.504,0.154,1.0602,0.4225,0.206,0.307,12
0.49,0.379,0.111,0.7162,0.3244,0.1642,0.192,8
0.606,0.488,0.172,0.9471,0.4522,0.1866,0.273,15
0.695,0.544,0.196,1.8843,0.8044,0.3785,0.551,15
0.272,0.205,0.093,0.1623,0.0487,0.0319,0.077,9
0.492,0.382,0.14,0.3839,0.1366,0.0904,0.091,9
0.364,0.252,0.072,0.1766,0.0823,0.0433,0.058,8
0.553,0.415,0.147,0.7683,0.4057,0.1776,0.182,9
0.561,0.426,0.155,0.8166,0.4291,0.1715,0.223,9
0.548,0.433,0.16,0.935,0.4586,0.2068,0.245,9
0.268,0.195,0.08,0.1859,0.0461,0.0297,0.128,6
0.383,0.273,0.116,0.1258,0.0377,0.0419,0.03,8
0.617,0.478,0.159,1.3089,0.5842,0.3003,0.342,12
0.628,0.498,0.165,1.3815,0.6675,0.3271,0.334,8
0.582,0.469,0.158,0.8939,0.3793,0.2108,0.267,8
0.36,0.29,0.076,0.1843,0.0527,0.041,0.081,10
0.322,0.223,0.078,0.0958,0.0688,0.0157,0.02,5
0.347,0.292,0.088,0.1703,0.0677,0.0334,0.061,8
0.376,0.285,0.128,0.1444,0.0592,0.0187,0.051,6
0.551,0.433,0.159,0.9022,0.2591,0.1871,0.348,13
0.403,0.343,0.127,0.5391,0.3012,0.123,0.118,6
0.574,0.454,0.153,1.1256,0.4653,0.2748,0.245,13
0.576,0.467,0.146,0.93,0.3332,0.2121,0.326,10
0.545,0.406,0.151,0.7014,0.4323,0.1481,0.155,8
0.513,0.402,0.145,0.7142,0.2704,0.0871,0.315,7
0.517,0.392,0.176,0.5619,0.3284,0.1065,0.162,9
0.6,0.477,0.162,1.0234,0.4678,0.2137,0.296,12
0.675,0.541,0.18,1.6578,0.6977,0.3366,0.466,11
0.707,0.566,0.175,1.7649,0.7131,0.3778,0.48,12
0.54,0.425,0.156,1.0662,0.4154,0.2679,0.274,7
0.576,0.461,0.136,0.8874,0.3382,0.1744,0.252,10
0.682,0.535,0.203,1.725,0.6677,0.3348,0.537,10
0.656,0.52,0.179,1.8079,0.7266,0.3934,0.532,14
0.577,0.474,0.167,1.005,0.3788,0.2427,0.297,11
0.672,0.523,0.201,1.3132,0.492,0.3743,0.341,17
0.649,0.493,0.156,1.3058,0.6721,0.3219,0.286,10
0.589,0.451,0.162,1.1846,0.5097,0.259,0.293,11
0.594,0.459,0.168,1.3203,0.5828,0.2789,0.385,11
0.621,0.481,0.17,1.2122,0.4697,0.2446,0.369,10
0.666,0.528,0.195,1.5753,0.6484,0.4051,0.439,16
0.639,0.497,0.181,1.4913,0.6626,0.359,0.365,17
0.609,0.465,0.173,1.2697,0.6305,0.2943,0.307,6
0.609,0.469,0.154,1.1871,0.533,0.2533,0.335,10
0.452,0.341,0.097,0.4616,0.2094,0.0984,0.125,6
0.613,0.472,0.155,0.9133,0.3544,0.2098,0.254,19
0.267,0.181,0.043,0.0887,0.0746,0.0238,0.007,5
0.64,0.508,0.189,1.5536,0.6906,0.3648,0.421,14
0.655,0.518,0.171,1.43,0.6372,0.3169,0.323,10
0.497,0.398,0.14,0.3857,0.1049,0.0604,0.208,9
0.761,0.6,0.208,2.4025,1.1519,0.5509,0.692,11
0.51,0.382,0.141,0.4571,0.2235,0.0932,0.144,9
0.641,0.496,0.195,0.9923,0.3604,0.2422,0.299,14
0.57,0.447,0.153,0.8812,0.3669,0.1639,0.257,8
0.514,0.38,0.12,0.5529,0.2171,0.1194,0.172,15
0.662,0.518,0.186,1.3487,0.6523,0.324,0.33,8
0.587,0.455,0.133,0.897,0.5046,0.1463,0.224,9
0.539,0.416,0.146,0.7207,0.3707,0.1918,0.149,5
0.722,0.557,0.213,1.7109,0.8846,0.3651,0.435,11
0.445,0.349,0.073,0.3008,0.097,0.0561,0.127,9
0.613,0.498,0.16,1.2135,0.4959,0.2804,0.332,15
0.362,0.292,0.079,0.3814,0.115,0.058,0.165,7
0.556,0.413,0.155,0.5286,0.2572,0.0892,0.217,10
0.385,0.278,0.103,0.4011,0.1876,0.1246,0.096,8
0.655,0.506,0.198,1.3246,0.6604,0.2472,0.327,9
0.595,0.454,0.161,1.3375,0.606,0.3136,0.357,11
0.653,0.511,0.175,1.0558,0.4753,0.2154,0.29,11
0.411,0.298,0.101,0.3573,0.1976,0.0683,0.098,9
0.632,0.484,0.135,1.3552,0.5648,0.3419,0.355,9
0.328,0.237,0.086,0.2785,0.1344,0.0624,0.092,6
0.47,0.331,0.106,0.4896,0.2113,0.0937,0.15,11
0.564,0.447,0.15,0.7634,0.2652,0.1884,0.241,11
0.411,0.318,0.093,0.4878,0.2472,0.1016,0.155,8
0.495,0.394,0.116,0.9021,0.3336,0.188,0.282,9
0.619,0.477,0.167,1.1272,0.5815,0.27,0.248,9
0.172,0.112,0.08,0.0703,0.0293,0.0066,0.014,7
0.593,0.464,0.167,1.0066,0.3907,0.209,0.302,13
0.256,0.18,0.068,0.0926,0.0352,0.0279,0.019,7
0.363,0.296,0.113,0.5158,0.1206,0.127,0.209,10
0.46,0.332,0.12,0.4072,0.3249,0.0567,0.08,7
0.636,0.491,0.162,1.1431,0.4248,0.2698,0.341,16
0.583,0.457,0.121,1.0256,0.4273,0.2133,0.294,11
0.7,0.542,0.194,1.7347,0.7272,0.316,0.51,10
0.466,0.343,0.107,0.3219,0.1849,0.0691,0.092,5
0.589,0.446,0.094,0.8129,0.3484,0.1857,0.239,14
0.617,0.481,0.141,0.9466,0.4013,0.1581,0.265,11
0.407,0.302,0.131,0.3811,0.1778,0.0532,0.114,9
0.51,0.392,0.145,0.8589,0.3169,0.1396,0.303,9
0.571,0.456,0.153,0.6627,0.2291,0.1469,0.243,20
0.605,0.467,0.161,1.0155,0.4877,0.1839,0.244,9
0.651,0.517,0.171,1.4106,0.6753,0.3138,0.367,7
0.347,0.297,0.127,0.216,0.0805,0.0584,0.077,6
0.664,0.526,0.228,1.5306,0.6278,0.3341,0.452,13
0.486,0.367,0.153,0.6044,0.333,0.1598,0.166,7
0.648,0.5,0.164,1.3555,0.6138,0.3062,0.347,11
0.412,0.315,0.115,0.3001,0.0872,0.0593,0.153,12
0.36,0.265,0.075,0.3091,0.132,0.091,0.095,8
0.574,0.453,0.155,1.1546,0.441,0.2394,0.364,13
0.578,0.456,0.161,1.0824,0.4646,0.2077,0.325,11
0.55,0.444,0.153,0.6518,0.2992,0.0864,0.217,15
0.611,0.483,0.122,0.8973,0.3044,0.1683,0.291,12
0.502,0.42,0.145,0.6363,0.2596,0.1133,0.191,8
0.701,0.551,0.184,1.7084,0.7028,0.4747,0.457,9
0.45,0.351,0.124,0.5052,0.196,0.0769,0.208,10
0.432,0.346,0.098,0.3881,0.1502,0.1202,0.115,7
0.6,0.454,0.136,0.8813,0.3649,0.1688,0.261,10
0.386,0.293,0.097,0.2182,0.1031,0.0545,0.082,7
0.724,0.575,0.196,2.09,0.8623,0.4571,0.62,10
