X2,X3,X4,X5,X6,X7,X8,X9
0.612,0.474,0.136,1.4084,0.7056,0.2714,0.405,9
0.528,0.415,0.158,0.6514,0.2824,0.1282,0.15,7
0.53,0.416,0.159,0.8545,0.4355,0.1775,0.202,7
0.534,0.427,0.146,0.4775,0.1181,0.1273,0.206,13
0.677,0.551,0.175,1.6637,0.6787,0.3867,0.463,17
0.611,0.49,0.166,0.8292,0.475,0.1886,0.146,7
0.598,0.474,0.148,1.2512,0.4627,0.249,0.39,12
0.558,0.447,0.123,0.7711,0.266,0.1382,0.272,11
0.486,0.374,0.063,0.3227,0.1845,0.0445,0.09,6
0.711,0.559,0.199,1.3491,0.6317,0.3225,0.338,12
0.621,0.498,0.146,1.1309,0.5178,0.2135,0.33,16
0.638,0.498,0.152,1.376,0.5571,0.3365,0.358,20
0.61,0.461,0.18,1.164,0.5265,0.3311,0.254,9
0.457,0.363,0.139,0.4966,0.1732,0.1574,0.116,16
0.526,0.366,0.154,0.6319,0.2763,0.1832,0.149,9
0.254,0.177,0.098,0.2985,0.1695,0.0616,0.065,5
0.691,0.547,0.186,1.7282,0.6112,0.364,0.554,14
0.618,0.485,0.174,0.7092,0.2993,0.2005,0.162,8
0.554,0.436,0.158,0.7975,0.3979,0.1775,0.175,9
0.521,0.383,0.139,0.4596,0.2693,0.0881,0.116,6
0.532,0.424,0.152,1.1273,0.4907,0.2561,0.292,10
0.639,0.5,0.131,1.3022,0.6152,0.289,0.328,9
0.39,0.312,0.126,0.401,0.1772,0.0828,0.16,6
0.566,0.435,0.134,1.0223,0.458,0.227,0.267,8
0.571,0.425,0.164,1.052,0.4779,0.2326,0.275,8
0.541,0.416,0.153,1.0478,0.4766,0.2411,0.28,10
0.741,0.595,0.221,2.4674,1.1058,0.5096,0.912,25
0.56,0.44,0.147,1.0853,0.4858,0.2211,0.292,8
0.535,0.399,0.132,0.4779,0.2839,0.0846,0.116,9
0.652,0.52,0.187,1.3125,0.495,0.2635,0.429,23
0.39,0.311,0.152,0.4208,0.1804,0.1245,0.12,8
0.617,0.491,0.147,1.1652,0.5225,0.2565,0.286,11
0.478,0.381,0.139,0.7401,0.2545,0.1289,0.272,9
0.485,0.394,0.099,0.5893,0.2821,0.1059,0.159,8
0.645,0.507,0.158,1.1153,0.5861,0.1851,0.303,8
0.511,0.376,0.124,0.378,0.1858,0.07,0.1,7
0.615,0.489,0.165,1.1652,0.5576,0.2021,0.332,11
0.618,0.478,0.146,1.0392,0.5191,0.23,0.253,10
0.305,0.218,0.059,0.1464,0.1332,0.0311,0.021,5
0.604,0.482,0.18,1.1566,0.4079,0.2545,0.386,10
0.512,0.39,0.107,0.662,0.27,0.1265,0.182,8
0.386,0.292,0.091,0.3513,0.1355,0.062,0.113,10
0.402,0.298,0.145,0.5332,0.2013,0.0771,0.252,10
0.528,0.409,0.1,0.5385,0.1949,0.1145,0.2,11
0.477,0.397,0.105,0.3784,0.1331,0.0673,0.161,10
0.423,0.337,0.101,0.193,0.0914,0.0271,0.074,11
0.51,0.374,0.137,0.5619,0.3465,0.0854,0.107,8
0.559,0.421,0.147,0.8568,0.4686,0.2157,0.165,7
0.464,0.367,0.162,0.393,0.1747,0.0906,0.128,8
0.287,0.238,0.085,0.1821,0.1096,0.0286,0.077,7
0.642,0.49,0.135,1.194,0.5804,0.3184,0.234,10
0.549,0.447,0.152,0.5658,0.1718,0.1308,0.273,10
0.488,0.376,0.102,0.389,0.0941,0.119,0.134,9
0.536,0.406,0.174,0.8931,0.3909,0.166,0.259,9
0.437,0.351,0.116,0.4104,0.2288,0.0642,0.115,8
0.639,0.502,0.173,1.4202,0.5866,0.3365,0.41,6
0.609,0.48,0.149,1.3581,0.5586,0.3031,0.398,13
0.634,0.506,0.184,1.5654,0.6686,0.3168,0.446,11
0.615,0.487,0.178,1.5434,0.6651,0.2997,0.466,17
0.566,0.45,0.178,0.8647,0.3617,0.1429,0.291,15
0.328,0.226,0.141,0.1835,0.0985,0.0397,0.07,6
0.643,0.506,0.189,1.4575,0.6282,0.3249,0.397,12
0.627,0.508,0.152,1.544,0.6983,0.2969,0.446,14
0.521,0.394,0.109,0.4061,0.1128,0.071,0.2,12
0.466,0.34,0.102,0.6353,0.2652,0.1281,0.181,10
0.612,0.488,0.152,0.8207,0.3588,0.1592,0.22,8
0.526,0.435,0.126,0.7622,0.2703,0.1837,0.228,10
0.464,0.34,0.148,0.3425,0.1469,0.1012,0.095,8
0.584,0.455,0.153,0.8845,0.4646,0.218,0.165,10
0.515,0.413,0.157,0.8542,0.3138,0.1676,0.269,14
0.665,0.54,0.172,1.7583,0.6461,0.3183,0.622,19
0.522,0.387,0.102,0.6015,0.2691,0.1531,0.14,10
0.637,0.518,0.178,1.2575,0.4913,0.2358,0.414,16
0.372,0.312,0.097,0.4376,0.2397,0.0728,0.129,6
0.576,0.446,0.132,0.8157,0.4552,0.193,0.163,7
0.558,0.416,0.154,1.2085,0.5723,0.2394,0.309,7
0.431,0.298,0.119,0.3681,0.2312,0.0601,0.066,11
0.429,0.308,0.079,0.3911,0.1265,0.0758,0.157,8
0.38,0.286,0.106,0.2566,0.1223,0.0337,0.117,6
0.315,0.231,0.095,0.0871,0.0392,0.0079,0.031,6
0.553,0.402,0.118,0.5434,0.2544,0.1328,0.142,10
0.572,0.458,0.104,1.0776,0.4486,0.227,0.3,10
0.419,0.328,0.074,0.3675,0.1706,0.0647,0.117,6
0.313,0.277,0.095,0.3386,0.1013,0.0973,0.127,7
0.402,0.296,0.101,0.2141,0.132,0.0474,0.056,6
0.607,0.481,0.168,1.1874,0.4497,0.2909,0.432,9
0.714,0.562,0.188,1.7181,0.6767,0.3651,0.51,13
0.578,0.444,0.152,0.7997,0.3788,0.1763,0.191,9
0.506,0.374,0.146,0.4921,0.2757,0.1176,0.105,6
0.487,0.382,0.159,0.8046,0.3851,0.2502,0.156,7
0.502,0.375,0.091,0.527,0.253,0.0921,0.143,9
0.463,0.355,0.145,0.3314,0.2009,0.0433,0.123,8
0.219,0.19,0.066,0.1027,0.0278,0.0188,0.052,8
0.419,0.313,0.097,0.4623,0.2949,0.1005,0.06,8
0.611,0.48,0.134,0.9674,0.3829,0.1888,0.309,11
0.462,0.363,0.115,0.9547,0.3982,0.2193,0.258,9
0.352,0.278,0.123,0.1903,0.12,0.0218,0.085,8
0.362,0.283,0.126,0.2157,0.1464,0.0583,0.043,5
0.45,0.352,0.133,0.3245,0.1267,0.0768,0.108,7
0.632,0.501,0.171,1.2806,0.5327,0.2816,0.345,11
0.623,0.489,0.179,0.699,0.1908,0.116,0.281,21
0.659,0.509,0.173,1.2488,0.5228,0.3064,0.344,9
0.556,0.414,0.156,0.7997,0.402,0.1333,0.212,11
0.351,0.26,0.131,0.1714,0.0836,0.0294,0.079,8
0.265,0.171,0.082,0.1157,0.0777,0.0254,0.025,7
0.674,0.526,0.192,1.4644,0.6297,0.3067,0.477,9
0.564,0.454,0.171,1.0136,0.4168,0.2168,0.281,11
0.409,0.297,0.114,0.3715,0.1542,0.1055,0.097,7
0.314,0.22,0.098,0.0935,0.0731,0.0199,0.011,5
0.654,0.524,0.164,1.4745,0.6392,0.3026,0.409,11
0.622,0.484,0.154,1.4792,0.7317,0.3558,0.326,6
0.638,0.51,0.148,1.3415,0.6708,0.305,0.378,7
0.432,0.339,0.129,0.3057,0.1277,0.0604,0.1,7
0.318,0.211,0.091,0.2004,0.0915,0.04,0.066,9
0.471,0.369,0.082,0.5195,0.2104,0.0552,0.174,10
0.704,0.565,0.181,1.881,0.7906,0.4171,0.537,15
0.395,0.315,0.086,0.5758,0.2681,0.1511,0.139,11
0.306,0.206,0.034,0.1617,0.0623,0.0482,0.051,7
0.271,0.19,0.076,0.1102,0.0515,0.0389,0.021,5
0.706,0.549,0.188,1.7525,0.8226,0.2958,0.503,11
0.6,0.454,0.138,1.1496,0.544,0.1644,0.365,15
0.451,0.349,0.168,0.4807,0.17,0.1028,0.198,9
0.636,0.5,0.209,1.3191,0.5885,0.2694,0.368,10
0.365,0.305,0.114,0.1683,0.0469,0.0378,0.088,10
0.629,0.486,0.149,1.2154,0.5058,0.2445,0.345,11
0.637,0.504,0.146,1.0074,0.4038,0.2373,0.299,11
0.45,0.336,0.096,0.2092,0.0566,0.0601,0.102,7
0.586,0.467,0.152,1.2344,0.5128,0.3055,0.318,11
0.556,0.426,0.139,0.4904,0.2458,0.0903,0.145,11
0.366,0.278,0.108,0.1433,0.0815,0.0209,0.053,8
0.584,0.465,0.192,0.8043,0.3547,0.1556,0.238,11
0.671,0.533,0.153,1.7172,0.8482,0.3656,0.469,10
0.74,0.587,0.244,2.2925,1.0926,0.4585,0.572,19
0.361,0.263,0.112,0.2915,0.1211,0.0273,0.13,8
0.371,0.284,0.113,0.7212,0.2464,0.1662,0.262,13
0.545,0.404,0.113,0.6065,0.4292,0.1445,0.098,6
0.655,0.516,0.142,1.2527,0.6443,0.2352,0.272,14
0.343,0.298,0.1,0.3653,0.1291,0.0822,0.115,5
0.42,0.322,0.114,0.3639,0.2074,0.0958,0.085,6
0.718,0.554,0.211,1.7848,0.7374,0.3964,0.503,14
0.438,0.331,0.127,0.4181,0.1819,0.0808,0.141,9
0.45,0.363,0.125,0.691,0.2379,0.1735,0.231,9
0.629,0.499,0.162,1.5094,0.5994,0.3154,0.47,9
0.592,0.474,0.17,0.9816,0.4582,0.2192,0.246,8
0.581,0.47,0.166,1.0406,0.3819,0.2229,0.357,14
0.619,0.481,0.166,1.3706,0.6221,0.3019,0.396,11
0.562,0.448,0.104,0.8123,0.3556,0.1599,0.222,11
0.688,0.541,0.18,1.5255,0.6395,0.3815,0.426,9
0.476,0.377,0.159,0.6344,0.2824,0.1255,0.215,8
0.53,0.418,0.166,0.9143,0.3433,0.1828,0.284,16
0.752,0.601,0.242,2.3814,1.2061,0.5084,0.563,16
0.519,0.399,0.156,0.7443,0.3981,0.1065,0.189,8
0.497,0.357,0.088,0.3551,0.2422,0.0547,0.076,9
0.718,0.569,0.228,1.8752,0.8196,0.3315,0.598,15
0.561,0.451,0.145,0.7201,0.2745,0.1666,0.243,7
0.458,0.348,0.077,0.4193,0.2459,0.0749,0.081,8
0.693,0.537,0.187,2.0518,1.0908,0.4621,0.483,10
0.68,0.54,0.196,1.5719,0.667,0.3921,0.414,11
0.602,0.479,0.157,1.2319,0.4085,0.3018,0.345,12
0.627,0.484,0.145,1.1194,0.5547,0.2858,0.232,8
0.45,0.356,0.102,0.5089,0.1331,0.1209,0.21,12
0.654,0.511,0.168,1.4997,0.9074,0.3175,0.312,8
0.225,0.18,0.05,0.1632,0.089,0.0276,0.055,8
0.657,0.512,0.178,1.8759,0.763,0.3738,0.602,16
0.478,0.347,0.137,0.3975,0.1696,0.122,0.13,8
0.542,0.404,0.106,0.6688,0.2718,0.165,0.186,11
0.468,0.366,0.121,0.741,0.3504,0.1658,0.199,9
0.299,0.22,0.111,0.1582,0.059,0.0566,0.047,6
0.385,0.299,0.109,0.2752,0.1084,0.1006,0.069,10
0.333,0.242,0.105,0.7406,0.2715,0.1655,0.215,8
0.411,0.334,0.11,0.4553,0.1603,0.1017,0.155,8
0.668,0.53,0.205,1.5515,0.6892,0.3009,0.452,16
0.761,0.606,0.514,2.633,1.216,0.6028,0.952,20
0.525,0.421,0.108,0.8854,0.4274,0.1776,0.24,6
0.453,0.348,0.091,0.5599,0.2819,0.1101,0.167,6
0.455,0.328,0.095,0.365,0.2762,0.0654,0.058,5
0.423,0.333,0.112,0.3707,0.214,0.0664,0.085,8
0.503,0.39,0.123,0.4887,0.2178,0.1498,0.094,10
0.672,0.532,0.186,1.421,0.5765,0.3663,0.398,7
0.372,0.279,0.091,0.1452,0.0692,0.0283,0.041,5
0.483,0.351,0.101,0.6236,0.3544,0.1506,0.102,9
0.519,0.41,0.128,0.5236,0.0999,0.1062,0.264,17
0.423,0.341,0.106,0.2407,0.1559,0.0244,0.094,8
0.464,0.378,0.095,0.3189,0.1113,0.0947,0.097,7
0.637,0.507,0.183,1.3057,0.5386,0.3134,0.357,8
0.311,0.215,0.068,0.0463,0.0119,0.0064,0.035,9
0.612,0.474,0.151,1.1579,0.5166,0.2667,0.312,11
0.526,0.385,0.13,1.0557,0.476,0.236,0.273,7
0.318,0.238,0.083,0.1684,0.0595,0.0235,0.089,9
0.645,0.497,0.18,1.4608,0.7028,0.3014,0.383,9
0.558,0.42,0.146,0.567,0.2136,0.1119,0.223,13
0.465,0.371,0.099,0.4096,0.2008,0.059,0.138,9
0.53,0.415,0.151,0.6333,0.2124,0.1348,0.239,10
0.374,0.313,0.103,0.3724,0.1481,0.0693,0.127,4
0.661,0.531,0.186,1.6644,0.7022,0.3813,0.395,10
0.507,0.375,0.121,0.6302,0.3309,0.1949,0.105,8
0.61,0.471,0.16,1.2818,0.5183,0.2455,0.406,13
0.562,0.428,0.157,0.884,0.436,0.1813,0.208,8
0.3,0.221,0.108,0.1169,0.039,0.031,0.04,8
0.32,0.276,0.068,0.1209,0.0356,0.0249,0.044,8
0.546,0.425,0.162,0.8997,0.3818,0.2239,0.244,8
0.588,0.463,0.183,1.489,0.6921,0.3045,0.377,11
0.608,0.482,0.175,1.0016,0.3292,0.2402,0.311,12
0.485,0.368,0.12,0.7023,0.3292,0.1387,0.191,6
0.639,0.504,0.185,1.5178,0.6064,0.3237,0.493,11
0.594,0.444,0.125,0.8758,0.367,0.2394,0.197,10
0.56,0.442,0.151,0.6729,0.2311,0.1737,0.219,8
0.667,0.53,0.196,1.4695,0.6249,0.3769,0.353,11
0.335,0.263,0.12,0.1416,0.0787,0.021,0.04,8
0.553,0.45,0.148,0.9564,0.4222,0.1395,0.314,7
0.705,0.551,0.212,1.838,0.8519,0.3744,0.53,14
0.548,0.41,0.14,0.6383,0.2655,0.1962,0.145,10
0.741,0.591,0.217,2.2168,0.9747,0.4133,0.556,16
0.337,0.257,0.082,0.222,0.0623,0.0676,0.098,10
0.428,0.328,0.137,0.4824,0.1011,0.1359,0.208,11
0.645,0.516,0.209,1.1432,0.4837,0.2539,0.361,16
0.433,0.327,0.132,0.3078,0.1279,0.0874,0.057,7
0.466,0.36,0.085,0.3364,0.1755,0.1018,0.049,9
0.531,0.396,0.118,0.4994,0.2138,0.1342,0.112,9
0.39,0.305,0.1,0.1498,0.0479,0.0238,0.085,11
0.649,0.511,0.186,1.0902,0.4168,0.2479,0.334,13
0.609,0.477,0.158,1.0988,0.4451,0.252,0.309,8
0.577,0.448,0.127,0.8435,0.4248,0.1815,0.192,7
0.393,0.283,0.126,0.2913,0.1672,0.0575,0.068,7
0.506,0.416,0.162,0.8498,0.3148,0.1894,0.276,8
0.446,0.357,0.097,0.5147,0.2782,0.0962,0.126,8
0.42,0.303,0.095,0.2154,0.1146,0.0585,0.066,7
0.591,0.46,0.15,1.2842,0.4452,0.2828,0.422,16
0.719,0.567,0.2,1.6208,0.7377,0.369,0.43,15
0.528,0.417,0.11,1.0448,0.3987,0.3064,0.277,9
0.477,0.373,0.096,0.4264,0.1808,0.1525,0.079,8
0.578,0.449,0.17,0.896,0.3309,0.1985,0.293,10
0.539,0.422,0.158,0.8163,0.3597,0.1161,0.266,8
0.594,0.482,0.159,1.0582,0.488,0.2171,0.278,11
0.615,0.489,0.17,0.9713,0.4514,0.1628,0.306,12
0.555,0.432,0.171,0.9149,0.4242,0.2017,0.253,18
0.654,0.521,0.185,1.3453,0.6093,0.2827,0.355,10
0.321,0.226,0.087,0.1636,0.0918,0.038,0.04,10
0.546,0.407,0.153,0.6652,0.3846,0.0792,0.166,10
0.16,0.135,0.061,0.002,0.001,0.0005,0.009,5
0.627,0.506,0.18,1.107,0.3383,0.2912,0.376,14
0.61,0.476,0.117,1.2508,0.5882,0.2638,0.321,9
0.703,0.556,0.195,1.2856,0.4614,0.2493,0.495,16
0.217,0.143,0.054,0.0235,0.0091,0.0111,0.019,6
0.413,0.329,0.098,0.5313,0.3155,0.0879,0.137,8
0.516,0.408,0.122,0.489,0.2685,0.0708,0.139,8
0.215,0.159,0.07,0.0983,0.0226,0.0218,0.044,9
0.628,0.508,0.164,0.9989,0.377,0.2466,0.306,9
0.568,0.463,0.12,0.7418,0.2345,0.1548,0.266,10
0.636,0.503,0.202,1.2136,0.4888,0.2807,0.352,10
0.545,0.458,0.141,0.6597,0.2319,0.129,0.249,15
0.594,0.474,0.178,1.0906,0.5156,0.2355,0.267,9
0.319,0.215,0.102,0.0763,0.0472,0.0168,0.017,7
0.751,0.594,0.247,1.9067,0.8322,0.3919,0.602,16
0.552,0.417,0.126,0.4267,0.1141,0.1163,0.157,12
0.582,0.435,0.142,1.2515,0.5998,0.2826,0.329,20
0.602,0.48,0.169,1.17,0.4776,0.2171,0.412,10
0.492,0.377,0.157,0.8259,0.2886,0.1752,0.276,9
0.589,0.457,0.158,1.2024,0.5627,0.2657,0.288,10
0.702,0.55,0.211,1.9425,0.9268,0.4139,0.507,14
0.367,0.305,0.149,0.4104,0.1395,0.1377,0.124,8
0.686,0.531,0.175,1.5424,0.629,0.3594,0.449,12
0.701,0.533,0.165,1.5278,0.7233,0.3104,0.426,9
0.369,0.283,0.091,0.2036,0.0447,0.0544,0.105,9
0.604,0.479,0.171,1.1339,0.525,0.2473,0.283,10
0.57,0.431,0.135,1.1452,0.5007,0.2054,0.341,13
0.509,0.395,0.157,0.5546,0.2256,0.146,0.165,10
0.611,0.477,0.177,1.2835,0.5438,0.253,0.397,11
0.466,0.338,0.109,0.3365,0.1111,0.0597,0.105,11
0.505,0.389,0.077,0.2853,0.1622,0.0576,0.08,11
0.505,0.385,0.125,0.893,0.3475,0.1845,0.288,11
0.693,0.524,0.195,1.7562,0.7026,0.4058,0.464,9
0.654,0.519,0.192,1.5698,0.6733,0.3611,0.437,10
0.268,0.19,0.048,0.1325,0.0621,0.028,0.042,7
0.437,0.302,0.091,0.2464,0.1148,0.0673,0.075,6
0.543,0.414,0.155,0.9701,0.3407,0.2422,0.285,10
0.434,0.332,0.141,0.6961,0.2429,0.1574,0.21,9
0.351,0.286,0.134,0.5285,0.1955,0.1286,0.174,16
0.377,0.284,0.158,0.5235,0.2112,0.1551,0.137,7
0.67,0.538,0.196,1.6536,0.6825,0.3811,0.482,12
0.464,0.363,0.132,0.7949,0.3025,0.1517,0.272,9
0.424,0.317,0.152,0.234,0.126,0.0488,0.069,9
0.7,0.549,0.198,1.6691,0.7815,0.3366,0.459,14
0.564,0.438,0.176,0.6044,0.2573,0.0903,0.242,10
0.545,0.441,0.176,1.1085,0.4282,0.2765,0.317,11
0.712,0.563,1.13,1.8983,0.9081,0.4124,0.485,10
0.589,0.444,0.131,0.5308,0.1886,0.1142,0.176,11
0.627,0.49,0.171,1.2945,0.5199,0.249,0.42,18
0.607,0.48,0.176,1.1136,0.4779,0.2012,0.355,9
0.594,0.461,0.171,1.0172,0.454,0.167,0.324,10
0.504,0.396,0.123,0.6815,0.2437,0.1095,0.278,12
0.492,0.361,0.146,0.3039,0.0947,0.0467,0.126,12
0.598,0.476,0.173,1.113,0.4898,0.3056,0.266,6
0.493,0.371,0.156,0.8225,0.3559,0.165,0.255,9
0.693,0.553,0.216,1.3358,0.6131,0.3257,0.343,11
0.49,0.392,0.12,0.4601,0.2057,0.1695,0.096,7
0.317,0.229,0.089,0.335,0.1323,0.0625,0.133,7
0.698,0.539,0.228,1.6295,0.6978,0.3738,0.443,12
0.345,0.287,0.105,0.3304,0.084,0.0877,0.118,8
0.716,0.581,0.206,2.2182,0.8586,0.5255,0.636,16
0.542,0.413,0.167,0.8685,0.4411,0.197,0.205,8
0.468,0.376,0.128,0.6284,0.3408,0.0963,0.175,8
0.374,0.262,0.092,0.3105,0.1699,0.0605,0.082,10
0.64,0.5,0.158,1.247,0.5654,0.2585,0.344,7
0.471,0.342,0.105,0.4939,0.251,0.1175,0.125,5
0.614,0.486,0.121,1.1667,0.5202,0.2829,0.298,5
0.62,0.502,0.169,1.214,0.5184,0.2417,0.371,10
0.592,0.478,0.174,1.072,0.3618,0.2658,0.325,8
0.411,0.327,0.129,0.2704,0.1405,0.0731,0.09,6
0.445,0.31,0.122,0.5776,0.2622,0.1198,0.146,11
0.501,0.387,0.167,0.7287,0.2562,0.1434,0.263,11
0.688,0.527,0.179,1.4352,0.7224,0.3382,0.338,10
0.272,0.225,0.084,0.2476,0.1151,0.1014,0.056,7
0.555,0.394,0.115,0.6168,0.3682,0.1088,0.112,5
0.481,0.388,0.106,0.4483,0.2321,0.0869,0.12,10
0.61,0.482,0.158,0.9128,0.3167,0.1803,0.325,11
0.636,0.521,0.209,1.4381,0.6044,0.3492,0.34,10
0.45,0.349,0.142,0.594,0.2198,0.1421,0.235,11
0.266,0.208,0.058,0.1104,0.0609,0.0156,0.031,7
0.377,0.321,0.1,0.4769,0.1952,0.0788,0.152,9
0.556,0.415,0.121,0.8318,0.4448,0.1917,0.158,8
0.731,0.574,0.209,1.9313,0.8856,0.4658,0.519,10
0.44,0.35,0.141,0.3815,0.1562,0.0467,0.147,10
0.523,0.405,0.146,0.7712,0.4022,0.1502,0.216,10
0.583,0.464,0.148,0.9962,0.4135,0.2025,0.311,10
0.606,0.502,0.144,1.0698,0.4294,0.2417,0.297,7
0.624,0.499,0.16,1.2048,0.5382,0.2885,0.342,9
0.462,0.357,0.1,0.7517,0.3351,0.1417,0.197,6
0.527,0.404,0.108,0.8505,0.4114,0.1752,0.23,9
0.568,0.42,0.143,0.6361,0.2139,0.1668,0.234,10
0.481,0.366,0.137,0.537,0.1937,0.1323,0.177,7
0.703,0.552,0.193,1.6626,0.6336,0.3804,0.489,22
0.652,0.515,0.155,1.5665,0.7612,0.3695,0.359,9
0.518,0.403,0.089,0.518,0.1908,0.1319,0.184,8
0.481,0.365,0.142,0.6625,0.2795,0.1323,0.173,10
0.628,0.498,0.182,1.1081,0.4182,0.1829,0.39,9
0.524,0.382,0.132,0.9917,0.4846,0.1908,0.255,9
0.647,0.523,0.199,1.283,0.5442,0.3129,0.344,11
0.568,0.464,0.128,1.0134,0.5077,0.2003,0.248,9
0.649,0.528,0.178,1.3128,0.5763,0.3404,0.346,9
0.705,0.544,0.202,2.0142,0.9594,0.4725,0.519,9
0.549,0.421,0.151,0.9749,0.4045,0.2515,0.288,7
0.526,0.408,0.12,0.5024,0.2861,0.0951,0.085,6
0.543,0.436,0.142,0.8694,0.428,0.1981,0.223,10
0.638,0.5,0.208,1.3664,0.5802,0.3162,0.41,18
0.61,0.461,0.18,0.8409,0.3719,0.2064,0.201,10
0.285,0.199,0.08,0.175,0.0752,0.0374,0.048,8
0.604,0.474,0.161,1.0993,0.4068,0.216,0.34,14
