X2,X3,X4,X5,X6,X7,X8,X9
0.494,0.345,0.147,0.8858,0.3711,0.2092,0.24,9
0.664,0.521,0.134,1.3247,0.5215,0.3154,0.348,10
0.69,0.525,0.193,1.7766,0.9067,0.4057,0.404,7
0.526,0.391,0.137,0.6803,0.3074,0.1749,0.165,11
0.462,0.381,0.116,1.0319,0.3593,0.2538,0.319,11
0.482,0.39,0.089,0.6006,0.1861,0.1275,0.241,7
0.549,0.432,0.143,0.9454,0.3927,0.2216,0.299,9
0.641,0.489,0.181,1.4312,0.6768,0.3404,0.373,7
0.638,0.513,0.17,1.1098,0.5694,0.2444,0.271,9
0.627,0.493,0.167,1.4215,0.599,0.3016,0.429,12
0.438,0.36,0.11,0.3336,0.169,0.0848,0.09,7
0.566,0.438,0.163,0.9015,0.3549,0.1899,0.301,13
0.571,0.429,0.175,0.7071,0.311,0.1572,0.216,15
0.523,0.395,0.144,0.7835,0.2569,0.236,0.225,11
0.532,0.424,0.135,0.7876,0.362,0.1337,0.256,9
0.597,0.46,0.17,1.0442,0.4498,0.1862,0.349,18
0.555,0.446,0.17,1.2384,0.4599,0.2814,0.358,10
0.636,0.509,0.153,1.6687,0.6584,0.3252,0.499,13
0.572,0.46,0.161,0.8953,0.3855,0.2558,0.244,8
0.345,0.274,0.127,0.1976,0.0651,0.049,0.092,6
0.569,0.421,0.155,1.1942,0.6562,0.2279,0.258,10
0.491,0.383,0.127,0.705,0.3973,0.1569,0.175,7
0.527,0.428,0.113,0.4186,0.1138,0.0798,0.218,13
0.394,0.272,0.092,0.1308,0.0673,0.0374,0.033,8
0.471,0.38,0.136,0.6814,0.3149,0.179,0.153,10
0.452,0.348,0.126,0.6468,0.2099,0.1528,0.221,9
0.528,0.424,0.147,0.7351,0.2393,0.1328,0.289,9
0.567,0.445,0.112,0.6616,0.2219,0.1319,0.256,11
0.606,0.473,0.171,1.2393,0.5434,0.2424,0.36,11
0.499,0.394,0.133,0.6179,0.2685,0.098,0.227,12
0.68,0.538,0.161,1.3743,0.5844,0.2992,0.398,13
0.395,0.278,0.063,0.1952,0.0404,0.0469,0.11,11
0.647,0.504,0.153,1.2004,0.4964,0.2484,0.343,14
0.6,0.47,0.182,0.9866,0.2853,0.2483,0.325,11
0.607,0.462,0.148,1.2938,0.5542,0.2964,0.331,9
0.632,0.508,0.184,1.4573,0.6174,0.3328,0.412,12
0.347,0.262,0.102,0.403,0.102,0.1325,0.127,9
0.646,0.51,0.172,1.0173,0.3628,0.238,0.301,12
0.4,0.298,0.069,0.3518,0.1191,0.0694,0.109,8
0.552,0.42,0.143,0.9171,0.4937,0.2176,0.165,8
0.406,0.318,0.083,0.3159,0.1338,0.0947,0.097,7
0.659,0.52,0.197,1.3953,0.6069,0.3209,0.391,11
0.274,0.226,0.061,0.1556,0.0441,0.0294,0.096,8
0.337,0.256,0.134,0.4306,0.1799,0.0989,0.117,7
0.705,0.556,0.195,1.6747,0.7697,0.3688,0.413,10
0.52,0.412,0.143,0.9308,0.3766,0.2122,0.243,8
0.718,0.571,0.201,2.2856,0.8801,0.5151,0.68,19
0.613,0.504,0.162,1.0085,0.2422,0.2533,0.348,11
0.307,0.243,0.064,0.0963,0.0302,0.0186,0.051,8
0.375,0.266,0.109,0.3352,0.1495,0.0359,0.109,9
0.626,0.5,0.16,1.2272,0.4916,0.3214,0.359,12
0.614,0.478,0.165,1.1249,0.5486,0.2272,0.323,6
0.499,0.393,0.131,0.3197,0.1448,0.0856,0.109,9
0.671,0.534,0.169,1.7568,0.7091,0.3996,0.501,12
0.627,0.493,0.18,1.2479,0.5852,0.2901,0.294,8
0.598,0.463,0.146,0.9099,0.3651,0.2155,0.252,9
0.656,0.523,0.186,1.7615,0.7171,0.3745,0.488,11
0.713,0.575,0.184,1.9478,0.8504,0.3263,0.583,18
0.709,0.56,0.172,2.2429,1.0028,0.4913,0.537,12
0.544,0.429,0.13,0.4145,0.2513,0.0589,0.122,6
0.591,0.472,0.162,0.9377,0.3709,0.2676,0.23,7
0.418,0.34,0.094,0.4898,0.2121,0.1317,0.172,8
0.695,0.549,0.204,1.4331,0.5985,0.353,0.4,13
0.49,0.372,0.118,0.8196,0.4316,0.1751,0.155,7
0.642,0.505,0.197,1.5661,0.6727,0.3432,0.403,11
0.617,0.495,0.141,1.2495,0.5782,0.2147,0.364,7
0.335,0.27,0.067,0.2595,0.0897,0.0643,0.124,10
0.191,0.154,0.085,0.1582,0.0768,0.0489,0.035,6
0.478,0.374,0.108,0.4726,0.1829,0.0995,0.157,10
0.555,0.441,0.141,0.9028,0.4087,0.1687,0.247,8
0.651,0.517,0.157,1.549,0.7349,0.3793,0.39,10
0.59,0.453,0.149,0.8058,0.4131,0.1879,0.165,13
0.361,0.279,0.089,0.1981,0.07,0.0562,0.077,7
0.572,0.444,0.111,0.736,0.3658,0.1396,0.231,8
0.473,0.373,0.149,0.8638,0.3133,0.218,0.262,9
0.636,0.493,0.139,1.0296,0.4874,0.2275,0.261,9
0.431,0.328,0.085,0.35,0.0954,0.0991,0.145,11
0.487,0.388,0.144,0.4082,0.1181,0.1607,0.123,10
0.309,0.25,0.145,0.46,0.1851,0.0737,0.125,7
0.494,0.379,0.119,0.2576,0.1714,0.0439,0.054,9
0.429,0.361,0.149,0.4413,0.2154,0.1194,0.105,7
0.587,0.437,0.16,1.2613,0.5352,0.2948,0.333,11
0.431,0.344,0.109,0.7214,0.2954,0.1812,0.201,8
0.497,0.387,0.141,0.4736,0.243,0.097,0.124,7
0.528,0.439,0.105,0.5817,0.1846,0.1154,0.198,16
0.506,0.383,0.133,0.6369,0.352,0.131,0.163,10
0.557,0.45,0.143,1.0787,0.452,0.291,0.261,8
0.427,0.35,0.138,0.6646,0.2761,0.1666,0.197,8
0.479,0.383,0.166,0.8346,0.2717,0.2598,0.22,8
0.558,0.407,0.121,0.6791,0.2915,0.1391,0.244,14
0.555,0.463,0.176,1.1262,0.4872,0.2901,0.309,10
0.487,0.404,0.156,0.7312,0.274,0.162,0.21,14
0.593,0.448,0.14,1.0226,0.4244,0.261,0.274,8
0.601,0.476,0.152,0.816,0.308,0.1374,0.278,9
0.707,0.561,0.223,2.3519,0.9363,0.503,0.718,16
0.648,0.51,0.198,1.3542,0.5468,0.2686,0.429,19
0.561,0.426,0.166,0.6334,0.2729,0.1601,0.183,10
0.561,0.412,0.153,1.0614,0.5826,0.1761,0.245,8
0.692,0.551,0.151,1.2396,0.5141,0.2203,0.355,13
0.52,0.416,0.144,0.731,0.2567,0.1568,0.254,14
0.684,0.535,0.217,1.6954,0.7479,0.3507,0.483,10
0.506,0.394,0.137,0.8575,0.3565,0.1809,0.261,10
0.625,0.496,0.149,1.2675,0.5321,0.2273,0.36,15
0.457,0.366,0.146,0.4784,0.2913,0.0998,0.102,9
0.128,0.073,0.009,0.002,0.001,0.0005,0.002,5
0.484,0.373,0.141,0.6059,0.2662,0.1159,0.227,9
0.548,0.427,0.139,0.9151,0.3908,0.1778,0.315,10
0.655,0.508,0.208,1.6748,0.7528,0.3344,0.471,11
0.204,0.146,0.086,0.0796,0.0465,0.0197,0.02,7
0.513,0.382,0.134,0.596,0.3651,0.1018,0.135,7
0.499,0.407,0.124,0.777,0.4131,0.181,0.135,9
0.746,0.593,0.211,2.3486,1.033,0.5382,0.698,11
0.568,0.436,0.161,0.6957,0.2977,0.1477,0.22,11
0.571,0.445,0.148,0.928,0.4084,0.2259,0.199,8
0.495,0.371,0.106,0.6457,0.2729,0.1507,0.171,9
0.57,0.435,0.172,1.0736,0.5157,0.2494,0.231,9
0.532,0.407,0.157,1.0667,0.5293,0.1765,0.296,8
0.186,0.134,0.06,0.0171,0.019,0.0067,0.005,6
0.621,0.484,0.148,0.9136,0.3844,0.2341,0.219,9
0.46,0.362,0.13,0.6928,0.2589,0.1108,0.24,13
0.474,0.385,0.136,0.6038,0.204,0.0705,0.299,11
0.656,0.522,0.172,1.7667,0.7163,0.3588,0.488,14
0.349,0.3,0.131,0.2593,0.0557,0.0711,0.132,11
0.592,0.45,0.174,0.559,0.2383,0.1431,0.173,8
0.295,0.248,0.059,0.3783,0.103,0.1386,0.12,10
0.569,0.439,0.125,0.688,0.2329,0.189,0.213,10
0.482,0.389,0.124,0.6489,0.3529,0.1056,0.198,7
0.618,0.484,0.163,1.1699,0.4905,0.2193,0.322,16
0.496,0.394,0.136,0.9496,0.424,0.2267,0.267,15
0.16,0.131,0.034,0.0472,0.0112,0.0158,0.031,6
0.671,0.532,0.17,1.6021,0.7305,0.3442,0.408,8
0.591,0.47,0.152,0.9713,0.3625,0.259,0.293,14
0.487,0.374,0.137,0.5404,0.3095,0.0914,0.143,9
0.57,0.412,0.148,1.0832,0.4818,0.244,0.271,10
0.46,0.34,0.159,0.4966,0.2983,0.0952,0.099,7
0.623,0.501,0.177,0.9433,0.4581,0.2072,0.246,10
0.642,0.493,0.182,1.1799,0.5636,0.245,0.329,11
0.541,0.415,0.144,0.8518,0.322,0.1599,0.243,16
0.311,0.22,0.113,0.1192,0.0444,0.033,0.038,7
0.56,0.418,0.144,0.9577,0.4206,0.2075,0.264,11
0.524,0.394,0.124,0.727,0.2937,0.1488,0.222,9
0.45,0.339,0.07,0.3808,0.1488,0.1253,0.086,7
0.628,0.497,0.166,1.3287,0.477,0.3103,0.408,12
0.555,0.409,0.136,0.5625,0.2677,0.1354,0.159,6
0.464,0.353,0.108,0.6015,0.3272,0.1065,0.155,10
0.685,0.559,0.172,1.6591,0.8053,0.3054,0.418,11
0.576,0.437,0.172,0.7433,0.2345,0.1981,0.216,15
0.627,0.494,0.163,1.6216,0.6639,0.3717,0.397,11
0.536,0.405,0.119,0.6219,0.2449,0.1574,0.14,11
0.387,0.299,0.124,0.5076,0.131,0.1334,0.219,9
0.685,0.55,0.176,1.3867,0.6232,0.3038,0.43,14
0.502,0.398,0.126,0.6859,0.3064,0.1269,0.228,6
0.445,0.361,0.089,0.3208,0.087,0.0925,0.136,9
0.224,0.159,0.043,0.002,0.0162,0.0017,0.002,4
0.634,0.495,0.181,1.2571,0.5683,0.2552,0.365,13
0.462,0.344,0.124,0.2977,0.1991,0.0469,0.082,7
0.618,0.488,0.157,1.1877,0.3811,0.302,0.391,14
0.191,0.152,0.064,0.09,0.0275,0.034,0.033,6
0.627,0.49,0.163,1.0389,0.4952,0.2236,0.255,10
0.61,0.464,0.157,1.2689,0.615,0.2683,0.377,9
0.519,0.404,0.148,0.9666,0.4731,0.2245,0.222,5
0.462,0.379,0.124,0.4635,0.1854,0.054,0.164,10
0.641,0.506,0.181,0.9403,0.3955,0.143,0.315,10
0.621,0.5,0.12,1.2051,0.5046,0.2228,0.355,13
0.625,0.476,0.135,1.2841,0.6031,0.2327,0.369,8
0.606,0.473,0.135,1.0139,0.4794,0.2761,0.228,8
0.633,0.491,0.166,1.2402,0.5354,0.3017,0.316,12
0.521,0.4,0.148,1.2163,0.4144,0.2373,0.43,16
0.509,0.387,0.149,0.4201,0.1256,0.1016,0.191,15
0.452,0.357,0.116,0.7263,0.3738,0.1483,0.161,7
0.583,0.457,0.12,1.0888,0.5319,0.1941,0.291,9
0.605,0.459,0.164,0.8933,0.3677,0.2023,0.25,10
0.519,0.392,0.151,0.9524,0.4086,0.1917,0.276,14
0.624,0.504,0.176,1.2511,0.5913,0.2311,0.359,10
0.487,0.357,0.113,0.5832,0.3079,0.1517,0.147,7
0.445,0.369,0.099,0.4109,0.2134,0.0727,0.105,9
0.629,0.489,0.156,1.3537,0.5458,0.2871,0.467,14
0.644,0.503,0.187,1.2234,0.4685,0.2917,0.384,16
0.533,0.415,0.159,0.8331,0.2291,0.222,0.268,23
0.638,0.49,0.136,1.2935,0.6545,0.3125,0.327,9
0.56,0.434,0.133,0.839,0.2826,0.2135,0.23,13
0.54,0.451,0.151,0.9449,0.2908,0.2172,0.337,11
0.539,0.424,0.129,0.6123,0.3096,0.1002,0.194,7
0.576,0.449,0.153,0.6925,0.2569,0.1727,0.222,7
0.605,0.48,0.183,1.1613,0.3756,0.2726,0.367,15
0.501,0.37,0.089,0.6503,0.401,0.1973,0.086,6
0.61,0.481,0.154,1.2884,0.5173,0.3371,0.389,10
0.335,0.251,0.137,0.1351,0.0666,0.0396,0.047,5
0.526,0.396,0.123,1.2363,0.5592,0.2422,0.357,9
0.651,0.51,0.156,1.2118,0.6188,0.293,0.264,11
0.566,0.414,0.143,0.5905,0.2296,0.1346,0.146,11
0.558,0.437,0.136,1.0882,0.5552,0.2427,0.243,10
0.494,0.375,0.133,0.3413,0.127,0.0961,0.084,10
0.287,0.209,0.115,0.0932,0.0267,0.026,0.041,9
0.704,0.546,0.182,1.5978,0.7216,0.308,0.464,13
0.275,0.206,0.028,0.1848,0.079,0.0352,0.062,8
0.316,0.244,0.094,0.1404,0.0562,0.0336,0.059,4
0.429,0.329,0.071,0.3019,0.1723,0.0435,0.09,8
0.616,0.5,0.182,1.3552,0.5704,0.2522,0.457,16
0.562,0.403,0.138,0.6599,0.2756,0.1427,0.213,8
0.58,0.472,0.136,1.1353,0.4876,0.1895,0.366,11
0.453,0.374,0.156,0.3096,0.1511,0.0823,0.1,6
0.502,0.398,0.14,0.7273,0.4496,0.1494,0.168,5
0.609,0.478,0.154,0.7741,0.3428,0.1351,0.237,10
0.498,0.385,0.121,0.8475,0.4015,0.2175,0.205,9
0.325,0.23,0.104,0.1447,0.0603,0.0436,0.038,8
0.309,0.223,0.058,0.162,0.0723,0.032,0.06,6
0.62,0.475,0.155,1.4263,0.6604,0.2872,0.411,10
0.443,0.319,0.101,0.7905,0.484,0.1879,0.143,5
0.561,0.45,0.188,0.9726,0.3837,0.2107,0.301,18
0.602,0.462,0.161,1.25,0.6074,0.2912,0.32,6
0.618,0.472,0.162,1.1703,0.5521,0.2644,0.323,9
0.648,0.517,0.145,1.3084,0.628,0.2305,0.371,8
0.573,0.438,0.16,1.1223,0.54,0.2744,0.276,6
0.526,0.413,0.14,1.0005,0.3689,0.1869,0.341,10
0.409,0.342,0.145,0.8292,0.4678,0.2071,0.184,6
0.71,0.566,0.203,1.6837,0.8324,0.3187,0.467,10
0.552,0.428,0.161,0.9848,0.4154,0.2295,0.258,8
0.643,0.513,0.179,1.0385,0.4613,0.24,0.257,9
0.439,0.345,0.102,0.5331,0.2339,0.1287,0.109,7
0.659,0.521,0.215,2.175,1.0457,0.3976,0.573,14
0.616,0.486,0.188,1.2707,0.4334,0.3123,0.378,20
0.656,0.513,0.157,1.3687,0.61,0.2741,0.406,11
0.63,0.51,0.197,1.5571,0.8099,0.3351,0.341,8
0.589,0.451,0.152,1.0252,0.5246,0.2764,0.192,10
0.195,0.131,0.068,0.0263,0.0165,0.0089,0.01,5
0.551,0.424,0.16,0.9178,0.4222,0.1784,0.275,10
0.531,0.409,0.146,0.7968,0.3613,0.2036,0.178,8
0.378,0.27,0.121,0.1445,0.0383,0.0563,0.05,9
0.503,0.395,0.091,0.4975,0.1774,0.1416,0.152,12
0.647,0.516,0.186,1.0092,0.4629,0.1551,0.329,13
0.479,0.35,0.134,0.4162,0.199,0.1001,0.099,7
0.531,0.417,0.155,0.7642,0.2273,0.1751,0.277,7
0.61,0.48,0.146,0.7135,0.3531,0.1391,0.175,7
0.335,0.225,0.106,0.3664,0.1748,0.075,0.116,6
0.439,0.316,0.091,0.2804,0.1671,0.09,0.07,6
0.591,0.471,0.145,1.0588,0.3898,0.2195,0.343,10
0.403,0.301,0.081,0.4041,0.2198,0.0906,0.073,6
0.394,0.299,0.147,0.7763,0.2574,0.1713,0.248,8
0.379,0.297,0.118,0.2436,0.0821,0.0442,0.103,10
0.586,0.456,0.132,0.7646,0.3081,0.1423,0.242,9
0.648,0.508,0.177,1.7612,0.7677,0.3843,0.456,11
0.533,0.399,0.117,0.8262,0.2989,0.201,0.247,8
0.652,0.506,0.161,0.8894,0.3473,0.1609,0.312,13
0.473,0.398,0.166,0.4964,0.2164,0.0645,0.182,9
0.592,0.468,0.171,0.9208,0.3712,0.2344,0.276,10
0.497,0.387,0.153,0.5337,0.269,0.0979,0.14,8
0.463,0.384,0.158,0.3584,0.1285,0.0657,0.159,9
0.493,0.409,0.123,0.9136,0.3413,0.1935,0.291,9
0.434,0.345,0.119,0.2376,0.1408,0.0456,0.067,8
0.289,0.229,0.097,0.1547,0.0698,0.0326,0.052,9
0.508,0.407,0.09,0.8203,0.3894,0.1688,0.217,8
0.552,0.453,0.151,1.056,0.334,0.2215,0.345,19
0.732,0.57,0.191,1.4892,0.7017,0.3193,0.383,10
0.25,0.228,0.09,0.1544,0.0641,0.0285,0.067,6
0.439,0.367,0.105,0.4347,0.1457,0.0691,0.2,11
0.584,0.453,0.153,1.2433,0.5819,0.2814,0.309,7
0.569,0.438,0.176,0.8365,0.4718,0.1523,0.203,7
0.396,0.342,0.099,0.4029,0.14,0.1248,0.109,9
0.57,0.423,0.165,0.9973,0.4774,0.2124,0.256,9
0.722,0.561,0.188,2.2237,0.9678,0.4842,0.543,13
0.637,0.508,0.172,1.1353,0.4618,0.2336,0.34,10
0.645,0.482,0.171,1.1309,0.5869,0.2153,0.267,11
0.53,0.415,0.095,0.488,0.2294,0.0656,0.151,10
0.658,0.521,0.173,1.3774,0.6199,0.2931,0.392,11
0.387,0.302,0.134,0.3761,0.1224,0.0917,0.131,9
0.664,0.531,0.181,1.565,0.6214,0.3314,0.471,10
0.539,0.446,0.127,0.6802,0.2421,0.0923,0.296,14
0.553,0.449,0.14,0.7533,0.2461,0.1802,0.241,11
0.594,0.466,0.144,1.0199,0.3747,0.2775,0.283,10
0.532,0.407,0.102,0.5844,0.261,0.0832,0.206,12
0.293,0.244,0.077,0.2505,0.1274,0.0323,0.083,8
0.597,0.475,0.166,0.9823,0.5114,0.2179,0.211,7
0.587,0.473,0.167,0.7694,0.2739,0.1714,0.279,9
0.5,0.401,0.185,0.8387,0.3485,0.1579,0.199,11
0.544,0.418,0.13,0.6666,0.2871,0.1494,0.184,16
0.454,0.35,0.127,0.5721,0.1987,0.1867,0.191,9
0.551,0.435,0.153,1.1039,0.3754,0.2482,0.366,10
0.49,0.386,0.156,0.9505,0.4286,0.1784,0.27,10
0.515,0.408,0.135,0.7436,0.2921,0.1253,0.247,10
0.738,0.563,0.211,2.0371,0.831,0.4032,0.594,13
0.645,0.514,0.195,1.1606,0.503,0.2838,0.382,13
0.629,0.488,0.151,1.4518,0.6187,0.3105,0.405,13
0.602,0.461,0.187,1.4569,0.5594,0.343,0.443,11
0.633,0.514,0.158,1.1911,0.5886,0.2202,0.295,9
0.622,0.493,0.188,1.1895,0.5882,0.2406,0.329,12
0.648,0.516,0.14,1.2456,0.5064,0.3185,0.334,11
0.53,0.403,0.146,0.8832,0.3046,0.2637,0.241,10
0.287,0.19,0.097,0.2536,0.1326,0.0874,0.058,7
0.576,0.449,0.17,1.029,0.3816,0.2196,0.325,12
0.485,0.375,0.159,0.6908,0.3093,0.1814,0.156,10
0.567,0.437,0.174,1.101,0.4749,0.2532,0.316,11
0.435,0.37,0.1,0.3583,0.0934,0.0493,0.174,15
0.419,0.3,0.122,0.1733,0.0594,0.0415,0.063,15
0.757,0.6,0.195,2.5186,1.1655,0.5373,0.731,17
0.555,0.433,0.168,0.5818,0.2836,0.1393,0.17,11
0.279,0.203,0.067,0.0565,0.0444,0.0253,0.002,5
0.542,0.424,0.147,1.1174,0.5072,0.1825,0.375,10
0.478,0.381,0.133,0.5141,0.2356,0.0833,0.175,9
0.542,0.416,0.12,0.5701,0.3438,0.1236,0.117,7
0.46,0.361,0.111,0.3048,0.1004,0.0693,0.111,9
0.611,0.498,0.165,1.4472,0.5846,0.3989,0.351,13
0.604,0.482,0.187,1.1028,0.445,0.2602,0.339,10
0.433,0.293,0.09,0.5334,0.218,0.1208,0.18,7
0.45,0.344,0.159,0.6212,0.287,0.142,0.164,7
0.348,0.243,0.121,0.5975,0.2456,0.1066,0.211,7
0.437,0.338,0.1,0.4118,0.1221,0.1071,0.118,11
0.649,0.529,0.179,1.5583,0.607,0.3671,0.476,11
0.579,0.469,0.141,0.744,0.2944,0.207,0.182,8
0.28,0.181,0.057,0.1195,0.083,0.0172,0.042,6
0.574,0.461,0.118,0.9906,0.3457,0.2248,0.293,12
0.605,0.471,0.129,0.9605,0.3834,0.1867,0.301,10
0.646,0.5,0.161,1.3376,0.5524,0.226,0.456,13
0.445,0.353,0.108,0.2266,0.0746,0.0833,0.086,7
0.429,0.319,0.048,0.279,0.1686,0.0346,0.075,8
