X2,X3,X4,X5,X6,X7,X8,X9
0.455,0.352,0.127,0.646,0.304,0.175,0.131,10.0
0.601,0.477,0.147,1.396,0.578,0.345,0.397,11.0
0.482,0.383,0.126,0.601,0.289,0.149,0.137,9.0
0.365,0.288,0.116,0.414,0.083,0.095,0.273,9.0
0.602,0.473,0.158,1.106,0.487,0.225,0.298,11.801
0.537,0.416,0.157,0.764,0.299,0.135,0.267,9.0
0.543,0.426,0.153,0.525,0.207,0.093,0.166,10.0
0.468,0.353,0.135,0.717,0.275,0.159,0.247,9.0
0.468,0.364,0.149,0.732,0.246,0.146,0.272,8.0
0.475,0.375,0.143,0.414,0.187,0.079,0.149,9.0
0.203,0.161,0.086,0.15,0.046,0.017,0.085,10.0
0.639,0.512,0.177,1.473,0.611,0.347,0.412,10.0
0.572,0.443,0.158,0.542,0.208,0.165,0.161,8.0
0.779,0.624,0.215,2.33,1.206,0.456,0.626,21.958
0.604,0.459,0.151,0.837,0.319,0.16,0.27,10.0
0.646,0.505,0.171,1.329,0.58,0.278,0.447,8.0
0.338,0.258,0.135,0.175,0.058,0.04,0.073,11.197
0.495,0.383,0.094,0.537,0.209,0.133,0.188,7.0
0.453,0.361,0.123,0.475,0.236,0.11,0.099,10.0
0.446,0.338,0.102,0.41,0.254,0.131,0.062,7.0
0.539,0.411,0.177,1.081,0.594,0.221,0.254,8.0
0.637,0.515,0.172,1.024,0.408,0.238,0.313,10.0
0.51,0.407,0.162,0.709,0.246,0.174,0.21,10.0
0.301,0.214,0.096,0.179,0.101,0.024,0.083,7.0
0.46,0.351,0.107,0.281,0.145,0.075,0.071,8.0
0.42,0.346,0.103,0.408,0.165,0.071,0.145,8.0
0.615,0.496,0.17,1.044,0.366,0.235,0.3,11.0
0.648,0.5,0.149,1.275,0.549,0.311,0.306,9.0
0.423,0.342,0.124,0.541,0.192,0.141,0.192,10.0
0.458,0.34,0.121,0.441,0.198,0.092,0.126,6.0
0.408,0.269,0.102,0.385,0.149,0.15,0.137,7.0
0.604,0.47,0.139,1.095,0.592,0.3,0.206,7.0
0.507,0.391,0.141,0.572,0.28,0.132,0.151,12.403
0.457,0.356,0.072,0.393,0.153,0.086,0.115,11.0
0.471,0.353,0.16,0.4,0.201,0.098,0.088,10.0
0.509,0.383,0.137,0.339,0.157,0.12,0.065,10.0
0.316,0.253,0.122,0.466,0.218,0.117,0.121,7.0
0.379,0.298,0.104,0.314,0.12,0.094,0.08,9.0
0.34,0.256,0.101,0.095,0.04,0.032,0.031,9.0
0.462,0.369,0.112,0.525,0.197,0.088,0.213,7.0
0.625,0.496,0.17,1.264,0.481,0.263,0.414,11.0
0.396,0.31,0.128,0.406,0.177,0.081,0.163,9.0
0.352,0.289,0.108,0.315,0.122,0.083,0.117,9.0
0.56,0.436,0.149,0.772,0.392,0.201,0.137,9.0
0.379,0.255,0.132,0.13,0.038,0.017,0.094,10.0
0.509,0.379,0.126,0.617,0.264,0.141,0.167,9.0
0.396,0.31,0.105,0.215,0.107,0.044,0.071,9.0
0.352,0.288,0.114,0.235,0.124,0.062,0.061,8.0
0.573,0.453,0.149,0.777,0.316,0.135,0.263,10.0
0.658,0.517,0.198,1.476,0.602,0.382,0.357,11.0
0.47,0.351,0.179,0.523,0.158,0.083,0.267,13.864
0.653,0.514,0.181,1.401,0.783,0.278,0.335,9.0
0.748,0.592,0.184,2.232,1.06,0.467,0.574,15.178
0.633,0.484,0.162,1.065,0.482,0.215,0.273,9.0
0.533,0.448,0.145,1.006,0.358,0.201,0.347,11.0
0.496,0.399,0.156,0.563,0.215,0.105,0.226,11.0
0.678,0.537,0.213,1.604,0.715,0.317,0.445,10.0
0.648,0.516,0.186,1.6,0.756,0.354,0.432,9.0
0.514,0.396,0.153,0.959,0.403,0.307,0.242,7.0
0.636,0.49,0.174,1.274,0.612,0.252,0.331,11.0
0.67,0.528,0.157,1.084,0.416,0.205,0.322,22.828
0.346,0.284,0.124,0.17,0.07,0.029,0.068,9.0
0.492,0.378,0.161,0.789,0.412,0.169,0.185,9.0
0.553,0.436,0.089,0.534,0.333,0.08,0.104,4.353
0.615,0.482,0.157,1.246,0.514,0.271,0.321,9.0
0.509,0.367,0.089,0.39,0.242,0.09,0.075,7.0
0.718,0.566,0.184,1.998,0.904,0.446,0.51,13.898
0.263,0.22,0.107,0.133,0.055,0.023,0.073,8.0
0.54,0.413,0.175,0.967,0.441,0.222,0.268,6.0
0.701,0.556,0.174,1.758,0.897,0.389,0.415,9.0
0.216,0.182,0.029,0.139,0.166,0.025,0.02,5.74
0.375,0.269,0.128,0.403,0.258,0.066,0.111,4.619
0.641,0.504,0.198,1.34,0.632,0.265,0.37,9.0
0.565,0.444,0.144,1.285,0.562,0.257,0.369,11.0
0.504,0.364,0.131,0.252,0.114,0.064,0.07,8.0
0.652,0.518,0.194,1.714,0.645,0.361,0.557,15.691
0.398,0.285,0.103,0.384,0.169,0.097,0.14,8.0
0.582,0.451,0.132,0.779,0.361,0.185,0.215,10.0
0.491,0.371,0.087,0.45,0.236,0.129,0.089,7.0
0.617,0.494,0.142,1.099,0.497,0.268,0.298,10.308
0.326,0.232,0.082,0.254,0.167,0.059,0.047,7.0
0.514,0.42,0.132,0.754,0.311,0.148,0.23,8.0
0.616,0.486,0.18,1.177,0.475,0.321,0.288,11.0
0.527,0.41,0.149,0.652,0.288,0.123,0.207,10.0
0.588,0.453,0.162,0.68,0.233,0.175,0.221,11.99
0.298,0.239,0.099,0.103,0.036,0.027,0.037,12.798
0.637,0.492,0.183,1.092,0.372,0.262,0.298,19.012
0.614,0.474,0.172,1.178,0.468,0.251,0.357,11.944
0.73,0.572,0.184,1.819,0.737,0.328,0.561,17.06
0.695,0.539,0.18,1.592,0.674,0.399,0.391,10.0
0.562,0.44,0.113,0.902,0.361,0.221,0.247,7.0
0.499,0.411,0.14,0.523,0.131,0.163,0.186,11.0
0.369,0.253,0.083,0.131,0.049,0.026,0.051,9.0
0.543,0.412,0.156,1.112,0.47,0.193,0.341,10.0
0.475,0.339,0.074,0.354,0.153,0.074,0.134,9.0
0.469,0.35,0.127,0.327,0.29,0.082,0.059,5.423
0.443,0.343,0.108,0.239,0.117,0.046,0.083,9.0
0.626,0.495,0.186,1.359,0.662,0.289,0.378,8.0
0.574,0.44,0.173,1.294,0.68,0.259,0.318,8.0
0.574,0.441,0.161,0.895,0.473,0.184,0.189,8.0
0.582,0.455,0.161,0.994,0.473,0.227,0.212,9.0
0.451,0.347,0.108,0.347,0.173,0.093,0.084,8.0
0.578,0.452,0.162,1.322,0.53,0.338,0.383,10.0
0.37,0.282,0.109,0.28,0.105,0.064,0.089,9.0
0.625,0.47,0.167,1.061,0.473,0.268,0.253,10.0
0.555,0.437,0.094,0.973,0.554,0.24,0.162,8.0
0.287,0.232,0.096,0.193,0.076,0.076,0.069,8.0
0.311,0.252,0.09,0.182,0.178,0.036,0.036,1.953
0.316,0.226,0.075,0.156,0.074,0.048,0.028,8.0
0.454,0.357,0.109,0.703,0.296,0.185,0.189,7.0
0.621,0.485,0.143,1.286,0.55,0.322,0.358,11.0
0.371,0.307,0.073,0.158,0.033,0.066,0.075,8.0
0.599,0.452,0.152,0.94,0.41,0.197,0.271,10.0
0.538,0.444,0.134,1.203,0.501,0.3,0.283,9.0
0.591,0.454,0.175,0.993,0.408,0.231,0.265,11.0
0.6,0.481,0.18,1.334,0.577,0.333,0.331,8.0
0.621,0.47,0.151,1.101,0.478,0.21,0.323,13.859
0.547,0.424,0.114,0.952,0.448,0.188,0.248,9.0
0.255,0.173,0.061,0.095,0.065,0.016,0.026,3.479
0.528,0.413,0.107,0.895,0.361,0.162,0.275,11.0
0.474,0.357,0.134,0.615,0.25,0.131,0.226,11.0
0.471,0.367,0.155,0.471,0.188,0.135,0.122,11.0
0.467,0.375,0.084,0.508,0.186,0.159,0.152,7.0
0.495,0.389,0.137,0.42,0.153,0.082,0.176,11.0
0.366,0.26,0.102,0.442,0.191,0.136,0.132,8.0
0.357,0.282,0.109,0.527,0.269,0.145,0.111,10.0
0.461,0.382,0.094,0.368,0.135,0.085,0.108,9.0
0.649,0.521,0.22,1.414,0.578,0.33,0.433,17.066
0.235,0.146,0.06,0.07,0.036,0.011,0.026,7.0
0.238,0.162,0.065,0.07,0.053,0.025,0.003,4.695
0.644,0.519,0.189,1.231,0.548,0.255,0.355,10.0
0.639,0.498,0.163,1.293,0.501,0.302,0.341,10.0
0.446,0.357,0.115,0.315,0.157,0.077,0.094,9.0
0.44,0.331,0.152,0.608,0.259,0.145,0.182,10.687
0.621,0.465,0.139,1.503,0.727,0.362,0.341,9.0
0.604,0.47,0.186,1.214,0.476,0.304,0.313,10.0
0.562,0.435,0.182,0.916,0.34,0.229,0.237,11.233
0.574,0.453,0.141,1.1,0.388,0.247,0.359,9.0
0.445,0.34,0.137,0.957,0.428,0.218,0.25,16.533
0.637,0.508,0.194,1.149,0.401,0.274,0.374,14.784
0.432,0.335,0.073,0.309,0.209,0.102,0.041,6.0
0.566,0.461,0.154,0.983,0.329,0.199,0.312,11.0
0.608,0.468,0.166,0.953,0.41,0.227,0.273,13.052
0.557,0.447,0.183,0.646,0.193,0.151,0.261,14.963
0.597,0.471,0.13,1.286,0.502,0.275,0.368,11.334
0.57,0.452,0.148,1.103,0.46,0.187,0.345,10.0
0.314,0.231,0.104,0.251,0.076,0.057,0.117,10.0
0.704,0.569,0.183,2.24,1.105,0.51,0.552,9.0
0.608,0.481,0.145,0.854,0.288,0.212,0.234,8.0
0.597,0.466,0.132,1.086,0.454,0.236,0.322,10.08
0.542,0.416,0.106,0.869,0.328,0.156,0.294,11.0
0.414,0.352,0.127,0.54,0.146,0.16,0.179,10.0
0.335,0.238,0.093,0.33,0.127,0.125,0.073,8.0
0.562,0.439,0.168,1.243,0.498,0.306,0.348,10.0
0.373,0.287,0.102,0.341,0.16,0.083,0.094,10.0
0.47,0.372,0.123,0.52,0.238,0.151,0.098,9.0
0.479,0.412,0.095,0.694,0.316,0.154,0.183,9.0
0.61,0.483,0.141,1.331,0.657,0.291,0.306,9.0
0.632,0.494,0.172,1.535,0.673,0.338,0.413,9.0
0.51,0.39,0.176,0.726,0.433,0.179,0.107,6.0
0.484,0.393,0.118,0.467,0.133,0.108,0.238,10.0
0.612,0.487,0.189,1.116,0.515,0.221,0.336,11.0
0.435,0.332,0.085,0.414,0.19,0.128,0.1,8.0
0.518,0.395,0.17,0.688,0.454,0.12,0.149,9.0
0.534,0.401,0.126,0.878,0.33,0.154,0.285,9.0
0.496,0.381,0.107,0.296,0.142,0.07,0.104,9.871
0.516,0.377,0.15,0.827,0.363,0.185,0.226,10.0
0.635,0.499,0.142,1.191,0.606,0.27,0.283,9.0
0.472,0.361,0.142,0.509,0.17,0.103,0.211,9.0
0.502,0.382,0.148,0.907,0.461,0.246,0.184,7.0
0.638,0.495,0.188,1.05,0.413,0.189,0.318,16.102
0.432,0.362,0.09,0.522,0.243,0.091,0.182,7.0
0.656,0.52,0.18,1.704,0.7,0.407,0.448,11.0
0.52,0.412,0.105,0.902,0.453,0.191,0.218,9.0
0.552,0.422,0.108,0.778,0.331,0.164,0.248,14.431
0.594,0.451,0.167,0.916,0.485,0.165,0.225,7.0
0.545,0.431,0.147,0.462,0.202,0.109,0.153,8.0
0.57,0.439,0.123,0.64,0.285,0.126,0.162,10.0
0.572,0.439,0.155,1.058,0.492,0.198,0.314,9.0
0.589,0.469,0.16,1.004,0.409,0.23,0.279,8.0
0.706,0.548,0.168,1.645,0.708,0.376,0.415,8.0
0.492,0.379,0.145,0.698,0.326,0.201,0.155,7.0
0.487,0.361,0.119,0.609,0.304,0.128,0.114,9.0
0.31,0.244,0.06,0.136,0.066,0.039,0.043,7.0
0.396,0.298,0.125,0.223,0.074,0.061,0.104,8.0
0.345,0.283,0.105,0.549,0.175,0.129,0.234,9.0
0.529,0.41,0.145,0.819,0.34,0.192,0.233,8.0
0.578,0.443,0.178,1.059,0.398,0.256,0.322,12.456
0.568,0.452,0.165,1.305,0.584,0.286,0.371,9.0
0.677,0.535,0.154,1.352,0.662,0.264,0.374,9.0
0.369,0.254,0.111,0.161,0.101,0.04,0.043,10.0
0.629,0.489,0.159,1.325,0.561,0.278,0.426,10.0
0.409,0.329,0.129,0.18,0.063,0.051,0.075,10.0
0.707,0.551,0.173,1.504,0.756,0.376,0.35,10.0
0.441,0.331,0.136,0.581,0.198,0.149,0.164,8.0
0.492,0.384,0.133,0.449,0.244,0.093,0.114,7.0
0.538,0.397,0.132,0.665,0.318,0.162,0.189,9.0
0.539,0.391,0.117,0.522,0.246,0.117,0.143,9.0
0.31,0.206,0.115,0.09,0.029,0.015,0.038,9.0
0.612,0.472,0.183,1.132,0.493,0.227,0.319,11.0
0.373,0.273,0.102,0.339,0.293,0.048,0.057,5.105
0.604,0.459,0.154,1.238,0.602,0.299,0.269,9.0
0.581,0.459,0.171,1.301,0.559,0.309,0.332,9.546
0.41,0.3,0.097,0.472,0.281,0.117,0.091,8.0
0.44,0.33,0.134,0.576,0.314,0.103,0.146,6.0
0.37,0.259,0.074,0.327,0.128,0.051,0.132,10.0
0.508,0.397,0.104,0.993,0.498,0.187,0.276,7.0
0.576,0.457,0.174,0.945,0.362,0.215,0.274,13.346
0.581,0.477,0.167,1.467,0.615,0.325,0.467,11.0
0.583,0.44,0.142,0.623,0.415,0.109,0.113,4.573
0.451,0.353,0.093,0.293,0.095,0.058,0.146,8.0
0.501,0.395,0.101,0.582,0.283,0.143,0.145,11.0
0.636,0.49,0.14,1.362,0.706,0.269,0.373,6.0
0.621,0.486,0.183,1.244,0.539,0.263,0.327,11.516
0.271,0.217,0.084,0.139,0.024,0.023,0.12,10.0
0.276,0.24,0.076,0.153,0.076,0.051,0.035,6.25
0.618,0.499,0.178,1.157,0.535,0.223,0.298,8.0
0.599,0.477,0.142,0.756,0.279,0.188,0.263,11.0
0.622,0.478,0.166,0.861,0.353,0.175,0.26,14.811
0.643,0.517,0.159,1.681,0.79,0.362,0.445,10.0
0.451,0.349,0.116,0.476,0.135,0.109,0.165,15.131
0.569,0.443,0.153,0.652,0.361,0.14,0.127,6.0
0.59,0.472,0.141,0.938,0.419,0.217,0.272,8.0
0.525,0.403,0.146,0.597,0.27,0.14,0.179,7.0
0.575,0.452,0.151,0.858,0.392,0.126,0.278,11.0
0.597,0.453,0.193,0.893,0.384,0.191,0.27,9.0
0.648,0.515,0.188,1.013,0.356,0.247,0.305,19.497
0.679,0.525,0.173,1.731,0.907,0.419,0.41,7.0
0.74,0.589,0.191,2.166,1.067,0.465,0.574,11.0
0.633,0.502,0.169,1.385,0.626,0.3,0.41,10.0
0.339,0.264,0.144,0.088,0.03,0.032,0.034,9.0
0.547,0.426,0.136,0.843,0.259,0.192,0.29,9.0
0.641,0.504,0.16,1.681,0.681,0.351,0.486,14.211
0.334,0.236,0.064,0.161,0.148,0.031,0.027,7.0
0.618,0.494,0.141,1.011,0.455,0.221,0.263,8.0
0.528,0.399,0.149,0.527,0.223,0.119,0.139,10.0
0.511,0.417,0.131,0.504,0.21,0.064,0.197,10.0
0.267,0.185,0.026,0.065,0.027,0.011,0.024,5.223
0.768,0.612,0.232,2.13,0.808,0.402,0.684,23.968
0.194,0.13,0.064,0.002,0.001,0.003,0.014,7.0
0.214,0.153,0.072,0.066,0.043,0.014,0.02,5.739
0.582,0.449,0.128,0.636,0.276,0.103,0.206,8.0
0.555,0.415,0.159,0.951,0.327,0.247,0.304,21.082
0.397,0.337,0.111,0.461,0.201,0.116,0.125,9.0
0.723,0.562,0.171,1.569,0.763,0.28,0.431,11.0
0.54,0.425,0.14,0.89,0.43,0.243,0.215,9.0
0.361,0.285,0.094,0.318,0.162,0.058,0.119,11.0
0.143,0.101,0.036,0.002,0.001,0.011,0.002,7.0
0.428,0.319,0.111,0.366,0.12,0.106,0.114,8.0
0.656,0.512,0.185,1.568,0.733,0.313,0.411,13.592
0.625,0.478,0.149,0.778,0.434,0.227,0.161,9.0
0.587,0.467,0.172,0.938,0.368,0.24,0.276,10.0
0.561,0.446,0.134,0.945,0.377,0.233,0.245,9.0
0.677,0.53,0.158,1.404,0.641,0.276,0.393,12.19
0.384,0.275,0.106,0.5,0.212,0.152,0.147,8.0
0.48,0.378,0.095,0.818,0.414,0.127,0.23,9.0
0.566,0.439,0.18,0.755,0.264,0.196,0.234,14.754
0.187,0.134,0.065,0.015,0.018,0.006,0.006,4.21
0.636,0.495,0.201,1.291,0.605,0.283,0.33,16.429
0.681,0.539,0.177,1.825,0.873,0.358,0.484,12.907
0.697,0.557,0.199,1.557,0.683,0.361,0.412,11.0
0.546,0.427,0.125,0.911,0.383,0.205,0.263,10.0
0.547,0.406,0.143,0.684,0.284,0.163,0.212,8.0
0.575,0.435,0.162,0.881,0.43,0.232,0.198,9.0
0.417,0.29,0.098,0.321,0.16,0.087,0.098,10.0
0.611,0.478,0.169,1.315,0.579,0.252,0.386,8.0
0.209,0.18,0.083,0.062,0.025,0.021,0.02,5.725
0.565,0.457,0.17,0.851,0.345,0.175,0.268,8.0
0.536,0.414,0.113,0.939,0.394,0.228,0.289,9.0
0.385,0.273,0.109,0.224,0.123,0.049,0.076,6.84
0.555,0.419,0.146,1.054,0.442,0.204,0.323,11.0
0.517,0.392,0.085,0.458,0.219,0.098,0.154,8.0
0.474,0.35,0.15,0.467,0.279,0.104,0.102,7.0
0.624,0.492,0.198,1.157,0.363,0.269,0.405,11.0
0.628,0.506,0.201,1.176,0.453,0.248,0.36,13.626
0.629,0.5,0.157,1.333,0.628,0.25,0.391,12.059
0.719,0.566,0.215,1.457,0.666,0.296,0.394,10.669
0.598,0.479,0.173,1.216,0.54,0.207,0.381,10.0
0.57,0.436,0.137,0.83,0.393,0.171,0.221,9.0
0.64,0.515,0.177,1.386,0.696,0.303,0.315,8.0
0.541,0.408,0.174,0.443,0.178,0.077,0.184,8.0
0.491,0.377,0.136,0.743,0.353,0.159,0.174,8.0
0.378,0.296,0.115,0.325,0.104,0.067,0.128,11.0
0.663,0.522,0.178,1.073,0.425,0.199,0.329,11.649
0.48,0.35,0.142,0.801,0.381,0.148,0.216,9.0
0.556,0.426,0.167,1.039,0.444,0.218,0.311,8.0
0.613,0.476,0.106,0.767,0.384,0.153,0.214,11.0
0.514,0.356,0.141,0.411,0.201,0.114,0.085,9.0
0.534,0.416,0.143,1.143,0.44,0.288,0.329,8.0
0.613,0.489,0.169,1.279,0.502,0.284,0.369,11.0
0.638,0.492,0.207,1.488,0.639,0.326,0.432,11.0
0.616,0.473,0.149,0.759,0.359,0.177,0.172,9.0
0.623,0.499,0.194,1.353,0.584,0.331,0.409,10.0
0.664,0.522,0.203,1.765,0.839,0.426,0.429,9.0
0.534,0.418,0.111,0.791,0.357,0.193,0.216,6.0
0.646,0.504,0.18,1.61,0.722,0.334,0.466,10.0
0.475,0.367,0.131,0.703,0.305,0.107,0.212,11.0
0.351,0.247,0.087,0.134,0.068,0.023,0.06,8.0
0.353,0.247,0.041,0.257,0.171,0.044,0.094,4.85
0.59,0.466,0.188,0.878,0.365,0.184,0.249,13.209
0.658,0.512,0.169,2.133,1.002,0.478,0.526,9.0
0.597,0.472,0.177,0.669,0.273,0.18,0.171,9.0
0.374,0.27,0.11,0.276,0.149,0.08,0.05,6.0
0.351,0.273,0.098,0.129,0.037,0.036,0.071,10.0
0.634,0.496,0.141,0.847,0.326,0.209,0.221,8.0
0.569,0.449,0.138,1.246,0.545,0.261,0.352,9.0
0.389,0.283,0.098,0.134,0.041,0.014,0.097,10.0
0.672,0.521,0.183,1.171,0.59,0.199,0.357,9.0
0.511,0.415,0.135,0.894,0.352,0.216,0.261,11.0
0.49,0.384,0.119,0.582,0.274,0.126,0.163,7.0
0.249,0.197,0.09,0.101,0.049,0.039,0.029,7.0
0.441,0.293,0.117,0.324,0.122,0.112,0.104,7.0
0.435,0.336,0.145,0.485,0.131,0.114,0.169,10.0
0.521,0.394,0.157,0.72,0.367,0.149,0.177,8.0
0.757,0.605,0.232,2.449,1.256,0.569,0.642,11.449
0.45,0.365,0.119,0.669,0.252,0.112,0.225,10.0
0.176,0.159,0.059,0.106,0.029,0.025,0.06,9.0
0.606,0.472,0.149,0.742,0.268,0.18,0.233,9.0
0.495,0.377,0.141,0.467,0.173,0.165,0.141,9.0
0.656,0.516,0.213,1.408,0.567,0.306,0.435,16.017
0.615,0.467,0.151,0.94,0.426,0.246,0.246,7.0
0.731,0.582,0.209,1.827,0.766,0.377,0.596,16.42
