age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,education,workclass,native-country,race
23,224127,9,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,Some-college,Private,United-States,White
49,62128,10,1120,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
41,248918,8,0,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
41,201394,9,0,0,40,Divorced,Unmarried,Male,Adm-clerical,Masters,Self-emp-not-inc,United-States,White
65,201219,9,0,0,47,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
55,101226,13,0,0,73,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
34,112897,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
41,254360,10,2959,0,94,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
46,101596,9,0,0,45,Widowed,Unmarried,Female,Sales,Bachelors,Private,United-States,White
44,171112,9,0,0,45,Separated,Unmarried,Female,Adm-clerical,HS-grad,Private,United-States,White
40,66365,10,0,0,40,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
38,82667,10,0,0,52,Married-civ-spouse,Wife,Female,Handlers-cleaners,Doctorate,Self-emp-inc,Canada,White
21,106558,11,0,0,99,Never-married,Other-relative,Female,Priv-house-serv,9th,Self-emp-not-inc,South,Black
46,298442,13,0,0,50,Divorced,Unmarried,Male,Adm-clerical,Assoc-acdm,Local-gov,United-States,White
27,165192,9,0,1972,14,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
47,41973,9,0,0,35,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
27,245746,9,0,0,37,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
70,213120,4,0,0,46,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
26,175831,11,0,0,40,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
31,122839,14,0,0,51,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
70,263438,6,0,0,40,Widowed,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
44,246089,9,0,0,27,Married-civ-spouse,Wife,Female,Tech-support,11th,State-gov,United-States,Black
34,71069,14,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
59,46576,13,0,0,47,Married-civ-spouse,Husband,Male,Other-service,Masters,Self-emp-not-inc,United-States,White
40,122793,10,0,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
61,56607,15,0,0,50,Separated,Not-in-family,Male,Sales,Bachelors,Private,United-States,White
41,120024,9,0,0,47,Divorced,Unmarried,Female,Prof-specialty,Bachelors,Private,United-States,White
42,113718,13,0,0,48,Separated,Unmarried,Female,Adm-clerical,HS-grad,Private,United-States,White
26,134912,13,0,0,40,Divorced,Own-child,Female,Priv-house-serv,7th-8th,Federal-gov,Italy,Black
57,115748,12,0,0,54,Married-civ-spouse,Husband,Male,Machine-op-inspct,10th,Local-gov,United-States,White
49,246856,13,0,0,40,Widowed,Other-relative,Female,Craft-repair,Doctorate,Federal-gov,Germany,Black
42,167224,10,0,0,71,Married-civ-spouse,Wife,Female,Tech-support,Prof-school,State-gov,United-States,Black
24,84145,13,0,0,47,Never-married,Own-child,Female,Sales,HS-grad,Private,United-States,White
37,102293,10,0,0,40,Married-civ-spouse,Wife,Female,Tech-support,11th,Self-emp-inc,Mexico,Black
26,158319,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
41,131191,9,0,0,20,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
27,167287,10,2563,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
37,96005,10,0,0,37,Never-married,Not-in-family,Male,Exec-managerial,Some-college,Private,United-States,White
45,358629,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
40,179230,10,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
59,259885,15,0,0,45,Married-civ-spouse,Husband,Male,Adm-clerical,11th,Local-gov,United-States,White
71,97000,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
27,193556,10,7706,0,40,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
25,224605,7,4661,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
19,358734,9,0,0,37,Separated,Unmarried,Female,Adm-clerical,Some-college,Private,United-States,White
37,182534,9,0,0,40,Divorced,Unmarried,Male,Adm-clerical,Assoc-voc,Local-gov,United-States,White
39,218067,13,0,0,53,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
42,110353,14,0,0,40,Married-civ-spouse,Other-relative,Female,Protective-serv,5th-6th,Federal-gov,Haiti,Amer-Indian-Eskimo
68,370685,9,0,0,60,Divorced,Unmarried,Male,Machine-op-inspct,10th,Self-emp-inc,United-States,White
24,249197,13,0,0,11,Never-married,Not-in-family,Male,Exec-managerial,Some-college,Private,United-States,White
34,246113,14,0,1439,29,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
19,184948,10,0,0,40,Never-married,Own-child,Female,Exec-managerial,11th,Private,United-States,White
21,250580,10,0,0,28,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
36,279954,9,0,0,35,Married-civ-spouse,Husband,Male,Machine-op-inspct,Masters,Self-emp-not-inc,United-States,White
36,93911,9,0,1881,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Masters,Self-emp-not-inc,United-States,White
27,197744,9,0,0,45,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
30,130404,9,0,0,51,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,United-States,White
62,146210,12,0,2726,60,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
36,99272,6,0,0,20,Married-civ-spouse,Husband,Male,Handlers-cleaners,Assoc-acdm,Local-gov,United-States,White
28,93723,14,0,0,60,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
38,104068,14,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
25,60936,13,8167,0,45,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
28,141346,9,0,0,33,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
41,174197,9,0,0,45,Never-married,Not-in-family,Male,Exec-managerial,Some-college,Private,United-States,White
45,94754,10,0,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,Masters,Self-emp-not-inc,United-States,White
28,232095,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
41,100488,13,0,0,28,Divorced,Unmarried,Male,Handlers-cleaners,Prof-school,State-gov,United-States,Black
28,185996,9,0,0,40,Never-married,Own-child,Male,Sales,Some-college,Private,United-States,White
50,76071,12,4047,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
46,158815,10,0,0,40,Divorced,Unmarried,Female,Sales,Masters,Self-emp-not-inc,United-States,White
55,190083,10,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,7th-8th,Self-emp-not-inc,United-States,White
43,139144,10,14753,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
56,133451,4,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,10th,Local-gov,United-States,White
37,382730,10,0,0,11,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
40,247940,6,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
46,478387,10,0,0,38,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
49,100635,10,0,0,40,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
53,124690,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
48,97143,13,3333,0,72,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
27,77691,5,0,0,40,Divorced,Unmarried,Female,Sales,Bachelors,Private,United-States,White
41,82652,15,0,0,52,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
44,191677,9,0,1670,55,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
61,120692,9,0,0,51,Divorced,Own-child,Female,Tech-support,Prof-school,Self-emp-inc,United-States,Black
19,381045,9,0,0,13,Never-married,Not-in-family,Male,Exec-managerial,Some-college,Private,United-States,White
49,179966,7,0,0,60,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
34,50137,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Assoc-voc,Private,United-States,White
34,242912,14,0,0,37,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
77,168039,10,0,0,40,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
29,133895,10,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
34,362706,2,0,0,9,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
33,149844,7,0,0,60,Divorced,Own-child,Female,Craft-repair,10th,State-gov,Mexico,Black
51,314232,13,0,0,45,Divorced,Unmarried,Male,Adm-clerical,Assoc-voc,Local-gov,United-States,White
22,255206,9,0,0,40,Never-married,Own-child,Female,Sales,HS-grad,Private,United-States,White
33,312980,9,0,0,40,Divorced,Unmarried,Male,Handlers-cleaners,Assoc-acdm,Local-gov,United-States,White
42,64797,13,0,0,52,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-voc,Local-gov,United-States,White
27,57566,6,0,0,60,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
17,409517,10,0,0,40,Married-civ-spouse,Wife,Female,Tech-support,Assoc-acdm,State-gov,United-States,Black
37,301106,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
42,39773,7,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-voc,Local-gov,United-States,White
37,202825,9,0,0,30,Married-civ-spouse,Wife,Female,Tech-support,Prof-school,State-gov,United-States,Black
43,39760,13,0,0,53,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
62,266596,4,0,0,40,Widowed,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
45,110816,10,0,0,24,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
25,64786,9,0,0,83,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
45,189064,9,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-acdm,Local-gov,United-States,White
76,153879,13,0,0,72,Married-civ-spouse,Husband,Male,Handlers-cleaners,Doctorate,Local-gov,United-States,White
28,409232,12,0,0,50,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
46,43499,9,0,0,45,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
40,57906,10,0,0,53,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
50,206624,10,0,0,40,Widowed,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
41,61865,9,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
37,181212,13,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
31,156416,10,0,0,36,Never-married,Unmarried,Male,Farming-fishing,Prof-school,State-gov,Puerto-Rico,Black
35,142380,14,0,0,27,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
41,264233,10,0,0,60,Separated,Not-in-family,Male,Sales,Some-college,Private,United-States,White
72,129135,9,4479,0,40,Never-married,Own-child,Female,Sales,Masters,Self-emp-not-inc,United-States,White
32,158878,7,0,0,30,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
37,195532,14,0,0,40,Married-civ-spouse,Wife,Female,Priv-house-serv,7th-8th,Federal-gov,Italy,Black
36,239127,9,0,0,40,Married-civ-spouse,Wife,Female,Handlers-cleaners,9th,Federal-gov,Jamaica,Black
41,524171,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
28,321394,13,0,0,44,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
29,238988,10,0,0,60,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
29,150460,10,0,0,69,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
35,109737,7,0,0,60,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
30,197418,10,0,2018,40,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
30,297824,12,7872,0,40,Divorced,Not-in-family,Male,Sales,Some-college,Private,United-States,White
46,294784,13,0,0,57,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
58,221558,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
43,142525,10,0,0,40,Married-civ-spouse,Wife,Female,Tech-support,11th,State-gov,United-States,Black
21,262122,11,14749,0,40,Separated,Unmarried,Female,Adm-clerical,Some-college,Private,United-States,White
41,366773,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
31,194881,13,0,0,40,Never-married,Own-child,Male,Sales,Some-college,Private,United-States,White
55,43522,9,0,0,40,Divorced,Other-relative,Female,Protective-serv,12th,Federal-gov,Taiwan,Asian-Pac-Islander
29,421232,6,0,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
24,252709,10,0,0,45,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
47,167752,14,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Masters,Local-gov,United-States,White
36,196225,9,0,0,55,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
36,303228,10,0,0,40,Divorced,Unmarried,Female,Exec-managerial,Masters,Self-emp-not-inc,United-States,White
47,326676,10,0,0,60,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
28,408077,9,0,0,36,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
50,113818,9,0,0,8,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
20,267990,13,0,0,40,Never-married,Own-child,Male,Sales,HS-grad,Private,United-States,White
37,81417,14,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
40,30554,9,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-voc,Local-gov,United-States,White
64,217174,9,0,0,51,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
38,119332,13,0,0,47,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
53,122604,13,0,1975,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
63,183391,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
45,122808,10,14843,0,45,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Self-emp-not-inc,United-States,White
38,187231,12,0,0,20,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
43,231154,9,3828,0,20,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
40,289884,14,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
35,269313,12,0,0,59,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
28,211478,11,0,0,40,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
37,311039,11,0,0,6,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
55,36893,9,0,0,52,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
31,205835,10,0,0,26,Married-civ-spouse,Wife,Female,Craft-repair,Prof-school,State-gov,Philippines,Black
52,126318,6,0,0,46,Widowed,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
33,152007,9,14031,0,40,Divorced,Not-in-family,Male,Prof-specialty,HS-grad,Private,United-States,White
52,189715,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
48,179179,13,0,0,16,Divorced,Own-child,Female,Craft-repair,7th-8th,Federal-gov,Mexico,Black
51,197922,13,0,1996,40,Divorced,Unmarried,Male,Handlers-cleaners,Prof-school,Self-emp-inc,United-States,White
54,84601,13,0,0,69,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
35,195133,13,0,0,40,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
74,158715,10,0,0,60,Married-civ-spouse,Husband,Male,Adm-clerical,Prof-school,Self-emp-inc,United-States,White
46,76318,14,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
36,202166,10,0,0,45,Never-married,Own-child,Male,Sales,Bachelors,Private,United-States,White
34,283261,13,0,0,47,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
34,345121,9,0,0,40,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
23,57561,14,0,0,11,Never-married,Unmarried,Male,Handlers-cleaners,Assoc-acdm,State-gov,United-States,Black
28,65385,14,0,0,84,Married-civ-spouse,Wife,Female,Tech-support,11th,Local-gov,United-States,Black
52,144090,3,14538,0,15,Divorced,Unmarried,Female,Sales,Bachelors,Private,United-States,White
52,507021,13,0,0,52,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,United-States,White
48,194138,10,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,United-States,White
19,182002,9,0,0,50,Never-married,Own-child,Female,Exec-managerial,Bachelors,Private,United-States,White
51,42722,9,0,0,40,Divorced,Unmarried,Male,Handlers-cleaners,11th,Self-emp-inc,United-States,Black
45,95198,10,0,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,Prof-school,Self-emp-inc,United-States,Black
20,225329,10,0,0,53,Never-married,Own-child,Female,Exec-managerial,Bachelors,Private,United-States,White
39,140788,10,0,0,40,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
27,123608,7,3405,0,36,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
27,278437,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
26,477425,7,0,0,40,Married-civ-spouse,Wife,Female,Tech-support,11th,Local-gov,United-States,Black
35,170708,10,0,0,73,Divorced,Unmarried,Female,Sales,Bachelors,Private,United-States,White
29,59588,10,26846,0,60,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
62,116170,12,7581,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
29,98211,9,0,0,35,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
40,45476,10,0,0,40,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
56,61210,14,0,0,40,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
45,181557,11,0,0,26,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
36,102412,9,0,0,45,Divorced,Unmarried,Female,Sales,Bachelors,Private,United-States,White
23,160655,13,0,1996,45,Never-married,Own-child,Female,Sales,HS-grad,Private,United-States,White
40,151688,10,0,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
26,65784,4,0,0,8,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
43,531705,10,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
51,147939,10,0,0,51,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
35,112402,11,0,0,40,Divorced,Unmarried,Female,Exec-managerial,Masters,Self-emp-not-inc,United-States,White
53,206187,10,0,0,46,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
37,60920,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Assoc-acdm,Local-gov,United-States,White
38,220246,10,0,0,13,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
25,174535,8,0,0,50,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
35,360607,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
32,192798,10,0,0,52,Separated,Unmarried,Female,Other-service,Some-college,Private,United-States,White
51,46288,3,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
22,40568,11,0,0,7,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
30,210341,6,0,0,40,Never-married,Other-relative,Female,Priv-house-serv,12th,Federal-gov,Dominican-Republic,Black
39,97169,13,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,United-States,White
31,105179,9,5020,0,20,Never-married,Unmarried,Male,Handlers-cleaners,11th,Local-gov,United-States,Black
59,151441,9,0,0,67,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Self-emp-not-inc,United-States,White
47,129592,15,0,0,45,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-voc,Local-gov,United-States,White
57,354358,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
67,177822,9,0,0,36,Widowed,Unmarried,Female,Prof-specialty,Bachelors,Self-emp-not-inc,United-States,White
56,111710,9,0,0,47,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
52,105903,7,1732,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
57,211899,11,15296,0,53,Divorced,Unmarried,Female,Exec-managerial,7th-8th,Self-emp-not-inc,United-States,White
38,197325,14,0,0,55,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
33,108168,9,0,1894,26,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
34,157990,10,0,0,40,Separated,Not-in-family,Female,Sales,Bachelors,Private,United-States,White
35,199224,9,4070,0,47,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
47,302693,10,0,0,40,Married-civ-spouse,Wife,Female,Craft-repair,Doctorate,Federal-gov,Germany,Black
30,232670,13,0,0,63,Married-civ-spouse,Wife,Female,Handlers-cleaners,9th,Federal-gov,El-Salvador,Black
41,581148,11,0,0,40,Never-married,Unmarried,Male,Farming-fishing,11th,State-gov,Mexico,Black
57,225566,10,0,0,37,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
29,233553,14,0,0,45,Separated,Unmarried,Female,Adm-clerical,HS-grad,Private,United-States,White
55,114820,10,0,0,45,Never-married,Unmarried,Male,Farming-fishing,Doctorate,State-gov,Mexico,Black
36,209609,9,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,United-States,White
63,130071,10,0,0,20,Married-civ-spouse,Wife,Female,Priv-house-serv,5th-6th,Federal-gov,South,Black
20,343397,9,15515,0,40,Never-married,Other-relative,Female,Priv-house-serv,9th,Self-emp-not-inc,Jamaica,Black
60,412728,15,4542,0,52,Widowed,Unmarried,Male,Handlers-cleaners,Assoc-voc,Self-emp-inc,United-States,White
49,122951,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
47,269553,10,3797,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
27,37594,10,0,0,45,Never-married,Own-child,Female,Machine-op-inspct,Assoc-acdm,Self-emp-not-inc,United-States,White
24,422884,13,0,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
32,302431,14,7236,0,37,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
39,38384,10,0,0,20,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
45,126305,9,0,0,60,Married-civ-spouse,Wife,Female,Craft-repair,7th-8th,Federal-gov,Philippines,Black
62,124934,9,0,0,40,Married-civ-spouse,Husband,Male,Other-service,Masters,Self-emp-not-inc,United-States,White
48,309845,9,0,0,37,Married-spouse-absent,Unmarried,Female,Prof-specialty,Bachelors,Private,United-States,White
34,206020,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
37,112158,3,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
38,218697,6,0,0,20,Never-married,Other-relative,Female,Protective-serv,12th,Federal-gov,Nicaragua,Amer-Indian-Eskimo
41,55985,11,0,0,53,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
27,111797,10,0,0,40,Never-married,Own-child,Male,Sales,Some-college,Private,United-States,White
44,236630,10,0,0,40,Divorced,Unmarried,Male,Handlers-cleaners,Assoc-acdm,State-gov,United-States,White
