age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,education,workclass,native-country,race
37,131969,12,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Doctorate,Self-emp-not-inc,United-States,White
56,125359,13,0,0,60,Married-civ-spouse,Husband,Male,Adm-clerical,Some-college,Self-emp-not-inc,United-States,White
61,263171,10,0,0,36,Divorced,Not-in-family,Female,Adm-clerical,HS-grad,Private,United-States,White
23,191197,10,0,0,8,Never-married,Other-relative,Male,Exec-managerial,HS-grad,Private,United-States,White
23,94235,13,0,0,40,Never-married,Not-in-family,Female,Craft-repair,HS-grad,Private,United-States,Black
25,252962,4,4175,0,60,Married-civ-spouse,Husband,Male,Transport-moving,Some-college,Private,United-States,White
29,180766,10,0,0,40,Never-married,Own-child,Male,Exec-managerial,HS-grad,Private,United-States,White
39,185848,3,0,0,44,Never-married,Other-relative,Male,Exec-managerial,10th,Private,United-States,White
37,158943,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,White
22,638693,9,0,0,40,Never-married,Not-in-family,Male,Other-service,10th,Private,United-States,White
39,152367,10,0,0,45,Married-civ-spouse,Husband,Male,Adm-clerical,HS-grad,Self-emp-inc,Philippines,White
32,87055,10,0,0,40,Never-married,Own-child,Female,Adm-clerical,Some-college,Private,United-States,White
39,257825,10,0,0,54,Married-civ-spouse,Husband,Male,Adm-clerical,HS-grad,Private,United-States,White
38,126633,8,0,0,52,Never-married,Not-in-family,Male,Transport-moving,Prof-school,Private,United-States,White
40,193231,4,0,0,40,Divorced,Unmarried,Female,Exec-managerial,HS-grad,Private,United-States,White
39,13863,9,0,1763,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Self-emp-inc,United-States,White
25,112844,13,0,0,60,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Private,United-States,White
43,347233,10,0,0,71,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Private,United-States,White
43,191142,10,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Self-emp-inc,United-States,White
38,114923,10,0,0,44,Married-civ-spouse,Husband,Male,Other-service,HS-grad,State-gov,United-States,White
18,282795,10,0,0,49,Never-married,Own-child,Male,Other-service,9th,Private,United-States,White
40,44623,9,0,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,HS-grad,Private,United-States,White
33,342097,9,0,0,52,Never-married,Own-child,Female,Sales,HS-grad,Local-gov,United-States,Amer-Indian-Eskimo
43,249534,14,0,0,40,Divorced,Unmarried,Female,Craft-repair,Masters,Private,United-States,White
40,656538,4,0,0,11,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Private,United-States,White
48,58574,9,0,0,51,Divorced,Unmarried,Female,Adm-clerical,HS-grad,Private,United-States,White
41,180216,7,0,0,40,Never-married,Own-child,Female,Craft-repair,Prof-school,Self-emp-not-inc,United-States,White
80,64867,9,0,0,20,Widowed,Not-in-family,Male,Prof-specialty,Masters,Self-emp-inc,United-States,White
37,204604,12,6729,0,40,Separated,Unmarried,Female,Tech-support,HS-grad,Private,United-States,White
48,150667,9,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,Assoc-voc,Private,United-States,White
34,69114,9,3931,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
50,453572,10,0,0,40,Never-married,Not-in-family,Male,Machine-op-inspct,Some-college,Self-emp-inc,United-States,White
49,123229,9,0,0,37,Divorced,Not-in-family,Male,Other-service,Bachelors,Private,United-States,White
41,190742,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,HS-grad,Local-gov,United-States,White
39,171819,13,11568,0,40,Married-spouse-absent,Unmarried,Female,Sales,HS-grad,Private,England,White
40,175581,9,0,0,56,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,Amer-Indian-Eskimo
19,169836,9,0,0,40,Never-married,Unmarried,Female,Exec-managerial,Some-college,Federal-gov,United-States,White
50,185383,9,0,0,25,Separated,Unmarried,Female,Prof-specialty,Assoc-voc,Private,United-States,White
58,221403,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Prof-school,Private,United-States,White
39,176199,9,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Some-college,Self-emp-not-inc,Scotland,White
34,17148,8,0,0,40,Married-civ-spouse,Husband,Male,Tech-support,Bachelors,Private,United-States,White
25,188524,4,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,11th,Private,United-States,White
45,191835,7,0,0,25,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
58,49622,10,0,0,40,Never-married,Own-child,Male,Handlers-cleaners,HS-grad,Private,United-States,White
36,343311,10,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Federal-gov,United-States,White
45,100104,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,11th,Private,United-States,White
46,236984,14,0,0,45,Divorced,Not-in-family,Male,Prof-specialty,Doctorate,Federal-gov,United-States,White
56,129671,9,0,0,40,Divorced,Own-child,Female,Adm-clerical,Assoc-voc,Private,United-States,White
33,196173,9,2440,0,20,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
50,291659,13,3658,0,51,Married-civ-spouse,Wife,Female,Adm-clerical,Assoc-voc,Local-gov,United-States,White
32,313544,9,0,0,40,Married-civ-spouse,Own-child,Male,Handlers-cleaners,Bachelors,Self-emp-inc,United-States,White
35,190982,12,2964,0,45,Married-civ-spouse,Husband,Male,Transport-moving,Masters,Private,United-States,Asian-Pac-Islander
42,199322,9,0,0,40,Separated,Unmarried,Male,Prof-specialty,HS-grad,Private,United-States,White
27,303564,11,0,0,21,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
68,342677,9,0,0,40,Widowed,Not-in-family,Male,Craft-repair,7th-8th,Self-emp-inc,United-States,White
41,210112,13,0,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Local-gov,United-States,White
34,98349,7,0,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,Bachelors,Self-emp-inc,United-States,White
33,249107,9,0,0,45,Divorced,Unmarried,Female,Sales,HS-grad,State-gov,El-Salvador,White
46,283968,8,0,0,50,Married-civ-spouse,Husband,Male,Handlers-cleaners,Bachelors,Private,United-States,White
19,66322,10,0,0,40,Never-married,Unmarried,Female,Adm-clerical,Bachelors,Private,Mexico,White
45,247773,10,0,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,Bachelors,Private,United-States,White
24,196818,9,0,0,55,Never-married,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,White
28,151923,14,0,0,40,Never-married,Own-child,Male,Sales,HS-grad,State-gov,United-States,White
31,116128,9,0,0,40,Divorced,Not-in-family,Female,Machine-op-inspct,Bachelors,Private,Puerto-Rico,White
53,399677,11,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,Italy,White
41,61109,14,0,0,60,Divorced,Not-in-family,Female,Other-service,Some-college,Private,United-States,White
47,187426,2,0,0,15,Never-married,Not-in-family,Female,Prof-specialty,Prof-school,Self-emp-not-inc,United-States,White
40,287194,9,0,1866,36,Never-married,Not-in-family,Female,Adm-clerical,Doctorate,Private,United-States,White
51,185930,4,0,0,40,Married-spouse-absent,Unmarried,Female,Tech-support,HS-grad,Private,United-States,White
35,203276,13,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Self-emp-not-inc,United-States,White
22,286761,9,0,0,40,Never-married,Unmarried,Female,Sales,HS-grad,Private,United-States,White
22,217845,14,0,0,40,Never-married,Own-child,Male,Transport-moving,HS-grad,Private,United-States,White
33,232616,9,0,1880,40,Never-married,Own-child,Male,Machine-op-inspct,HS-grad,Local-gov,Philippines,White
37,72181,10,0,1894,8,Married-civ-spouse,Husband,Male,Exec-managerial,Masters,Private,United-States,White
31,34387,13,0,0,40,Never-married,Not-in-family,Male,Transport-moving,HS-grad,Local-gov,United-States,White
45,214336,9,1287,0,40,Separated,Unmarried,Male,Exec-managerial,7th-8th,Private,United-States,White
18,198410,3,0,1881,40,Never-married,Not-in-family,Male,Prof-specialty,Bachelors,Private,United-States,White
19,106429,13,0,0,15,Separated,Not-in-family,Female,Protective-serv,Some-college,Private,Mexico,White
43,50939,9,0,0,46,Married-civ-spouse,Husband,Male,Farming-fishing,Assoc-voc,Private,United-States,White
38,197204,9,0,0,31,Separated,Not-in-family,Male,Protective-serv,HS-grad,Private,Germany,White
22,438763,13,2942,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Assoc-acdm,Private,United-States,White
53,38247,9,0,0,40,Married-civ-spouse,Wife,Female,Craft-repair,Some-college,Self-emp-not-inc,United-States,White
40,179628,6,0,0,20,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Local-gov,India,Asian-Pac-Islander
53,89158,13,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,10th,Self-emp-inc,United-States,White
50,213526,13,2584,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,State-gov,Cuba,White
17,276780,10,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Some-college,Local-gov,United-States,White
38,92596,11,0,0,40,Divorced,Unmarried,Female,Machine-op-inspct,Assoc-voc,Self-emp-inc,United-States,Black
27,398595,12,0,0,38,Never-married,Other-relative,Male,Craft-repair,Some-college,Private,United-States,Black
28,304088,13,0,0,40,Divorced,Not-in-family,Male,Sales,Bachelors,Private,United-States,White
56,263518,9,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,5th-6th,Private,United-States,White
42,675197,10,0,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,Assoc-voc,Private,United-States,White
28,165808,5,0,0,40,Divorced,Not-in-family,Male,Machine-op-inspct,HS-grad,Private,United-States,White
49,85303,10,0,0,18,Married-civ-spouse,Wife,Female,Other-service,HS-grad,Private,United-States,Black
34,124186,10,0,0,40,Never-married,Own-child,Male,Exec-managerial,Assoc-voc,Private,United-States,White
34,119798,10,0,0,35,Separated,Unmarried,Female,Sales,Masters,Private,United-States,White
38,443308,11,0,0,60,Divorced,Not-in-family,Female,Tech-support,HS-grad,Self-emp-not-inc,United-States,White
43,257621,2,0,739,27,Married-civ-spouse,Wife,Female,Other-service,Bachelors,Private,United-States,White
32,299843,10,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
41,189359,13,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Bachelors,Self-emp-inc,United-States,White
50,82754,8,0,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Local-gov,United-States,White
28,245920,13,0,0,40,Divorced,Not-in-family,Male,Adm-clerical,7th-8th,Private,United-States,White
24,180653,8,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,HS-grad,Private,United-States,White
24,216875,11,0,0,43,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,United-States,White
29,183028,13,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,HS-grad,Private,United-States,White
50,149052,9,0,0,60,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Private,United-States,Asian-Pac-Islander
40,27788,9,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Assoc-acdm,Private,United-States,White
35,459540,12,0,0,51,Married-civ-spouse,Husband,Male,Other-service,Some-college,State-gov,United-States,Black
58,260853,7,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Local-gov,United-States,White
49,93199,9,0,0,40,Divorced,Not-in-family,Male,Sales,HS-grad,Private,United-States,Black
34,233915,10,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Private,United-States,White
55,109439,13,0,0,40,Never-married,Not-in-family,Male,Sales,HS-grad,Self-emp-not-inc,United-States,White
38,183395,9,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Bachelors,Self-emp-not-inc,United-States,White
34,228395,10,0,0,46,Married-civ-spouse,Husband,Male,Craft-repair,9th,Private,United-States,White
39,162108,13,0,1856,51,Married-civ-spouse,Husband,Male,Other-service,HS-grad,Private,United-States,White
21,172376,12,0,0,30,Never-married,Own-child,Female,Exec-managerial,Bachelors,Private,United-States,White
48,241223,9,0,0,40,Married-spouse-absent,Not-in-family,Male,Transport-moving,Some-college,Private,United-States,White
45,177387,13,0,0,48,Divorced,Not-in-family,Male,Priv-house-serv,HS-grad,Private,United-States,White
