X1 house age,X2 distance to the nearest MRT station,X3 number of convenience stores,X4 latitude,X5 longitude,Y6 house price of unit area
14.4,1160.2817,3,24.97659,121.53938,41.7
16.4,498.6472,0,24.97604,121.53832,32.0
16.4,4005.6577,0,24.94951,121.51606,14.8
15.9,574.1484,1,24.94942,121.53299,21.4
34.0,6414.5764,1,24.95792,121.496,13.0
19.6,25.2994,8,24.98695,121.54946,49.0
17.0,4536.9354,0,24.94109,121.504,14.0
29.4,1847.6495,1,24.95163,121.51639,12.3
31.6,139.4242,7,24.9687,121.55092,46.1
30.8,159.4138,6,24.97338,121.54342,44.3
28.0,1181.5534,5,24.98432,121.53247,33.4
2.6,1428.1712,4,24.96252,121.53844,41.5
12.3,371.1508,5,24.97136,121.54375,43.2
13.5,464.186,6,24.96305,121.54403,54.6
5.7,1029.8757,1,24.9788,121.51448,26.0
35.6,1873.1521,1,24.95464,121.50947,23.2
15.9,395.5661,8,24.9771,121.51623,52.4
0.6,510.4136,2,24.97446,121.52839,42.7
12.9,540.7576,3,24.97094,121.53633,30.1
39.6,187.9407,8,24.97165,121.5444,56.6
17.6,168.4474,8,24.98291,121.5402,32.3
29.4,269.0296,8,24.98204,121.53881,42.4
7.1,320.8176,6,24.97591,121.54552,41.8
33.1,446.5897,6,24.97912,121.53731,26.4
39.8,104.3813,9,24.97492,121.54001,52.1
9.8,428.6095,3,24.97707,121.52932,40.8
16.7,394.4109,1,24.96234,121.54283,38.5
12.5,157.8725,6,24.97991,121.54443,74.5
13.5,2238.0596,0,24.94201,121.52847,17.5
19.5,1015.2925,2,24.96718,121.51689,29.0
28.6,174.4075,3,24.97253,121.54394,47.3
1.8,248.5661,8,24.983,121.5455,68.9
12.1,584.5634,5,24.97512,121.54446,38.2
6.4,3990.4745,1,24.97046,121.504,39.4
5.7,1916.3879,3,24.96566,121.51849,29.2
18.2,398.7165,3,24.97433,121.54461,53.9
41.1,1546.6974,0,24.94816,121.52881,22.8
19.6,1439.3459,0,24.96544,121.50955,28.9
2.8,671.8288,5,24.96658,121.53996,55.0
13.8,62.6561,9,24.98732,121.55145,72.5
13.7,191.08,6,24.96775,121.54825,43.6
0.0,552.7029,0,24.96666,121.53849,36.8
16.8,1879.5189,2,24.96679,121.51799,26.4
30.0,1381.8825,6,24.97099,121.53179,37.1
30.7,4139.4289,1,24.97364,121.48079,24.4
12.4,325.2079,5,24.98095,121.53753,54.4
29.8,2378.5787,2,24.95703,121.51201,23.4
33.0,485.4266,6,24.9736,121.53949,42.1
30.3,116.4351,6,24.96572,121.54444,49.9
13.6,2057.988,5,24.95728,121.53214,38.1
3.8,161.3456,6,24.96915,121.54564,60.3
0.0,233.7573,2,24.96771,121.54481,40.8
23.9,461.0122,4,24.98128,121.53947,40.1
18.3,1382.246,0,24.96318,121.51153,36.7
38.0,331.8305,5,24.98242,121.54321,40.6
2.4,223.6665,5,24.97454,121.53954,45.3
30.9,684.9373,5,24.94078,121.53728,27.2
33.9,43.2755,9,24.98758,121.54877,60.5
35.2,470.3134,5,24.97746,121.54086,53.4
1.3,467.1166,3,24.9669,121.51193,55.8
31.4,586.7394,7,24.9742,121.53441,23.3
2.2,396.2847,1,24.94824,121.53296,36.1
27.5,2163.6042,8,24.96607,121.51278,46.9
4.2,96.8919,7,24.97787,121.54792,48.1
16.1,1837.5247,5,24.96259,121.51703,36.7
4.8,451.67,8,24.97957,121.53831,43.5
4.7,434.8401,2,24.97542,121.53295,39.5
13.4,2178.8814,3,24.95357,121.52671,22.9
0.6,341.8327,3,24.97968,121.54293,46.9
16.6,2060.0257,1,24.95644,121.52812,23.8
18.1,2483.2966,2,24.96789,121.51645,24.6
38.2,220.4797,6,24.97328,121.54843,29.1
18.2,70.1551,7,24.9759,121.5479,35.4
17.0,415.9523,6,24.96718,121.53371,42.5
32.2,879.5131,1,24.9767,121.52425,39.3
20.5,441.8219,5,24.9672,121.5389,17.6
16.8,87.1677,8,24.98038,121.54417,59.3
38.9,2973.405,4,24.96826,121.53691,31.3
35.3,578.5665,3,24.97275,121.53649,31.4
20.3,2647.3726,1,24.94195,121.50903,17.8
16.8,219.2415,9,24.98063,121.54926,47.4
16.6,111.346,8,24.98394,121.5492,63.6
16.0,613.7196,0,24.96558,121.51552,30.9
3.1,2595.3098,0,24.94757,121.53159,15.5
15.7,23.3828,9,24.98429,121.55997,61.3
35.0,4091.7181,0,24.96167,121.504,24.4
13.7,196.2805,7,24.9734,121.54618,39.4
9.4,4054.7054,0,24.94152,121.496,25.0
14.2,195.8213,9,24.9628,121.54879,40.7
4.1,467.8855,5,24.97161,121.53969,30.8
12.8,23.3828,8,24.98983,121.5496,62.1
3.9,357.303,0,24.96649,121.538,39.8
27.6,422.8486,6,24.98942,121.53672,50.1
33.5,1339.0637,2,24.97147,121.53633,32.4
30.0,876.1122,0,24.96722,121.51395,28.8
9.6,616.3345,4,24.95138,121.53856,39.7
37.0,2592.9526,2,24.95038,121.504,24.1
6.5,1693.695,1,24.93349,121.53713,23.7
14.5,23.3828,9,24.98186,121.56342,56.2
30.2,1891.8766,2,24.95659,121.51367,40.7
6.6,615.3735,8,24.97698,121.52781,42.2
40.0,348.6844,1,24.97796,121.53962,36.6
30.7,370.6448,4,24.97092,121.53865,47.7
9.4,335.928,6,24.97558,121.53922,59.2
16.1,673.5675,2,24.96397,121.53594,40.0
14.4,1391.4725,0,24.96791,121.51608,32.5
15.6,612.6472,5,24.97205,121.51383,42.1
12.7,1101.8061,6,24.97148,121.51409,40.9
22.7,617.102,6,24.96399,121.54474,38.8
8.1,197.6259,5,24.97461,121.53762,54.3
4.6,503.6698,5,24.97434,121.5395,25.2
34.6,2241.7871,0,24.94314,121.51665,28.4
6.5,469.0494,1,24.95486,121.54323,19.6
40.9,330.1187,6,24.98242,121.54389,45.4
30.2,328.38,7,24.97399,121.54416,24.9
9.4,439.8587,8,24.98053,121.53726,29.9
31.2,1344.1104,3,24.97504,121.54363,28.8
20.1,441.5048,9,24.96963,121.50998,41.1
19.6,1977.2968,5,24.97313,121.53716,28.0
12.2,233.9837,4,24.97997,121.54822,52.1
13.0,322.2148,9,24.97684,121.53574,56.9
20.1,320.2607,4,24.96702,121.54507,41.4
20.3,154.2271,9,25.00152,121.54313,62.9
3.6,265.0739,6,24.98528,121.53928,55.1
13.9,1393.8463,5,24.95179,121.51716,34.4
33.5,1155.2617,3,24.95515,121.53301,23.3
34.7,1769.9352,0,24.97306,121.53807,28.1
15.7,297.9158,3,24.96959,121.54602,43.6
13.7,627.7927,4,24.97431,121.53902,39.6
20.3,4491.985,6,24.97412,121.51195,17.6
20.9,1347.3894,3,24.97577,121.51391,29.8
17.1,1736.0656,3,24.97919,121.504,30.4
3.5,156.3218,7,24.97591,121.54975,44.6
12.7,2064.3937,1,24.97551,121.51378,15.6
7.0,85.2129,5,24.98753,121.54672,43.1
27.3,500.7529,6,24.9933,121.54315,52.0
15.8,539.9916,6,24.96273,121.53748,39.3
0.5,670.4813,5,24.97829,121.51679,54.5
15.6,612.1843,2,24.96341,121.53728,25.4
19.9,4088.6108,4,24.96145,121.496,30.9
4.4,471.2276,4,24.94729,121.54513,38.2
16.2,598.1422,3,24.96504,121.5447,45.2
5.2,333.0009,3,24.95119,121.5435,39.9
2.2,113.4241,3,24.9832,121.54905,54.1
25.7,543.3465,3,24.97611,121.53016,42.4
31.0,686.2973,5,24.94787,121.54324,24.6
17.0,1098.4168,5,24.94954,121.54321,25.5
16.0,481.8894,5,24.97282,121.54584,34.9
4.3,2186.514,6,24.9771,121.49159,26.8
6.1,336.6043,3,24.97559,121.53753,38.5
32.0,351.6432,5,24.9739,121.54427,29.3
33.7,567.2837,1,24.96801,121.53801,21.0
36.4,548.8805,1,24.97987,121.5282,40.8
13.5,825.9371,0,24.97833,121.53462,55.3
9.5,865.9108,0,24.9505,121.53115,32.0
15.8,191.4951,8,24.97983,121.54502,47.7
5.1,245.0135,5,24.94248,121.54448,47.0
29.2,85.4802,9,24.97178,121.54308,48.0
31.7,4425.1858,3,24.96153,121.496,23.5
39.8,4424.1754,0,24.93299,121.504,10.4
16.2,340.0319,3,24.97267,121.54247,40.7
37.8,808.1047,4,24.97417,121.53985,38.4
10.2,211.6219,1,24.96217,121.53928,38.4
9.3,168.7512,8,24.98895,121.54246,60.6
13.8,373.451,0,24.95902,121.53879,36.2
13.7,333.3264,7,24.97718,121.53239,54.0
6.2,805.5796,9,24.97207,121.53488,48.2
13.6,6351.896,0,24.94057,121.51449,14.5
16.9,197.1188,8,24.97718,121.54945,32.2
32.5,105.5313,5,24.96227,121.54835,45.1
9.5,401.0057,0,24.9797,121.54029,43.0
17.8,2466.942,1,24.9626,121.496,25.5
34.1,4502.4603,0,24.95011,121.504,10.6
5.8,282.3655,6,24.97167,121.53927,54.0
27.0,395.4554,3,24.96411,121.53065,30.0
33.5,178.4289,9,24.97701,121.54884,59.6
0.0,58.8467,4,24.9807,121.55715,34.2
9.2,4014.6003,3,24.93932,121.51454,26.8
13.3,242.0663,6,24.97644,121.5448,50.8
36.0,415.6808,1,24.98087,121.54428,23.9
0.6,430.8319,9,24.94634,121.54103,52.6
31.9,500.7563,5,24.96375,121.52048,18.7
4.8,1163.7768,3,24.96619,121.5423,39.9
17.8,271.112,8,24.97076,121.54421,35.9
0.5,200.2097,7,24.98086,121.54611,61.6
0.0,1751.9951,5,24.96322,121.51624,38.8
21.2,768.656,4,24.96649,121.54031,34.6
17.5,386.5251,2,24.96742,121.54476,32.1
17.7,4009.4227,3,24.98331,121.504,29.3
23.8,754.2572,3,24.95388,121.53736,52.9
32.7,2733.218,4,24.94786,121.504,23.0
19.1,1288.7871,1,24.9457,121.53077,22.5
27.7,166.6569,7,24.98162,121.54762,47.3
30.8,1508.8278,1,24.97194,121.53812,41.0
40.1,489.9182,5,24.98016,121.53215,25.8
4.6,6377.3536,0,24.94888,121.47748,22.2
13.0,1118.9304,5,24.98229,121.53785,41.8
15.0,295.2992,0,24.97219,121.55154,27.1
17.7,2721.5598,3,24.96309,121.51013,33.1
3.5,596.3794,5,24.9707,121.538,30.5
14.4,1748.8492,0,24.96238,121.53603,13.4
18.2,5513.7647,3,24.97269,121.496,30.3
3.1,379.1851,8,24.98144,121.51354,53.5
19.3,353.0498,7,24.95645,121.54464,41.9
7.9,979.7241,4,24.95644,121.53739,21.2
0.6,1210.1675,5,24.97123,121.51695,36.6
16.6,606.8874,2,24.97342,121.54467,19.1
28.3,243.4825,8,24.97043,121.54355,48.7
12.6,233.1246,2,24.98112,121.54426,48.6
39.1,1375.4545,1,24.96452,121.53847,12.4
43.1,505.3971,5,24.9676,121.53952,39.2
10.6,407.7636,3,24.96193,121.54472,54.5
28.8,474.849,5,24.97968,121.53672,17.8
3.4,508.8055,5,24.94961,121.54325,33.3
14.1,2340.2261,6,24.94789,121.47353,35.6
4.5,542.4773,7,24.97595,121.5298,49.7
16.1,244.2566,6,24.98187,121.51927,43.7
39.3,2141.7609,1,24.97642,121.53119,31.0
12.1,205.4507,9,24.98294,121.54324,54.7
26.6,933.5382,8,24.9529,121.53359,35.2
17.3,402.0656,9,24.9785,121.54284,44.3
16.7,1790.4696,0,24.94175,121.504,13.7
13.1,1291.8666,5,24.95668,121.52947,25.5
33.9,1218.1365,0,24.97607,121.53217,38.5
10.4,282.1236,7,24.96832,121.54459,34.6
16.2,264.2337,1,24.97511,121.5488,35.4
21.4,345.2837,5,24.98476,121.53881,41.8
16.5,95.3922,1,24.97742,121.54918,46.6
2.1,251.19,5,24.98156,121.54981,50.0
13.1,356.5258,2,24.97246,121.5373,54.2
13.0,364.8217,5,24.97073,121.53975,37.3
22.9,437.4991,0,24.97393,121.5444,24.0
21.2,130.0842,9,24.97442,121.54416,52.2
20.5,1860.3535,5,24.98039,121.51667,18.1
19.2,2572.2908,0,24.96237,121.53274,25.5
11.9,1023.5708,7,24.97675,121.53427,37.0
37.2,357.5312,5,24.97087,121.54214,43.2
5.2,2204.8913,0,24.95566,121.53685,19.0
18.7,430.1096,0,24.97262,121.53982,47.3
5.3,600.5117,4,24.97207,121.54769,49.1
17.7,4094.6441,0,24.95119,121.504,41.8
10.2,2077.5321,5,24.95495,121.53689,27.2
16.5,494.5742,5,24.97973,121.53753,46.1
12.4,223.0712,1,24.96766,121.54362,48.9
33.3,285.9374,3,24.98072,121.5435,40.3
18.4,630.9899,5,24.97641,121.54295,20.4
1.3,444.2497,3,24.97288,121.54113,42.2
39.4,205.254,8,24.98569,121.54366,46.2
24.8,3794.8355,4,24.97594,121.496,41.8
0.0,3998.2225,3,24.97761,121.51914,36.9
30.0,284.0734,4,24.973,121.54288,40.9
5.1,871.9415,5,24.963,121.496,44.2
34.8,1316.2028,2,24.95235,121.54476,24.6
0.7,259.0873,3,24.97452,121.53532,45.9
36.2,1095.9006,2,24.96223,121.54135,23.5
39.4,564.2433,6,24.97757,121.53875,34.3
13.8,508.4834,1,24.97125,121.51646,37.1
9.0,195.063,6,24.98987,121.55226,56.1
13.4,467.4146,5,24.96676,121.54273,40.4
19.2,1739.7564,6,24.96609,121.53707,46.6
12.3,71.1006,9,24.96668,121.54426,44.9
4.0,840.9022,1,24.98199,121.53935,36.4
13.2,680.5693,8,24.9621,121.545,29.0
6.9,254.3875,4,24.98099,121.5483,47.5
16.4,3959.7513,7,24.94428,121.53628,23.0
39.7,1530.5654,1,24.97042,121.5293,15.3
25.8,3939.517,1,24.97636,121.51623,27.0
12.3,1575.2964,1,24.95536,121.5346,15.3
5.5,1281.8732,7,24.96216,121.51345,41.1
0.0,258.4334,2,24.96698,121.54484,45.6
40.1,1410.8626,5,24.97493,121.53433,14.1
12.0,257.5332,5,24.95369,121.55148,30.6
18.0,468.4825,9,24.96079,121.54064,47.8
16.7,403.4926,1,24.97502,121.53729,39.4
1.5,712.3555,5,24.9669,121.53924,41.4
12.2,453.8586,5,24.96317,121.54036,30.6
13.0,1755.4046,0,24.96784,121.51304,14.5
20.9,978.1186,3,24.97668,121.53783,36.7
3.5,1113.9998,0,24.96166,121.53763,22.5
13.1,363.8844,5,24.96317,121.53954,37.2
18.0,347.2031,5,24.98287,121.54342,60.4
4.3,391.0803,1,24.95863,121.5439,23.7
14.9,376.2799,3,24.97402,121.53833,41.2
34.4,240.1279,6,24.97968,121.53894,45.3
29.2,558.3694,1,24.9425,121.53929,47.3
0.6,2196.4278,0,24.95907,121.5135,21.4
14.4,2804.0269,3,24.94938,121.5353,23.4
34.3,250.0204,7,24.9801,121.54531,45.6
2.4,361.0781,6,24.98171,121.53323,50.0
2.5,319.0705,5,24.97441,121.53856,41.7
40.0,2591.9518,4,24.97325,121.53129,14.3
13.6,4042.2682,0,24.93365,121.504,14.2
15.8,359.3632,7,24.97288,121.54547,39.5
17.7,96.6825,8,24.98407,121.54995,57.8
1.8,460.1958,8,24.97346,121.5416,48.3
6.3,236.2968,9,24.98273,121.54405,51.7
33.1,533.8343,7,24.95565,121.53871,17.3
18.1,1701.8722,2,24.96472,121.53217,30.0
16.9,480.8075,5,24.96304,121.53925,32.7
21.9,4513.2502,0,24.94985,121.50816,22.8
18.9,1376.5048,0,24.95852,121.53738,16.0
9.5,158.7338,8,24.98093,121.54411,72.4
16.1,201.2783,5,24.97847,121.54865,42.4
4.1,2111.0142,0,24.94288,121.51208,24.8
41.0,2514.0179,0,24.9746,121.49002,21.9
34.8,457.2723,0,24.97964,121.53213,22.8
2.5,104.9687,9,25.00203,121.54678,56.5
30.6,149.9798,5,24.98005,121.55048,53.0
16.8,638.6841,2,24.97287,121.53941,47.3
17.5,442.3816,0,24.95116,121.54315,21.7
33.2,131.0283,6,24.98803,121.54307,53.2
0.9,1324.1122,0,24.96331,121.53956,34.4
33.6,222.4151,9,24.97912,121.54363,37.0
17.6,125.6243,9,24.96386,121.54934,49.4
39.9,2005.4949,1,24.9499,121.496,21.9
0.8,103.5129,8,24.98155,121.55468,77.8
16.3,283.6623,7,24.96688,121.5396,43.0
24.2,2282.753,1,24.98138,121.51642,25.7
4.6,651.2774,7,24.94227,121.53951,37.5
8.9,151.8811,5,24.97145,121.54081,50.0
2.3,1420.7299,0,24.97075,121.52686,45.8
14.0,73.2849,9,24.98018,121.56048,55.2
15.1,1063.8979,1,24.97045,121.53764,39.9
9.1,2644.7328,3,24.97215,121.51402,23.7
5.8,488.0852,8,24.96392,121.53769,41.8
33.4,126.0873,9,24.98526,121.54839,47.0
9.3,4135.8194,0,24.95027,121.504,23.4
15.7,2261.4764,0,24.97586,121.504,40.9
16.9,23.3828,9,24.9848,121.5438,70.1
30.0,4070.0869,3,24.97952,121.504,35.5
37.2,271.1653,5,24.99305,121.53922,41.5
17.2,343.0417,9,24.96444,121.54462,32.2
12.6,1260.5882,3,24.97319,121.53806,34.3
16.8,1026.1687,0,24.96626,121.53351,24.0
11.3,1467.3182,2,24.9562,121.51793,26.0
11.8,394.5927,0,24.97408,121.54308,35.4
19.9,2071.8937,1,24.94984,121.5332,40.1
13.6,144.4538,7,24.98836,121.54593,50.7
11.1,1193.3501,1,24.94317,121.51494,17.9
0.8,428.2407,2,24.96565,121.53516,26.5
