X1 house age,X2 distance to the nearest MRT station,X3 number of convenience stores,X4 latitude,X5 longitude,Y6 house price of unit area
17.2,674.609,4,24.96266,121.53754,25.8
22.1,1754.8297,3,24.97206,121.53075,37.5
16.4,1702.382,6,24.97715,121.53264,33.6
12.2,455.3858,7,24.97378,121.53789,52.3
9.9,1605.7466,2,24.95372,121.504,46.8
13.6,517.8312,0,24.95251,121.53639,20.9
26.0,706.5562,7,24.94847,121.53773,20.8
10.0,440.3333,8,24.97242,121.54479,50.0
30.7,196.5014,8,24.98259,121.54332,54.1
2.3,156.8149,5,24.98313,121.54163,45.0
32.7,488.9578,5,24.9663,121.54368,22.7
38.7,1895.7926,1,24.96221,121.51055,34.5
0.6,1434.4427,3,24.95244,121.53029,27.9
16.4,169.3796,6,24.97696,121.54336,53.7
31.6,217.7276,5,24.97523,121.54155,51.8
4.3,1402.7314,1,24.95152,121.54138,37.0
31.8,4464.1363,3,24.96797,121.496,45.6
8.5,383.1965,7,24.97264,121.54373,45.6
18.9,2387.9043,4,24.96935,121.51501,33.6
13.5,978.4284,1,24.96922,121.5362,21.1
4.3,34.8281,6,24.98627,121.5535,45.4
3.7,1695.2281,3,24.94297,121.504,39.7
32.8,471.9478,2,24.98193,121.54235,41.4
17.4,1685.1433,1,24.96215,121.53604,18.2
17.3,390.077,3,24.96849,121.54464,33.0
0.0,146.4476,6,24.97748,121.54106,55.5
14.1,73.2713,6,24.98817,121.54446,46.4
9.5,4513.8836,0,24.94887,121.51314,14.4
33.9,526.4118,5,24.95996,121.5399,30.9
5.6,347.9078,5,24.97748,121.54473,52.2
10.0,173.7397,5,24.97614,121.54205,46.2
38.0,603.0267,1,24.97038,121.51031,25.2
5.7,83.7205,9,24.9782,121.54871,72.8
19.1,475.5858,3,24.9541,121.54233,19.6
6.7,480.5151,6,24.97528,121.54274,39.5
13.2,208.0747,3,24.97407,121.54456,40.6
2.2,314.567,7,24.95107,121.54255,38.1
12.3,1806.8811,3,24.95601,121.53822,24.1
3.3,148.4605,8,24.97221,121.54812,37.7
34.7,6488.021,0,24.94294,121.496,19.7
14.3,677.0483,1,24.96704,121.5374,43.1
13.9,3912.6017,0,24.98282,121.54252,21.2
34.7,416.8837,0,24.9719,121.53207,41.8
31.3,4146.5741,0,24.96299,121.496,18.1
13.3,224.5901,7,24.97138,121.54791,43.3
14.0,4211.3615,4,24.95705,121.51125,13.5
36.0,128.1556,8,24.97784,121.54546,36.7
27.8,1755.8526,1,24.94933,121.51469,23.3
13.5,383.3761,6,24.97727,121.53915,40.1
12.8,474.1012,2,24.96633,121.54488,23.7
16.6,4130.2591,0,24.95261,121.51307,38.0
4.3,172.5301,1,24.99354,121.54029,53.3
33.1,497.9755,1,24.97885,121.5339,46.1
35.6,246.7556,5,24.97174,121.52339,37.8
40.3,1207.3487,2,24.97427,121.53017,26.5
5.3,1108.7286,5,24.96193,121.53891,31.3
11.4,898.9585,0,24.95673,121.53855,28.6
36.8,424.6908,1,24.96621,121.53711,34.0
34.3,450.7386,9,24.98386,121.51353,47.0
30.5,4144.0509,1,24.97489,121.51293,34.2
32.3,939.7531,5,24.96624,121.52768,40.4
35.5,2841.1596,4,24.9411,121.496,27.2
19.8,3968.9662,0,24.96259,121.51623,30.0
5.9,2502.8959,4,24.95312,121.53697,26.4
5.9,391.4956,5,24.98149,121.54426,52.3
33.2,139.4346,8,24.97137,121.55004,48.1
4.8,23.3828,7,24.9835,121.5448,59.1
12.9,543.5111,4,24.95417,121.51112,38.0
13.1,2275.2728,0,24.9638,121.51859,34.3
1.5,686.5234,2,24.97011,121.53687,27.9
33.5,514.3178,8,24.96376,121.54022,43.2
25.9,433.1518,3,24.96635,121.543,30.8
14.5,179.0266,5,24.96719,121.53822,40.1
7.3,1475.8235,4,24.97029,121.53436,43.3
13.7,1468.1848,9,24.96771,121.53719,46.7
31.2,4076.2013,4,24.96306,121.51244,17.1
16.9,1046.3505,2,24.9777,121.51363,22.0
12.7,78.641,5,24.98356,121.54563,47.9
9.9,1351.2616,3,24.97415,121.54122,22.7
24.2,499.8968,1,24.95075,121.53945,42.6
17.7,960.7998,5,24.96245,121.51178,39.7
18.4,230.141,9,24.98989,121.54177,50.0
14.8,625.237,7,24.96951,121.53355,43.2
32.0,405.0179,8,24.96176,121.54419,48.7
9.9,227.2727,5,24.97671,121.53794,60.6
12.7,588.7016,8,24.96718,121.54521,41.4
28.1,2216.4058,5,24.96789,121.50935,27.3
14.6,2582.0794,5,24.97511,121.51297,26.0
24.2,250.904,7,24.956,121.5484,47.3
25.0,186.091,9,24.98577,121.54806,58.7
35.0,111.8515,9,24.96787,121.54914,56.0
35.3,480.4049,3,24.97125,121.54217,23.8
9.1,541.19,6,24.96314,121.53651,34.2
8.4,696.0545,5,24.97417,121.51651,44.1
13.2,261.9759,7,24.98581,121.5474,55.4
14.6,493.2333,0,24.96381,121.54249,54.0
20.2,4110.8927,0,24.95812,121.53072,27.8
0.6,2596.283,1,24.94345,121.53051,41.7
29.9,734.5931,2,24.94984,121.504,38.9
31.1,122.1497,8,24.98448,121.54882,47.1
16.2,165.4323,8,24.96345,121.54571,52.5
31.5,203.7035,8,24.97932,121.54015,52.5
18.7,879.588,1,24.9797,121.54341,41.9
10.6,1721.7037,0,24.97395,121.53106,27.8
17.5,6459.4303,0,24.94965,121.47492,12.1
40.1,3938.5895,0,24.96084,121.504,21.3
27.3,2431.2238,0,24.96665,121.51668,38.4
12.6,2103.705,0,24.97775,121.52855,24.7
13.8,226.4005,7,24.97816,121.54039,54.9
36.3,319.4208,5,24.98293,121.54526,29.7
0.1,318.4395,7,24.97366,121.5426,41.5
0.3,50.8454,5,24.98078,121.54997,58.2
36.6,253.8419,7,24.97878,121.53995,41.3
33.7,109.1875,6,24.9778,121.54468,40.1
1.8,2763.5167,3,24.9437,121.53931,30.7
15.6,350.8078,8,24.97759,121.5408,46.8
5.2,2261.5028,5,24.97323,121.51506,47.6
0.1,119.9516,2,24.98745,121.5485,46.5
18.0,247.6883,2,24.98358,121.54675,50.8
16.5,1006.5642,4,24.97201,121.51792,15.4
6.1,133.8224,5,24.98518,121.54864,54.6
17.4,536.9427,1,24.96785,121.54341,40.3
31.4,234.7606,3,24.97376,121.54295,41.1
15.6,162.1021,5,24.97802,121.5477,30.5
13.4,1443.8235,4,24.98031,121.534,22.7
13.1,135.4358,5,24.9744,121.54866,59.7
35.3,2117.4376,5,24.97522,121.48097,31.6
33.5,156.6244,8,24.97629,121.54651,52.4
19.7,385.7375,5,24.97702,121.54256,44.6
13.4,554.1806,7,24.97541,121.5364,43.1
13.7,586.455,9,24.97662,121.544,51.3
18.5,3979.5073,0,24.97571,121.52961,33.1
13.7,640.939,8,24.96203,121.53873,44.1
18.1,2107.7713,3,24.97033,121.51811,40.6
16.4,491.4018,0,24.9425,121.54492,18.4
13.2,280.631,1,24.97115,121.54268,20.2
3.0,265.4994,0,24.94714,121.54769,39.2
0.0,421.3559,6,24.97083,121.54047,117.5
12.9,2893.8921,1,24.96185,121.54015,21.1
18.0,387.6567,8,24.94766,121.54377,43.1
31.3,3990.9113,0,24.94126,121.51343,21.3
4.9,1416.6212,5,24.96629,121.504,60.3
34.5,232.7507,5,24.95998,121.54599,43.2
12.4,4463.5866,0,24.93207,121.504,21.8
40.9,959.2359,4,24.97497,121.51626,24.2
28.5,821.2819,5,24.96728,121.53796,22.0
30.5,729.1756,4,24.95301,121.53697,26.7
17.4,23.3828,9,24.99165,121.54895,50.1
31.8,257.9091,5,24.98365,121.54342,45.6
12.9,149.1996,3,24.97827,121.54115,46.8
36.8,1083.6289,0,24.96371,121.504,20.4
4.3,546.9256,0,24.96666,121.51771,35.5
18.3,1736.983,4,24.96287,121.53599,37.4
2.8,993.5821,5,24.98138,121.53674,43.5
28.7,493.4746,5,24.96877,121.54278,46.2
32.5,1324.6845,6,24.966,121.51691,28.8
0.9,2501.0212,1,24.94974,121.52518,27.0
12.8,253.6589,7,24.97325,121.54303,38.4
18.2,168.848,3,24.98262,121.54901,50.3
29.0,1658.7059,1,24.96774,121.53173,40.8
19.5,2541.4618,3,24.96604,121.5332,22.3
0.0,172.7912,6,24.97477,121.55796,60.3
38.0,101.6866,6,24.98546,121.54492,61.4
13.8,587.8863,0,24.97884,121.51625,37.8
20.2,3096.2058,0,24.96404,121.51452,27.1
7.0,113.4722,5,24.97665,121.54648,46.0
19.2,205.9888,9,24.99914,121.54145,23.7
14.5,188.9125,6,24.99083,121.54088,47.3
0.9,482.8774,0,24.96744,121.54544,39.1
14.7,4144.1597,0,24.94142,121.504,19.2
40.2,637.2573,6,24.97109,121.545,26.6
13.4,533.4928,3,24.96319,121.54131,28.9
43.8,1425.196,7,24.97759,121.53002,25.0
13.1,414.9045,5,24.96758,121.53376,37.0
19.2,301.6025,3,24.96496,121.53115,23.7
4.9,365.6244,3,24.97234,121.54044,24.5
34.7,2440.0188,1,24.95115,121.496,13.6
15.6,1443.2829,3,24.96784,121.53017,24.5
11.6,2528.0753,0,24.96799,121.53899,32.7
13.5,511.7387,0,24.97578,121.53396,38.5
18.4,237.518,7,24.98523,121.54166,44.0
17.1,380.6637,7,24.97387,121.54057,42.2
17.7,956.0054,3,24.97347,121.51397,18.6
20.4,428.6476,1,24.97246,121.51736,40.4
15.4,858.3839,0,24.94837,121.53046,33.6
31.2,589.4494,4,24.97707,121.52867,42.3
35.0,592.6972,7,24.97585,121.5268,24.5
4.1,186.7991,5,24.98085,121.53654,51.5
36.6,486.4898,1,24.97313,121.54273,38.2
7.7,240.3465,7,24.96643,121.54339,45.1
7.4,28.1954,9,24.98203,121.54638,51.2
0.5,2479.1151,1,24.97411,121.51545,40.3
18.5,225.6385,9,24.9626,121.54051,45.8
20.0,375.356,8,24.9754,121.5392,39.7
32.5,1447.0391,0,24.97009,121.53631,26.5
19.4,1325.7741,9,24.98128,121.52945,43.2
15.6,297.9355,3,24.96255,121.54285,29.4
5.0,1529.2645,1,24.96309,121.53452,17.5
17.8,735.1515,6,24.94762,121.53411,18.8
16.1,2195.887,3,24.9628,121.52859,42.0
16.3,496.8552,7,24.9685,121.53878,33.6
11.0,989.1297,1,24.96428,121.54162,47.0
32.4,317.8888,8,24.97285,121.54427,43.1
17.5,1411.05,6,24.97623,121.54297,30.3
8.8,281.9519,0,24.9456,121.5436,26.6
15.5,23.3828,8,24.98685,121.55813,60.0
12.9,126.1797,1,24.9856,121.54539,48.3
34.0,1348.2697,3,24.98068,121.5158,44.7
4.2,2024.2346,3,24.95235,121.51785,42.1
19.1,120.8225,3,24.95717,121.54734,42.9
32.9,425.6871,6,24.96235,121.53608,34.8
21.9,430.9634,4,24.96073,121.5433,38.0
5.4,939.2779,6,24.94974,121.51379,47.8
0.0,926.4898,8,24.97275,121.53503,37.0
31.1,420.5557,5,24.9835,121.53852,40.8
28.5,571.9029,9,24.98773,121.53706,31.8
9.3,335.0973,1,24.98335,121.53678,40.8
12.8,186.282,6,24.97442,121.53588,53.1
13.8,1334.5423,9,24.97254,121.52608,51.0
15.6,23.3828,9,24.97887,121.55114,80.9
16.4,1806.1607,6,24.95355,121.53382,22.9
29.2,101.333,9,24.98358,121.54364,54.3
18.4,294.8812,5,24.9629,121.55019,43.5
4.3,292.313,5,24.97982,121.54012,53.6
40.3,1942.2351,7,24.97203,121.51276,34.2
0.7,1952.9166,5,24.96275,121.53501,35.2
15.1,1956.8959,0,24.96286,121.54073,34.5
39.0,173.7739,9,24.96934,121.54614,41.6
30.4,181.7326,5,24.9754,121.53598,41.7
4.7,524.6411,0,24.97447,121.54054,37.0
13.1,551.0937,5,24.9724,121.5366,33.6
4.4,1087.7744,3,24.97264,121.53261,33.1
16.0,633.6306,7,24.98065,121.53117,42.4
12.2,365.5095,6,24.96895,121.54413,27.5
9.8,170.4819,5,24.9793,121.54371,48.3
19.6,25.0414,9,24.97763,121.54989,59.7
6.1,687.5693,4,24.96263,121.54226,22.4
14.1,2006.3993,1,24.97745,121.51011,53.6
16.8,609.3039,1,24.97044,121.54382,40.8
16.8,1139.7239,1,24.9728,121.53994,26.0
5.2,334.8552,1,24.97292,121.53951,56.8
33.5,1945.8125,3,24.95736,121.52784,14.0
11.2,171.3934,9,24.9825,121.54647,45.9
13.7,509.3775,5,24.97701,121.54418,17.6
15.3,277.3224,5,24.97491,121.54328,56.6
5.8,1235.9795,2,24.97144,121.53898,36.1
13.0,2668.0122,0,24.95006,121.48907,15.1
13.8,532.3168,4,24.94967,121.54671,37.1
