X1 house age,X2 distance to the nearest MRT station,X3 number of convenience stores,X4 latitude,X5 longitude,Y6 house price of unit area
37.0,4037.3045,0,24.95697,121.496,22.2
17.2,513.0912,1,24.97353,121.53492,43.2
30.6,737.2127,5,24.95539,121.54272,45.3
8.1,257.5938,4,24.96563,121.54833,30.1
35.3,105.1685,9,24.99382,121.55042,51.1
31.9,589.3661,3,24.94058,121.51405,27.6
21.5,285.924,3,24.96295,121.54164,15.1
20.3,4068.0892,0,24.94164,121.504,29.2
30.7,2114.062,1,24.94299,121.50961,22.2
31.8,492.9372,3,24.97683,121.51662,39.2
2.4,1056.802,8,24.9671,121.53254,29.0
16.9,2164.5315,3,24.96391,121.531,24.6
14.1,2993.1148,6,24.9425,121.52444,45.3
8.8,123.6517,9,24.98515,121.55212,36.3
7.8,553.3112,3,24.9739,121.504,46.5
6.5,1506.8164,0,24.95457,121.5444,27.2
12.4,326.8057,1,24.95789,121.54473,42.2
4.9,1796.1986,0,24.9617,121.53829,36.2
13.2,1431.5533,4,24.9572,121.51195,32.1
16.3,580.2154,6,24.967,121.53872,45.1
10.6,399.0729,1,24.9732,121.54294,54.8
30.7,2208.7229,5,24.95043,121.504,42.4
8.4,274.3419,7,24.95103,121.53881,42.4
15.1,1633.6308,5,24.96758,121.51187,25.2
10.3,166.1612,0,24.97431,121.54444,59.4
14.1,271.2987,7,24.96835,121.54295,42.9
17.8,145.7815,8,24.97481,121.5452,50.9
12.5,250.6378,1,24.98095,121.54372,35.1
14.0,278.3424,8,24.97875,121.53156,71.2
36.3,216.6381,5,24.97198,121.53455,24.2
25.2,462.3372,4,24.98285,121.52607,38.9
39.4,195.529,6,24.97778,121.54166,39.3
5.5,268.74,7,24.974,121.54418,45.8
13.2,248.4378,8,24.9735,121.54337,54.0
5.4,355.5835,2,24.97872,121.54964,42.9
2.0,2362.9247,0,24.9787,121.504,30.9
4.9,283.048,2,24.95284,121.54984,36.1
15.0,533.1899,7,24.98179,121.54129,32.7
11.4,208.9835,9,24.98293,121.54516,57.4
38.2,2622.8793,0,24.94795,121.496,18.9
16.3,619.3086,9,24.9768,121.53884,53.9
4.9,1215.9575,1,24.95146,121.53,55.1
30.6,258.8671,0,24.96309,121.54385,25.4
15.0,23.3828,9,24.98785,121.55137,63.8
13.6,1645.6642,2,24.95546,121.52933,38.2
33.2,536.1741,5,24.9876,121.496,26.3
14.5,4003.0953,5,24.96733,121.51533,47.8
34.2,216.1115,8,24.96994,121.54663,45.7
27.4,4036.459,2,24.95961,121.51259,17.1
32.1,1173.5686,3,24.97839,121.51433,27.5
3.9,457.167,3,24.96272,121.54534,45.0
3.5,4130.0742,0,24.97197,121.51258,46.2
39.1,4498.5949,0,24.94362,121.496,14.0
33.5,487.3293,4,24.9721,121.53777,35.6
0.5,492.2664,3,24.97918,121.53178,48.2
17.9,448.8813,6,24.96804,121.52758,37.8
0.5,405.2883,3,24.96752,121.54781,42.4
30.8,182.9427,9,24.98264,121.53889,63.5
11.8,212.0233,5,24.96409,121.53873,48.4
3.8,4493.4193,0,24.97044,121.51806,40.9
17.2,415.8559,4,24.97961,121.53749,47.8
14.7,41.6302,9,24.98053,121.56138,64.3
38.0,1732.7867,5,24.96237,121.53788,19.8
1.0,456.6791,6,24.97474,121.53964,51.7
1.8,529.0915,3,24.97286,121.54381,38.7
18.7,279.5085,9,24.97164,121.54247,43.2
2.5,651.4607,2,24.97951,121.53616,46.8
16.6,381.9702,5,24.96162,121.54157,34.6
13.2,547.3183,5,24.96275,121.53211,23.7
13.1,260.7286,2,24.96116,121.54198,23.1
31.4,531.42,2,24.97827,121.54322,40.8
8.9,23.3828,8,24.99897,121.5497,53.2
15.1,1440.1451,5,24.96329,121.504,43.1
16.8,376.1455,5,24.95195,121.54396,25.1
24.8,1271.1856,5,24.97845,121.52958,37.9
41.5,397.7569,7,24.97535,121.53318,39.4
35.0,1294.1029,2,24.94932,121.54008,26.7
19.8,2383.1546,7,24.95934,121.53716,21.5
13.5,2547.9248,1,24.96612,121.53939,26.2
9.0,2674.7636,5,24.97211,121.52573,43.1
14.9,623.4879,1,24.97724,121.53441,14.5
32.0,498.2692,0,24.97494,121.5387,21.0
31.2,330.1852,5,24.97803,121.54836,30.7
18.6,106.4932,8,24.98227,121.5448,42.9
13.3,348.8692,1,24.97859,121.5424,40.5
31.2,2330.7696,0,24.96658,121.53018,16.9
34.9,416.4938,5,24.97778,121.53983,30.7
17.7,499.7426,4,24.94957,121.53748,26.5
0.1,192.6801,7,24.98173,121.54427,46.1
37.6,1882.3722,9,24.96332,121.496,27.6
32.1,3886.9997,1,24.95058,121.51884,30.8
17.3,177.7179,5,24.95063,121.54827,49.2
20.4,1428.3537,2,24.97212,121.5386,44.3
32.2,520.3896,4,24.97388,121.54036,27.3
34.0,408.4634,5,24.9797,121.54538,40.9
39.0,1389.0573,6,24.95554,121.51397,23.7
11.5,147.5266,9,24.96358,121.53413,52.8
32.4,3959.7059,0,24.94878,121.51443,20.4
4.8,367.9838,0,24.96276,121.54488,37.1
0.1,480.8375,4,24.96207,121.53615,52.9
17.6,137.1936,9,24.99077,121.5488,48.9
9.9,487.0576,3,24.97116,121.54357,30.8
7.9,109.1824,7,24.9763,121.5495,31.8
16.6,140.4975,9,24.9814,121.54598,58.4
7.7,317.5424,1,24.98442,121.5444,31.4
17.1,271.6093,5,24.95583,121.53619,37.6
30.1,220.2853,1,24.98001,121.53569,45.7
31.2,264.4787,5,24.96343,121.54664,24.2
28.0,1403.8983,8,24.96118,121.54191,22.9
22.4,796.409,1,24.96134,121.53285,29.9
32.2,188.5409,5,24.96596,121.53327,24.3
1.1,335.7971,8,24.97066,121.54439,64.6
19.0,504.0914,1,24.96774,121.52353,28.8
7.9,414.5502,9,24.98257,121.53925,45.5
13.6,1160.6041,0,24.97878,121.53607,30.5
16.9,206.9326,7,24.97842,121.54351,49.6
16.2,117.6233,5,24.972,121.54274,41.9
15.9,194.9689,9,24.96088,121.54606,31.7
5.9,332.6436,8,24.96749,121.54934,56.6
17.7,510.3032,1,24.96642,121.54232,29.9
13.6,53.8679,9,24.99269,121.55786,56.0
3.8,179.952,7,24.95217,121.54731,42.2
16.6,517.6566,4,24.97459,121.54074,23.5
31.3,701.8064,6,24.95191,121.54243,24.4
34.6,886.5511,3,24.97209,121.53335,30.2
4.0,556.3385,0,24.93975,121.52697,29.0
4.7,2155.4482,0,24.95247,121.54514,33.4
13.8,205.9804,1,24.99351,121.51632,60.8
39.4,175.8582,7,24.97939,121.55019,32.9
19.2,221.3545,5,24.97447,121.54273,49.2
15.8,5510.6511,2,24.95027,121.496,22.1
1.2,252.8724,3,24.98011,121.53958,58.0
8.3,407.2677,7,24.96258,121.54182,50.4
22.1,4487.9118,0,24.95812,121.51341,16.8
13.4,445.0074,3,24.97333,121.54001,38.9
13.2,1794.7689,0,24.97567,121.504,42.0
32.2,1804.3412,0,24.97308,121.52545,30.0
39.1,2384.6279,4,24.97626,121.504,21.2
14.1,2058.8042,5,24.97192,121.54144,30.1
3.7,2208.4383,0,24.9759,121.53849,39.3
12.5,79.5211,4,24.98303,121.55007,55.4
5.0,1461.8406,5,24.95454,121.51209,36.5
3.3,449.4827,0,24.96635,121.5423,54.5
4.4,109.9031,4,24.97096,121.55053,53.0
16.3,184.2573,7,24.96559,121.54097,40.7
3.9,1133.4826,1,24.97928,121.53558,32.8
12.8,1892.8092,1,24.95568,121.5378,12.6
13.4,542.9196,5,24.9724,121.54206,36.5
3.7,1428.9622,0,24.96781,121.48176,42.9
40.2,311.7006,5,24.98022,121.54074,31.6
14.4,276.9863,5,24.97649,121.54667,51.5
10.7,587.6759,5,24.95498,121.53817,36.9
16.9,206.3049,7,24.98331,121.54701,39.4
2.9,877.4745,4,24.97054,121.51775,48.4
21.4,247.3348,3,24.97359,121.53293,34.8
13.6,4056.1473,2,24.97507,121.51262,21.6
36.3,522.3254,4,24.96579,121.53514,33.5
16.7,1711.9965,3,24.96727,121.53798,29.2
1.7,392.6139,5,24.98637,121.51791,69.0
1.1,642.1311,0,24.9493,121.51175,28.3
19.3,2337.2181,3,24.97477,121.51155,35.3
7.0,268.4832,3,24.95725,121.54259,38.1
12.1,461.6762,0,24.97177,121.51771,41.9
14.2,235.8139,6,24.98746,121.54855,58.4
12.9,187.1058,6,24.96103,121.55012,35.9
34.2,118.1351,9,24.97903,121.54444,43.2
17.1,36.3715,8,24.98195,121.54718,69.2
5.1,251.4834,8,24.98647,121.54365,48.6
8.8,233.165,4,24.98757,121.53867,54.9
24.7,161.1906,2,24.98737,121.54969,51.0
17.8,453.4881,2,24.96702,121.54795,28.8
3.1,1115.5793,8,24.96254,121.51015,26.1
13.6,457.373,1,24.97275,121.53764,26.6
17.1,941.0868,1,24.9793,121.53818,30.5
32.2,217.8684,9,24.97162,121.541,39.0
26.9,1764.9033,2,24.96062,121.54316,24.2
40.9,428.424,9,24.96533,121.54178,26.3
25.0,130.2185,9,24.97499,121.54332,51.2
31.1,860.2594,0,24.95117,121.5425,30.2
12.7,214.4577,7,24.97773,121.54547,56.8
17.7,769.6096,6,24.97366,121.51724,31.9
13.9,23.3828,5,24.98088,121.54759,63.6
34.7,4046.37,0,24.97472,121.504,18.0
38.8,67.5537,6,24.98157,121.55885,35.6
12.1,266.9593,6,24.97838,121.53836,50.0
32.6,216.2102,2,24.98008,121.54355,47.1
0.1,2167.407,2,24.96247,121.53211,25.2
39.1,881.7116,0,24.95595,121.53342,15.9
33.9,287.4413,0,24.96415,121.54316,24.0
0.6,273.9815,3,24.96219,121.53714,44.2
12.5,1432.1003,9,24.96327,121.53585,51.6
13.4,139.9103,7,24.98218,121.54648,64.4
34.0,200.9542,6,24.97521,121.54051,47.7
17.0,483.1337,5,24.96197,121.54001,22.0
5.1,1373.74,4,24.98243,121.504,41.4
18.0,483.8849,7,24.97684,121.51232,36.3
4.4,521.9128,2,24.96286,121.54366,53.2
12.6,1501.4884,0,24.96337,121.53277,36.3
30.4,355.6812,5,24.97132,121.54117,44.1
0.0,1704.6538,0,24.94324,121.51486,44.8
39.3,434.3363,8,24.97515,121.54376,40.9
9.6,4013.3389,5,24.95738,121.52945,35.4
13.4,447.4396,8,24.9662,121.53717,38.7
42.5,1200.2154,7,24.96767,121.53872,27.9
0.6,527.5551,6,24.96326,121.54468,29.0
33.7,505.3721,1,24.97383,121.53181,22.9
33.8,2008.3284,3,24.96264,121.51686,35.2
3.4,84.1507,6,24.98967,121.55065,63.5
18.4,4447.7351,1,24.97302,121.53492,17.0
17.4,257.3533,7,24.97353,121.54241,40.6
32.0,464.6283,5,24.98313,121.53448,28.7
14.5,4101.0703,0,24.93301,121.5115,16.6
22.1,194.3687,7,24.97541,121.54038,47.8
12.9,47.0974,5,24.98249,121.55633,43.6
16.6,738.7672,4,24.97729,121.53799,52.3
16.7,789.4486,3,24.96298,121.53363,25.5
3.0,177.8135,1,24.98002,121.54437,53.9
16.5,415.6891,5,24.97718,121.54481,38.4
14.3,200.0713,0,24.97803,121.54381,39.0
14.2,293.1376,6,24.98978,121.53459,57.1
16.6,301.4559,5,24.96734,121.54295,35.6
25.1,407.7429,5,24.98272,121.54063,49.4
38.2,349.2332,7,24.9751,121.53789,37.5
0.2,597.1618,9,24.97642,121.54152,49.8
16.0,548.3776,0,24.97337,121.53838,41.5
31.0,227.1492,2,24.97746,121.54539,61.0
0.5,1834.9263,0,24.9644,121.53871,34.0
33.9,23.3828,6,24.97933,121.55074,43.2
10.3,479.4284,1,24.94922,121.54689,29.3
37.9,390.8269,4,24.97494,121.52212,38.6
17.4,1826.3168,3,24.95547,121.51393,41.2
31.1,3941.0329,3,24.94193,121.504,20.9
33.8,977.7049,7,24.9815,121.51775,43.1
5.8,485.6027,7,24.97094,121.53746,37.8
16.6,57.4906,9,24.97627,121.54262,75.1
21.4,559.4779,4,24.98131,121.52858,45.0
33.1,101.6049,8,24.97643,121.54432,68.0
6.1,526.1873,2,24.96494,121.53291,39.4
19.6,493.1251,2,24.98132,121.53353,40.7
18.9,221.8737,5,24.97276,121.54751,44.6
17.2,1417.2086,1,24.95141,121.504,23.0
15.5,848.9153,5,24.95704,121.52669,22.3
21.5,293.1753,3,24.98452,121.54402,54.1
10.6,176.8316,6,24.96894,121.54963,43.6
26.6,319.2189,8,24.9519,121.53601,22.4
33.6,231.9167,8,24.97993,121.53803,54.9
31.3,428.9418,0,24.9674,121.54257,28.9
13.5,2390.9278,0,24.94919,121.51464,22.6
18.5,661.9745,3,24.97514,121.53104,41.5
15.8,320.3628,6,24.97538,121.53855,44.2
35.9,487.5743,5,24.96692,121.53782,22.7
22.3,119.0431,5,24.97848,121.54312,56.8
17.4,1705.4538,0,24.96329,121.541,14.3
13.6,4487.6835,0,24.94755,121.48219,22.1
20.7,4463.0709,1,24.96353,121.47998,11.3
17.0,4600.281,0,24.94218,121.51094,14.4
16.3,514.2243,4,24.94099,121.54591,23.1
16.0,165.6515,8,24.97568,121.54508,46.0
12.6,247.9981,6,24.97477,121.54409,37.9
35.2,5510.5975,1,24.95121,121.496,21.6
42.6,4218.8644,0,24.94802,121.51251,9.0
27.3,250.5179,5,24.97338,121.54374,40.7
32.4,867.7663,9,24.94719,121.53694,27.4
14.7,440.3224,0,24.96579,121.54416,39.1
1.6,2784.1335,0,24.9683,121.5145,24.7
18.1,390.1718,7,24.98119,121.54234,41.0
26.7,105.9354,5,24.9811,121.54644,45.1
12.1,913.178,3,24.96709,121.52385,43.3
17.7,4511.449,1,24.94327,121.504,14.5
9.0,4178.9462,2,24.94967,121.496,18.8
0.1,1064.0837,5,24.94913,121.53848,39.7
0.3,435.6897,9,24.99574,121.53552,54.1
13.1,442.6953,6,24.96193,121.54344,37.8
41.7,98.6894,8,24.97773,121.54308,39.5
14.2,2737.0444,1,24.96386,121.51918,38.6
14.9,428.5389,5,24.9739,121.53379,31.0
14.2,3984.9226,5,24.9643,121.5108,39.6
16.9,326.4692,5,24.96746,121.54364,35.3
5.8,1505.1445,8,24.98207,121.5141,42.0
33.9,180.3127,6,24.97859,121.54397,47.2
33.4,380.7206,7,24.97571,121.5424,42.3
0.0,4141.8651,1,24.94113,121.496,33.4
34.4,475.6499,3,24.96889,121.53277,21.9
16.9,230.9992,7,24.9651,121.54788,57.0
9.9,1065.0948,1,24.97886,121.53989,53.8
30.1,1988.2744,0,24.96601,121.51363,28.7
6.3,341.6426,4,24.95668,121.53955,40.2
16.7,4165.1581,0,24.93227,121.51688,8.9
19.5,1105.156,3,24.98134,121.53318,35.2
16.6,225.2018,3,24.973,121.54344,42.0
34.9,891.1325,9,24.97327,121.51634,38.6
21.1,343.2116,0,24.97672,121.5362,46.9
0.8,618.0578,0,24.97551,121.538,40.5
10.2,4047.3892,1,24.95729,121.51257,17.1
16.6,1404.3356,0,24.96627,121.51862,13.6
2.4,1850.1969,1,24.9651,121.51721,24.5
19.6,1350.5798,0,24.97852,121.52918,43.1
15.2,127.0903,9,24.9821,121.55,62.5
36.7,6488.021,0,24.95411,121.47829,14.9
27.0,2147.0677,1,24.93291,121.53151,13.9
13.6,356.1079,6,24.98092,121.5384,30.8
0.8,386.7923,6,24.98105,121.54015,42.6
14.7,1172.2825,3,24.97799,121.51342,30.4
15.5,1315.1984,5,24.97344,121.52715,18.3
13.3,1490.9714,1,24.95594,121.54084,38.5
11.3,259.2128,6,24.99043,121.54076,63.7
31.4,4484.4086,0,24.96282,121.47912,14.8
19.6,424.2073,3,24.97406,121.53124,15.4
15.9,206.3712,9,24.97987,121.54449,58.7
36.6,1430.5235,5,24.97635,121.51379,43.0
11.2,483.0306,8,24.98964,121.52574,53.1
9.1,154.1472,2,24.97684,121.54904,60.1
16.6,1356.0093,3,24.95528,121.53429,35.6
4.4,2444.2033,3,24.94234,121.53095,22.5
13.6,4128.8963,0,24.9401,121.51657,20.1
12.1,352.0403,5,24.98752,121.54403,38.0
7.1,1421.4897,4,24.97748,121.53755,41.0
1.7,259.8167,6,24.95691,121.54597,49.3
42.5,91.0393,9,24.98719,121.55664,45.1
36.8,871.9636,3,24.97435,121.53785,22.5
9.7,397.5389,8,24.97459,121.54206,49.1
38.5,273.6084,4,24.97734,121.54031,43.0
32.1,254.9909,5,24.9748,121.53967,52.7
21.7,161.4314,6,24.97544,121.5446,43.0
30.0,379.272,5,24.96615,121.5448,56.5
5.8,1411.2981,3,24.957,121.53902,25.3
2.7,214.3612,3,24.96673,121.54851,47.0
29.2,6409.329,1,24.94271,121.496,30.0
37.4,2832.0496,6,24.95444,121.51576,37.3
11.0,1418.8614,3,24.97345,121.54154,29.9
3.8,650.024,1,24.96343,121.51669,43.0
15.8,298.8801,6,24.96624,121.53778,42.5
33.0,313.4583,8,24.97877,121.51935,57.2
1.3,1337.1689,6,24.96486,121.51845,42.9
15.6,3123.8629,5,24.9709,121.52912,21.1
30.7,4068.8948,3,24.94389,121.53296,14.7
8.6,2156.4372,0,24.95093,121.53544,21.0
2.8,259.2502,1,24.97211,121.54568,42.5
20.5,2757.4419,1,24.95103,121.51299,12.9
4.4,285.9947,5,24.97299,121.54105,44.5
21.9,1782.3922,9,24.96779,121.53601,25.3
28.6,3911.6616,1,24.96325,121.504,19.9
11.7,1947.4989,4,24.95737,121.504,34.5
34.1,343.9824,7,24.98103,121.54088,40.0
26.4,588.9967,8,24.96363,121.54199,30.0
15.9,3984.0411,3,24.96196,121.5404,21.5
2.9,2624.0303,0,24.96231,121.53708,32.7
19.7,2235.3104,0,24.97604,121.504,11.3
